谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
毘陵殷薛张氏溏溪分续修谱六卷（江苏省常州市）,张洪飞,张,清光緒十九年（1893）,百忍堂,殷薛始遷祖鏜，宋代人。溏溪始遷祖日初。書名據目録題。十四修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/faabm83ln2nol2h7
毘陵欧阳里诸氏宗谱（江苏省/常州市）,诸志洪,诸,2009,敦睦堂,始迁祖仲宾，原江苏昆山人，明代迁居江苏常州武进欧阳里。 卷一重修族谱序、捐款名录、当代人物、老谱序、先祖像赞、奉天敕命，卷二凡例、宗训、家训、宗约、宗图、祝文， 卷三人物传序、行略，卷四至卷二十世系图表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/kzllolap7e66hvle
毘陵横山陈氏宗谱（江苏省/常州市）,陈立新,陈,2008,星聚堂,始迁祖济之（一名福三），明洪武年间自常州城迁居横林巅山，遂为横山祖。另有一支，始祖昶，其曾孙山（号可山），始居常州城中。第十世元垲，明代后期徙居西芳田。此谱实是横山、西芳田联修。 卷首修谱事宜，卷一新旧谱序、新旧凡例、像赞、老谱传序记略，卷二统宗世系表、远祖世系表，卷三至六分支世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/k2hfouoikupp3op6
毘陵横山奚巷梅氏宗谱（江苏省/常州市/武进区）,梅祖根,梅,2008,尉仙堂,始祖梅昆（字洪宇），官江西布政使，于延祐二年（1315）由安徽宣城迁至江阴良信乡。始迁祖梅实（字思楼），昆二世孙，由江阴良信乡后湄村迁至武进县横山桥镇奚巷。 卷首族人分布图、续修委员会、族尊照、优秀学子表，卷一序、遗像引、传记，卷二传记，卷三至卷七世系表，卷八艺文引、跋、源流世谱、纪年对照表、余庆录、家族大事记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/7gyq9zsvd5izti3y
毘陵楼庄周氏宗谱二十六卷首一卷(江苏常州),孙瑞和;周道义,周,2015年,至德堂,始祖允诚（字永宝，号明公），明永乐二年自江苏宜兴官山迁居常州武进戴溪天井桥杨巷里。始迁祖三世墉，明天顺五年迁居邑之楼庄。卷首彩照，卷一新谱开篇、题词，卷二谱事史载，卷三奉天敕命，卷四先祖像赞，卷五宗祠纪事，卷六人物传序、卷七统纪渊源、世系图、远祖世表，卷八大宗统总图表，大宗图记，大宗图表，卷九至二十五世系表，卷二十六新谱跋、附录（我国古代官职称谓）、余庆录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/zecpbzhrlviehoc1
毘陵杨氏宗谱十二卷（江苏省常州市武进区）,杨懋林,杨,1931年,四知堂,始祖伯昌，行千五，南宋末居金沙（金壇）。始遷祖畿鶴（行慶一）、畿鳳（行慶六），伯昌五世孫，明初分别移居武進港頂、貝莊。是爲二派之合修譜。卷一序、溯源記、祠堂記、墳記、祭義引、祖墓祭文、宗規條約等，卷二誥敕、像贊、建祠捐資芳名、諡議、奏建書院疏、謝恩表、墓誌銘、詩集等，卷三文靖公年譜，卷四世系圖，卷五至十一世系表，卷十二人物傳、官蕩分楊家村遺産記、跋等。譜内存宋楊時史料頗多，有清趙翼撰序傳。書名據書簽、書名頁題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4nny5ypbzmbnuoyl
毘陵杨氏宗谱十二卷首一卷末一卷（江苏省常州市武进区）,杨莲生,杨,1924年,青白堂,始祖拯，字濟民，行忠二，元代移居無錫安陽山下。始遷祖淵，字宗滄，號浣溪，明代再徙江蘇武進。書名據版心、書簽題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ncan8sm5dlphtfct
毘陵杨氏宗谱八卷（江苏省常州市武进区）,杨汝霖,杨,清同治十二年（1873）,清白堂,始祖拯，字濟民，行忠二，元代移居無錫安陽山下。始遷祖淵，字宗滄，號浣溪，明代再徙江蘇武進。書名據版心題。譜初修於清順治十七年楊兆魯，此爲六修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ntdu15ihqy4bpabx
毘陵棠林潘氏宗谱十二卷首一卷（江苏省常州市）,潘玉高,潘,1919年,维则堂,始迁祖琦，字开基，明代人。书名据版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/7hu5ka4a8urgrbyz
毘陵棠林潘氏宗谱（江苏省/常州市）,潘汝才,潘,2012,维则堂,始祖好仁，晚唐时自荥阳迁居浙江湖州。四世美（字巨卿，号伯元，谥武惠），北宋初迁居毘陵（今常州）。十一世泰（更名中裕，字约之，号古庄），南宋宝庆间宦居宜兴彭庄。十四世彦臣（一名得，号贤五，又号添二），元代自彭庄迁居武进南门外白土山。始迁祖肇堂（又名琦，字开基），好仁十七世孙，明中叶自扬州邵伯（又称自武进白土山）迁居常州舜山之荫大宁乡棠林村。 卷首一序、源流记、寻根记、白土山、名目、照片、凡例、寿星录、风采篇，卷首二功德榜、名目、诗词赋、三字经、附录、跋、余庆录，卷一旧序、跋、家规、凡例、宗祠图志、墓图志、名目，卷二传、纪略、寿序、外集、内集，卷三至十世系图、世系。书名据版心、书签题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/7zv7m9951sqkkn1v
