谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
朱氏宗谱三十八卷(湖北黄冈),朱为松;朱为翰,朱,民國36年(1947),紫阳堂,始遷祖英，明洪武四年自江西九江府九江縣瓦屑壩朱家溝宦居湖北黄岡嘉魚村。卷一譜序、源流序、目錄、凡例、家約、家訓、家誡、家規、輩、傳，卷二墓文、告文、祭儀、五服圖、世系、陰陽圖，卷三至三十八世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/arg5b7w62pkrssij
朱氏宗谱七卷首二卷（湖北省）,朱炳奎,朱,民國24年(1935),紫阳堂,始祖介，行廿二，唐代人。始遷祖池（又名燿，字郁之，號半霞），介二十世孫，知河南開封府陳州事，致仕歸，適元至治間兵亂，遂遷居黃梅劉塘瓦雀坵，復遷永福鄉路途鎮。子四：正乾、正坤、正國、正家，分啟四房。卷首上源流序、家訓、義田記，卷首下祭文、傳、墓誌、凡例、規則、修譜名目、領譜字號、分遷圖、祠堂基址圖、遺像、墓圖，卷一至七世系。書名據版心、書名頁題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/jtmakijxcusbv6dl
朱氏宗谱七卷首一卷（安徽省安庆市太湖县）,朱士焱;朱生瑜,朱,民國二十年(1931),敦伦堂,始遷祖大義，字肇修，號人紀，南宋建中自江東遷居安徽太湖，卜居熙湖之北，名曰蘆林阪。卷首聖諭、源流序、譜序、壽序、格言、凡例、家規、家訓、箴、派引、家禮圖、傳，卷一至六世系。 ）書名據版心、書衣、書簽題。五修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/r48gn6rwwxe8py3m
朱氏宗谱一卷（浙江省衢州市常山县）,孙基明,朱,1942年,--,殘本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/cmqawzjmzyp5m575
朱氏宗谱一卷（浙江省嘉兴市）,朱锡祺,朱,清光緒間,--,始祖東溪，明代人。始遷祖應龍，字敬溪，明代人。 書名據版心題。記事至清光緒十二年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9my9pvxmhe7dauni
朱氏宗谱一卷（河南省洛阳市新安县）,朱凤成,朱,清道光四年（1824）,--,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/dv63r1km7h864han
朱氏宗谱一卷（江苏省苏州市）,朱克容,朱,清光緒二十一年（1895）,--,先世吳人，至朱明，官鄞縣尹，始居剡（今浙江嵊州）。明三傳至滋（字潤德），唐末至宋初人，仍居剡，譜奉滋爲一世祖。滋三傳，復自剡遷回吳郡。北宋名儒朱長久即出其族屬。始遷祖洵，字竹鄰。朱範據清同治十三年（1874）修本抄，書名據版心、書衣題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/8nyhm4vsypx411gx
朱氏宗谱一卷,不详,朱,清光緒三十三年（1907）,--,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/kdvx6gcltnigmc5q
朱氏宗谱□□卷（江西省）,朱玉梅;朱彬,朱,清宣統元年(1909),--,始祖師古（行三十二），唐僖宗乾符五年避黃巢之變自金陵遷居歙縣黃墩。始遷祖榞（字淳甫，行孟九），宋末元初與子炤遷居分寧（今修水）西源。炤生四子，次子陸，遷居邑之水源，是為本支祖。卷一譜序、喪服總圖、家禮、凡例、家規、領譜字號、芳名、歷代世系圖考、世系源流、誥敕、餘卷世系。書名據版心、書簽題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/jigswgkl7plqsujz
朱氏宗谱□□卷（安徽省）,--,朱,清光緒18年,柘林堂,參見合族纂修《[安徽太湖]太湖柘林朱氏宗譜》九修本條目（館藏：1032765-2790，另1040119-0138系十修本）。（始祖介（字光迪），唐代居金陵（今南京），後裔遷居歙縣黃墩，再遷婺源香田，三遷饒州瓦碿壩。始遷祖千一（字振基），介二十一世孫，元季兵擾，自江西彭澤率三子渡江，命次子壽二居太湖西鄉柘林山。是譜即為壽二支所修。）。存卷皆為世系。存卷一（被人為篡改為卷二或卷三）、五至八、十至十三、十五、十七、卷末。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/fzyjwev3ufksfv8q
