谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
胡氏族谱十六卷首三卷（湖南省邵阳市）,胡耀離;胡耀离,胡,民國27年,苏湖堂,遠祖安命（字樂天），南宋人，安國之弟。始祖賢溪（字相鼎，號添聰），明初避亂遷居邵陽隆回一都塘。始遷祖子良，賢溪第四子，明永樂間複遷居邵西荷香橋。胡氏由此繁衍及甯鄉、武岡、漵浦等地。卷首一源流序、詠史詩序、秋田祠記、福田寺碑文、贊，卷首二聖諭、五服圖、簪纓錄、詠史詩、四禮儀註、家規、家訓、凡例、自治公約、獎學辦法等，卷首三基址、繪圖地名總目、祠堂圖、江河圖、判詞、墳宅圖、墳山地名、班次、修譜名錄、收譜名錄，卷一至十六世系。（館藏：921639-56為此譜之複本殘卷）書名據版心、書衣、書名頁題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/b5jq41x7oyw3s99g
胡氏族谱十六卷首一卷(湖南石门、澧县),胡蓝田,胡,清光绪18年(1892),安定堂,始遷祖益隆，明初由江西吉水宦游湖北荆门，生三子：长子清，字元鼎，迁湖南石门仙阳；次子平，字所泰，迁湖南澧州刻木山麓；三子靖，明洪武庚申状元，留居荆门。此乃清、平二房合谱。卷首序、墓图、律例、家规、谱例、寿序、传、诗等，卷一至十六世系。（参见：民国13年《胡氏族谱》， 馆藏： 1003382-95）,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/z1i1wmbelipi733j
胡氏族谱十五卷首二卷（湖北省武汉市黄陂区）,胡锡麟;胡本璜,胡,民國13年(1924),安定堂,始遷祖文斌（字德一），明洪武二年自江西南昌縣遷湖北漢陽府黃陂縣西鄉真君廟左首胡家田。卷首一譜序、源流考、壽序、誥敕、家傳、凡例、族規、祭產志、字派志，卷首二胡氏世統、族規、祭祀、目錄、五服、墓圖，卷一至十五世系。民國總統黎元洪撰譜序。書名據版心、書衣、書名頁、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/o5whcdg99mhy1fww
胡氏族谱十九卷首一卷(湖北蕲春),胡文苑,胡,清同治13年(1874),修文堂,始遷祖宗衡（字平甫），宋末元初自江西九江府德化縣奉詔移住湖北黃州，後隱居蘄春南鄉鄭家壪。卷首總略、條例、修譜名目、領譜名目、族派、總傳，卷一至二序，卷三祖訓、服制、家禮，卷四家規、祀產，卷五至七世系，卷八至十九世傳。（館藏：1039320-332為四修本，1039371-397為五修本）,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/gwzod8nqlqta2r7q
胡氏族谱再版续辑（全国）,胡荣攀;胡绪六,胡,1997,--,此为重庆南川、綦江、巴南、万盛，四川江津、叙永，古蔺、武隆、长寿，贵州桐梓、仁怀、遵义、正安等县市胡氏支系。 谱载凡例、目录、像、题词、彩照、合影、世系图、迁徙图、分布图、世系、墓址图、结束语、后裔登记表、主办人等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/uvdq83qhwfbvod1d
胡氏族谱六卷(湖南湘阴),胡廷骥,胡,清光緒12年(1886),安定堂,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4rvln8cqz6bxwpto
胡氏族谱八卷(湖北麻城),胡大让;胡光显,胡,清光绪12年(1886),敦本堂,始迁祖胜三，明洪武初自江西南昌府丰城县往接坝迁湖北麻城，生子裕、子禄、子礼三子，分三房。此乃三房合谱。卷一谱序、祠堂记、赞、家训、家规、科名士行合编、凡例、正名例、世派，卷二至八世系图、修谱名目、计开土地、捐输名目、三届修谱会议名目。（参见：1916年《胡氏宗谱》，馆藏：1005904-15）,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ktnsz30txxoq4ohk
胡氏族谱元朗田心村（香港特别行政区/新界/元朗区）,胡胜,胡,1956,--,始祖有通（谥文穆），从福建省汀州府长汀县（今属福建省龙岩市）迁到广州府揭阳县蓝田都（今广东省揭阳市）。本谱主要记载其后裔居香港特别行政区新界元朗区田心村派系。 谱载诗、遗嘱、历代世谱。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/vuda2svjjzugdf71
胡氏族谱五卷首一卷附谱一卷(湖南武陵),胡振焕,胡,民國32年(1943),安定堂,始遷祖孟標，明宣德間自江西吉安府吉水縣遷居常德武陵西關外東流村余家港。卷首序、目錄、傳、修宗祠記、首人名目、樂捐名目、家規、家訓、辭文、服制圖、基址、塋山圖，卷一至五世系，附譜長生譜。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/y0szcwtkxrbo45os
胡氏族谱九卷，首二卷，又一卷（湖南省）,胡蓝田,胡,清光绪二年,安定堂,始迁祖源根，字维岱，原名大缙，明初由湖南岳州平江县金紫岩迁居湖南湘阴硖石。卷首上序、告示、捐约、行述、像赞、寿文、呈词、碑文、县志、墓志等。卷首下家规、凡例、服制图、仪注、像图、祠堂图、基图，卷一至卷九世系。又一卷为世系总图序、族谱发源、族谱本根、本宗族谱世系。书名据书衣、书名页、版心题。五修。书名页题群贤堂梓。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/1il25gt19eay19ey
胡氏族谱不分卷（湖南省岳阳市）,胡坦吾,胡,清光緒20年(1894),安定堂,残本,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/99byp5mljyg74rly
胡氏族谱上迳分谱（福建省/龙岩市/上杭县）,胡发义;胡文兴,胡,2005,安定郡,始迁祖福清，明代人，以捕鱼为业，沿溪行至上杭上迳开居创业。 谱载前言、序言、编辑说明、胡氏族谱序、胡姓源流、胡氏世系源流、宗族衍派、上迳开基源流、世系表、世系、捐资芳名录、系统图、祖祠、编后语、附篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/w3ir247r216x661q
胡氏族谱□□卷（湖北省）,胡光荣,胡,清光緒29年(1903),--,始遷祖宗衡（字平甫），宋末元初自江西九江府德化縣奉詔移住湖北黃州，後隱居蘄春南鄉鄭家壪。卷首聖論、像圖、譜議、督修序，卷一譜序、人物序、傳，卷四家規、祀產約、修譜名目、總傳，卷五世系圖，卷九至十八世系傳。（館藏：1039371-397為五修本）存卷首，卷一、四、五、九、十一、十二、十五至十八。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9a1vk9dmyszdcpka
胡氏族谱——华容分谱（湖南省/岳阳市/华容县）,胡上舒,胡,1996,--,始祖刚（字以直，号介堂），汉代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/mftwzbsvnxzbxjpd
胡氏族谱.赟谱南迁始祖应珪公裔十一修暨世界首届通谱.第1分册景华（湖南省/娄底市/新化县）,胡玉韬,胡,2012,--,始迁祖应珪，元至正年间由河南省开封市迁到湖南省娄底市新化县。 谱载统派一百字、委员会、彩照、合影、芳名册、世系对照表、世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pp7s4mwoo7zuhhey
胡氏族谱(湖南石门、澧县),胡定珍;胡友琪;胡孝康,胡,民国13年(1924),安定堂,始遷祖益隆，明初由江西吉水宦游湖北荆门，生三子：长子清，字元鼎，迁湖南石门仙阳；次子平，字所泰，迁湖南澧州刻木山麓；三子靖，原名广，明洪武庚申状元，留居湖北荆门。此乃清、平二房合谱。卷首上譜序、源流考、世纪、宗派、塋图，卷首下圣谕、律例、谱例、传、修谱名目；卷一至十三世系。 （参见：清光绪18年《胡氏家乘》，馆藏：1005442-56）,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/u5hmbrqhrnzkm7ys
胡氏族谱(湖南石门、澧县),胡定珍;胡孝康;胡友琪,胡,民国13年(1924),安定堂,始遷祖益隆，明初由江西吉水宦游湖北荆门，生三子：长子清，字元鼎，迁湖南石门仙阳；次子平，字所泰，迁湖南澧州刻木山麓；三子靖，原名广，明洪武庚申状元，留居湖北荆门。此乃清、平二房合谱。卷一、二、八世系。 （参见：清光绪18年《胡氏家乘》，馆藏：1005442-56）,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lo6jgr4rytdasygs
胡氏族谱(巴陵),胡崇山,胡,民國3年(1914),崇实堂,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/2krgsummvylpc8pg
胡氏族谱(巴陵),胡崇山,胡,民國3年(1914),崇实堂,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pof470n87byod0u3
胡氏族谱,--,胡,民國,安定堂,一世祖寅祖。存卷为举公、业公等世系。存卷1下、3,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4tjw6jxnhphbemtc
