谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
端木氏宗谱（江苏省/南京市/江宁区）,端木义寿;等,端木,2016,知二堂,始迁祖其九（字德一），约于明代自江苏南京溧水纔（才）山村迁江宁县陶吴镇北山乡甘西村。 卷十四小引、序、谱赞、世系，卷十五世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4pa4k5irb2abrtf6
端木氏宗谱不分卷（河南省濮阳市南乐县）,端木庆骑,端木,--,--,始祖賜，字子貢，行第一，春秋時人，孔子弟子。書名據書衣題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/v58l27dl486kljkq
端木氏传家宗谱一卷（河南省鹤壁市浚县）,不详,端木,--,--,始祖賜，字子貢，行第一，春秋時人，孔子弟子。書名據封面題。記事至清光緒二十六年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/vzz9dt7tad2clf3m
端岭王氏族谱平定城南分支（山西省/阳泉市/平定县）,王庆章,王,2020,--,始祖斌。其四世孙为始迁祖之彦和瓒叔侄二人，明正德年间由山西平定县城南迁邑之端岭村。 谱载自序、编撰说明、追根溯源、宗族世系、人物志、附录、后记、告宗亲书、捐资人员名录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/h4j44pdy36hj8uxx
端士李氏族谱（山东省/淄博市）,李宗儒,李,2018,--,始祖辂，明朝永乐十三年自河北枣强县迁徙青州府益都县端士庄，今淄川区峨庄乡端士村。 谱载世系图、志略、谱序。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/n3lg949cp3tksxhb
端六公后裔十三修南昌高氏族谱（江西省/南昌市/南昌县）,高康侯,高,2021,收族堂,始迁祖端六，原籍安徽池州石崇里，南宋迁居江西南昌县幽兰镇马游山之虾须山牡丹亭亨利邓家附近。 卷首一序、编纂委员会名单、负责人名单、信、发言、叙事、端六公后裔族谱宗派、论谱、文件、端六公新考、端六公迁考、经过、繁衍记、编修谱时间、发展与变化、江陂街的前世今生、古建筑、风俗环境、印象记、先烈、修谱收获、辩证、资料、修谱有感、后序、颁谱清单，卷首二资助宗亲简历，卷首三祖居地概况、各支系概况、地理位置图、负责人走访拍照、功德榜，卷二至四老谱文集，卷五九四届资助宗亲简历，六至卷三十四世系，进贤衙前卷一至四世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/kn4b7pzj67gyiwui
竦塘黄氏统宗谱十卷附录一卷（安徽省黄山市歙县）,方信,黄,明嘉靖四十一年（1562）,--,始遷祖百二字遐齡、百三名立字務本，二人宋代由左田徙竦塘。本譜前有清康熙五十二年補抄新安左田黄氏正宗譜事略等，并載有地圖、墓圖。書名據目录、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ktljcbeoj68qkjvf
童万村童氏宗谱四卷（浙江省金华市兰溪市）,童春海,童,清光緒十八年（1892）,--,缺卷三。清乾隆十三年初修譜。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ltt8riuslweetmfj
童源里童氏宗谱（浙江省/杭州市/建德市）,童耕璿,童,2015,--,始迁祖文伯（行开一），世居山西雁门，随晋室东渡，为护后将军，振兵睦州（晋属新安郡），弃职不返寻访寿邑之桐溪，后卜室于此，改名童源（今浙江建德寿昌镇童源里村）。 卷一村貌、照片、序、人物、艺文、杂录、排行、后记、跋，卷二世系图、世系行传。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/yex26xn64pikgq5e
童氏霞蔚书塾田图一卷童氏厚本堂祭田图一卷（浙江省宁波市慈溪市）,童绳霞,童,清光緒4年(1878),--,卷載童氏塾田圖、祭田圖及相關契據。捐田者小霞（繩霞父），其父號寄霞，故塾以“霞蔚”为名。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ssqzbtarkxc5ilya
童氏续修族谱（湖南省湘潭市湘乡市）,不详,童,民國,源馨堂,存卷二十一、二十二。书名據版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/g48r93gr3vwtecxg
童氏续修族谱（湖南省湘潭市湘乡市）,童汉槎;童涤吾,童,清光緒24年(1898),南城堂,始迁祖公常，北宋初由江西太和县迁湖南湘乡岱岳黄泥田（清代为四十一都九区），后裔众多，传至第二十四世有一魁、一寿、一福兄弟，盖明初人，谱係此三房合修。首二卷谱序、契据、坟山纪、传，卷一至十二世系。存卷上、下，卷一、卷三至六、卷八至十二。书名据版心、书衣题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9pc1dnq7cdjvw8un
童氏续修族谱十卷首一卷（湖南省湘潭市湘乡市）,童继芸,童,清同治6年(1867),南城堂,始迁祖公常，字克仁，北宋建隆元年自江西吉安府太和縣徙居湖南湘鄉岱岳黄泥田。卷首譜序、聖諭、凡例、家規、家訓、歷代名賢、公私墳山等，卷一至十世系。书名據版心、书衣题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/si8wipkplyzf1okf
童氏昌达裔支谱（湖南省/岳阳市/平江县）,童文杰,童,1989（1989）,--,始迁祖汰，一作沙亭，宋代自江西洪都南城铁树观迁居平江北乡青石仑。谱存昌达裔大智房、前渠房、崇隆房、大惕房、敦衍房支。书名据封面题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xwkvg4ka7m5trkbe
童氏族谱（湖南省长沙市）,不详,童,清,雁门堂,存卷为衙前二房支行傳。存卷一。书名據版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/qeytyugmt2g89al8
童氏族谱（湖南省湘潭市湘乡市）,童傅诺,童,民國7年(1918),清源堂,始迁祖定、常，宋初徒居湘鄉。卷首序、祠图、契約、填图、家訓、祭田、傳贊，餘卷世系图表。存卷首、卷二至七。书名據版心、书衣、书名页题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/esgq6qhpp1pq4smd
童氏族谱（湖南省湘潭市湘乡市）,童定梅,童,清嘉慶18年(1813),雁门堂,始迁祖公常，字克仁，北宋建隆元年自江西吉安府太和縣徙居湖南湘鄉岱岳黄泥田。卷首序、贊、跋、頒譜字號、糾修名字、凡例、家規、家訓、時祭儀節、服制图、墳山图，卷一至四世系，卷末新紀班序、跋。存卷首、卷一至四、卷末。书名據版心、书名页题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9z5cmkx5bwmr73g8
童氏族谱（湖南省常德市汉寿县）,不详,童,民國8年(1919),经学堂,始迁祖文經，與聖經、華經兄弟三人於明中葉自江西饒州迁居湖南常德府龍陽縣。存卷为世系。存卷四。书名據版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/tdylab6n56f8nq9t
