谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
世界胡氏通谱湖北卷（湖北省）,胡洁;胡文柏,胡,2015,--,湖北省是全国胡氏主要聚居地之一，全省胡姓在籍人口约171万人，其中原居本土的很少，由湖南、贵州、河南等外省转迁的也不多，绝大部分是明朝洪武初年由江西华林等地迁居入境，民间俗称“江西过籍”。现已掌握的资料表明，来到湖北落籍的江西移民后裔，多数是钲孺公的子孙；钲孺公传八世后有多人是移民们的始迁祖，构成湖北几大支系。 卷首图照、序言、凡例、前言、目录，第一篇开宗篇，第二篇源流篇，第三篇归统篇，第四编规训篇，第五编序文篇，第六编联谱篇，第七编人物篇，第八编记事篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/e3tsxbpsa7vwal8u
世界胡氏通谱湖北仙桃靖公支系（湖北省/仙桃市）,胡铁树,胡,2012,安定堂,始祖靖（谥文穆），生于洪武二年，建文二年状元，曾任内阁首辅，世居江西吉水，后迁安徽徽州府婺源县。建文四年，子如海、如寿同迁湖广汉川县。至五世谦于嘉靖三十五年迁居沔北。 谱载篇章结构，有总序、序、概况、凡例，共有源流篇、文化篇、人物篇、文献篇、人丁篇五篇，各篇下章节不等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pks89egnm2w7dpie
世界胡氏通谱湖北五峰卷（湖北省/宜昌市/五峰土家族自治县）,胡衍芳,胡,2016,安定堂,始迁祖城，原籍江西省宜春市丰城县，明初迁湖北省宜昌市五峰县。 谱载凡例、序、远祖世系、元末迁徙、字派、世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/f44i8euezjlvh1pp
世界胡氏通谱洞口分谱（湖南省/邵阳市/洞口县）,胡德长;胡休勤,胡,2014,安定堂,始祖荣钦，祖籍江西吉安府泰和县，属安定郡华林派系，明永乐初年弃官迁至黔邑，后又迁黔阳石修居焉，为江边始祖。长子春生，居黔阳石修；次子春禄，明永乐间居湖南邵阳洞口桥头，为本支始迁祖；三子春日，居隆回鳌埠；四子春月，居溆浦白竹坪；五子春泗，居武冈柘溪；六子春梧，居武冈荆竹大塘铺；七子春秋，居武冈麻山。 卷首捐资名单、怎样启用统一百字世派字辈、世系字辈对照表、世系表、前言、序、源流考、桥头地区地理风貌和人文景观、起源郡望堂号及繁衍变迁、墓记、堂号安定起源、祭文、各房发谱列表、宗祠图、坟山图、六修序言、传、家训、谱例、遗像并赞、班次引、修谱首事名目、分谱世系表、世表，卷二世系图、世表，卷三祖像赞、序、先儒论谱、凡例、原序、班次异同序、家训、家规、编列领谱字号、世系总图、各房发谱列表、修谱赞。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/23v1fzqmbvjnm2rb
世界胡氏通谱江西赣州邑分谱（江西省/赣州市）,胡庭初;等,胡,2013,--,始迁祖福因，元末明初由江西泰和罗狮山迁赣州章水乡湖溪（今称湖边）。 上卷总序、谱论、文摘、名人论谱、旧序、传、墓志铭、凡例、字辈、胡氏探源篇、五修序、系图、世系表，下卷世系、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/j1lenxk44316nh85
世界胡氏通谱江西丰城分谱（江西省/宜春市/丰城市）,胡友安,胡,2009,安定堂,"迁徙源流不详,后裔居住江西宜春丰城市。 卷首村容村貌、序、像赞、凡例、宗支分布图、源流考、胡氏沿革、祖籍迁徙、 华林胡氏、丰城胡氏源流播迁、宗祠、族训、派语、人物、胡氏文献，卷一至九世系。",https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xio4k6rjgio5vq6r
世界胡氏通谱江西庐陵分谱（江西省/吉安市）,胡寿生,胡,2010,--,本谱《世界胡氏通谱江西庐陵分谱》共有八个开基祖为胡公霸、胡公真、胡公阳、胡裕、胡兆昌、胡用和、胡昌宗、胡国宝，其中公霸（字长善，讳杲，又名柄，号公霸），祖籍金陵（今江苏省南京市），南唐时期任吉州刺史，遂家庐陵芗城（今属江西省吉安市）。 卷首新序、文献、名人论谱、凡例、世系源流、人杰地灵、祖风、文萃、后记，卷十九资料文选、概述、世系、附件。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ltozgulkhsx7lqcw
世界胡氏通谱江西庐陵分谱（江西省/吉安市/吉安县）,胡延寿,胡,2010,--,"迁徙源流不详 卷首序、凡例、字辈、照片、简介、文献、源流、传略、名人录、文萃、族风、村史、后记,第二卷至第三十二卷世系。",https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/gm26pju7hlud9ayx
世界胡氏通谱江西南丰分谱（江西省/抚州市/南丰县）,胡长灿,胡,2009,--,"始迁祖十九，自江西吉安永丰县迁抚州南丰县,时间不详。 上册源流、谱序、世系、文献古迹、桔乡文化,下册世系。",https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/mj4yns6o8vlcbwbj
世界胡氏通谱江西南康市泄传谱（江西省/赣州市/南康区）,胡德平,胡,2010,--,迁徙源流不详，始祖铨，宋代居于江西省赣州市南康区。 谱载世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/s9m3bofscd8ra7yq
世界胡氏通谱于都县分谱（江西省/赣州市/于都县）,胡国宝;胡谱盛,胡,2010,--,始祖应明（字仁化），唐开成元年任广陵（今江苏扬州）尉。应明之孙霸、真、城支分三派：霸（讳杲，字长善，又名炳，号公霸），南唐年间任吉州（江西省吉安市）刺史，后定居该地；真（讳暹，号公真），南唐间官任泰和县令而迁居泰和县城南斜街；城（讳鬼＋勺，字汤老，又名学古）唐天佑四年进士，授国子监博士。三派后裔于宋元明清间先后迁居江西于都各地，其中如：霸之十三世玺（字君宝，又名一郎），原籍湖广荆州府公安县，宋理宗时选任江西赣州宁都县教谕，后隐居于都佛婆里二甲曲洋江；真公之二十世济川，清康熙间自湖北武昌迁居江西于都大西门杨屋井。 谱载篇首、尊祖敬宗篇、溯源概况篇、世传篇、下册人物篇、文翰篇、陵园、祖祠、祖墓篇、附录篇，编后记、余庆录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/taw3f85v58o6ozps
世界胡氏通谱广东高州分谱（广东省/茂名市/高州市）,胡昌林,胡,2014,--,始迁祖永海（号胜二郎），原籍广东省韶关市翁源县文安乡公龙坑石寨（今翁源县新江镇东江村委会胡大屋村），明朝万历四年（公元1576年）随军南下平乱，迁居罗定州西宁县从善都双龙堡大凌水大堂阁村（今高州市古丁镇大堂村委会）。 谱载图照、题字、族旗、族徽、名人题词及书法、部分各支世祖像、统一世派字辈、族歌、部分各支世祖墓照、编写委员会领导机构名单、总序、序言、溯祖篇、胡千一郎嫡孙永海公人口篇、族规、族训、思想道德教育篇、历史名人、现代政治、成功人士篇、祭祖墓、祠堂对联篇、大事记篇、族内族外称谓篇、附录、捐资芳名录篇、编后语。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/vsl5tqc4xbmdhf6g
世界胡氏通谱广公支系铜梁卷基础版（重庆市/重庆市/铜梁区）,胡元渝,胡,2019,祀先堂,始祖广(赐名清，字光大，号晃庵)，明代江西吉水县中鹄乡大洲上胡家边人(今属江西省吉安市青原区天玉镇胡家边)，明朝状元内阁首辅。其后裔宗臣和宗辅，明代从贵州省遵义市迁重庆市铜梁区土桥镇旧市坝。 谱载谱序、凡例、卷首篇族旗、族徽、族歌、题词、先祖遗像、像赞、祠堂号、祠堂、祠堂图、祠联、祠匾、建祠捐资人名、字辈、名迹录、恩荣录、源流篇、郡望堂号、人杰篇、文萃篇、族规、族约、族风篇、村史篇、广公支世系篇、附录篇、后记、余庆录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ov6i8op8dfj1zfhb
世界胡氏通谱常德清凉山支谱（湖南省/常德市）,胡湘泉,胡,2016,不详,始迁祖安宁（字元祖），明嘉靖二十一年自江西吉安府吉水县宦游迁湘，开基湖南常德五泉乡莲花冲。后裔立宗祠于邑之丁家港清凉山。 谱载画像、序、凡例、宗谱选登篇、祖人传记篇、居地风光、今人风采篇、美好家庭篇、诗联歌颂篇、成果选登、书画点赞、世系世纪篇、名士点评、功德记录、资料附录、跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/gfg8on7xlakby4ra
世界胡氏通谱北梅楼厂胡族（江西省/南昌市/南昌县）,胡反英;胡朱老,胡,2013,华林堂,远祖藩（字道序，号永维），南朝刘宋时功封阳山县男，赐土豫章（今江西南昌）之西，爱新吴华林之山水，遂居焉，为华林开基祖。始祖城（左：上高下早，右：成，按当为“城”之异体字），字汤老，唐末五代人，生子五，衍为华林五宗，后世尊为华林一世祖。十三世拱（字德昌），南宋庆元六年避乱迁南昌县瑶湖北梅，为北梅楼厂始迁祖。 谱载图照、祖像、捐资功德榜、村图祠照、谱序、源流世系、楼厂世系、族委会及编委会名单并照片、大学生名录、族人全家福、捐资榜、庆典照、编后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ea1nes6lrdf7l11b
世界胡氏通谱入川始祖胡普天之系（四川省）,佚名,胡,2015,--,始迁祖普天，元至大二年由湖北麻城孝感乡迁入四川。本谱记载了其多支后裔之世系。 谱载前言、目录、世系图。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/v2ktvvti14r9kwc2
世界胡氏通谱信丰县分谱（江西省/赣州市/信丰县）,胡泽茂;胡上明,胡,2010,--,本谱为江西省信丰县胡氏家族联修谱，共同祖先为唐代广陵尉应明（字仁化），主要记载其孙高+早+成、霸迁居信丰之后裔。其中如：高+早+成十六世孙源深（字本远），明代自江西会昌迁居江西安远乌桐坝牛券山，又迁居江西信丰龙水；霸二十世孙仲远，明初由江西泰和赤岗徙居江西信丰小河堡三口塘。 卷一至五像、联谊总会简介及族旗族徽、族歌、字辈排序、道德规范、八荣八耻、题词、照片、胡姓排位、墓、名单、人才录、捐款芳名录、序、前言、凡例、字辈对照表、文选、论谱、起源、概况、来历、胡氏统宗本始图、世系对照表、人才芳名录、人口分布图、四世同堂一览表、世系图、世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/cxi6ncyctiwztr5z
世界胡氏通谱中国黔渝（重庆市/重庆市/长寿区）,胡绪六,胡,2016,--,始祖垱，本支系华林五宗之首，宋代人。始迁祖继舜，明初携祖妣曾氏祖及率二子（诗贤、书贤）五孙（千一、千二、千三、千四、千五）三侄（应庚、应寅、应午）从湖广省黄州府麻城县孝感乡入四川省重庆市江津县贾嗣镇二贤山落业，集居于四十多个县区中，散居于国内外。 本谱分为三卷。第一卷共八章，章一世界胡氏盛况、章二川黔渝地区胡氏宗亲概况、章三川黔渝地区胡氏文化历史、章四远古史、章五古代史、章六胡氏先贤、章七近代史、章八现代史。第二卷主要记载贵州地区的胡氏各世系情况，第三卷载重庆、四川地区胡氏各支系情况。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/dgts6cwb837gjstz
