谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
葑溪凌氏近谱二卷(江苏苏州),凌奕琏;凌钦,凌,清乾隆四十六年(1781),--,此冊為鈔錄清乾隆四十六年本之卷下。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6ortac5dwniddqc8
叶［氏］家传（台湾省台中市）,不详,叶,1978年,--,始祖珪，明代人。臺灣始遷祖向進（諡顒千）、向宣（諡信玉）、向棟（諡朝陽），皆清代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/7hgzdpy8x5vhdn3z
叶颙《正简》族谱（广东省/佛山市）,编谱委员会.叶正简纪念馆理事会.编谱工作小组[编],叶,2015,--,叶氏起源以叶县为氏，叶氏至始至今时2540多年历史，旋覆择优定入广东南海大沥颜峰。叶氏始祖为诸梁公，入粤始祖为正简公。本谱记载了叶氏得姓的由来、叶县简介、正简公墓图、叶氏派分列郡之图、修复叶氏大宗祠序言等。记事至2005年。 同上,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/u5fw2tpz8uvmbypy
叶颙《正简》族谱（广东省/佛山市）,--,叶,--,--,入粤始祖颙（谥正简），原籍福建省仙游县大济乡古濑村，南宋仕广东南海，择居颜峰村（广东省佛山市南海区大沥镇）。 谱载叶公诸梁史记、叶氏得姓的由来、叶县简介、清介书院全图、正简公墓图、叶氏派分列郡之图、修复叶氏大宗祠序言、正简公七个子孙分房族谱等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/jtrx8hl23t56ejte
叶运生家谱附户籍誉本（台湾省屏东县）,不详,叶,1982年,--,始祖加祀，清代人。支祖運生，清代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/7i1jcu5w7jhkjt2c
叶赫颜札氏家谱不分卷,毓俊,颜札,清光緒十二年（1886）,--,始祖安達理，清代正黄旗人。書名據書衣題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lo3mkl6c358pt62q
叶赫那拉氏族谱不分卷（吉林省四平市伊通满族自治县）,祥安,那拉,清同治元年（1862）,九思堂,始祖章嘉，清代人。始遷祖吉，清代人。譜載前十世表、始祖墓圖等。族籍葉赫部在今吉林伊通縣境。書名據版心題。清光緒間那謙手寫增補。七修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/mh6bfbu4dt9fgccv
叶赫那拉氏族谱一卷（吉林省四平市伊通满族自治县）,祥安,那拉,清道光二十九年（1849）,九思堂,始祖章嘉，清代人。始遷祖吉，清代人。清道光二十九年（1849）九思堂朱格欄稿本，書名據版心、書簽題。四修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9iijg2pce5ug8ex1
叶赫那拉氏宗谱源流考一卷（吉林省）,叶凌云,那拉,1943年,--,書名據書簽題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ttunwr9x464urflz
叶赫那拉宗族谱（吉林省）,那世垣,那拉,2001,--,始迁祖星恳达尔汉，明代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/sf58jfliefyoxu64
叶茂寿宁寿宁县叶氏蕃衍史（浙江省/舟山市/岱山县）,叶树福,叶,2011,--,始迁祖叶百念一，于南宋祥兴元年由浙江省温州市泰顺县黄连山迁福建省宁德市寿宁县犀溪镇。 谱载姓氏源流、繁衍人文、谱牒钩沉。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/k1ady7hq31qnyryf
