谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
王氏族谱（山东省/青岛市/即墨区）,王功勋;王宏业,王,2016,永思堂,本族先祖于明永乐年间自新城迁居即墨西城，阖族称即墨新城王氏。包括韩村支派、五龙支派（未述）、后东城支派、后东城东支派、西城河北支派、张戈庄支派、店子支派、郭庄支派。一世敖，约1450年先祖几人自西城迁居至即墨环秀街道后东城村为后东城支派。九世中光，携妻于1798年后迁入东北满城柳条边外定居，为后东城支派辽宁凤城支系。九世中良约1830年自后东城村迁城阳惜福镇霞沟村为东城支派霞沟支系，十世正传约1867自后东城村迁石源村，为东城支派石源支系，十二世德先约1925年自石源村迁居即墨市灵山镇周家疃村，为后东城支派周家疃支系。后东城东支派与后东城支派同隶居后东城村，一世至四世失考，五世瓒约1450年自西城迁居至村东，称后东城东支派。一至五世失考，六世世臻，约1700年自后东城始迁西城河北，为西城河北支派。一至十世失考，十一世失讳，子四先杨、先成鸟、先燕、先明，九世讳失考，约1770年自东城迁居张戈庄为张戈庄支派。一至五世失考，纸1450年自西城迁居到后东城，六世世礼约1770自后东城迁居即墨市通济街道店子村为店子支派。一至六世失考，七世得凤、得龙、得俊约1770年自东城迁居郭庄村为郭庄支派。十三世肇瓒约1921年自店子村迁居小韩村为韩村支派。 修谱人员名单、王氏图腾、合影、联席会决议、谱序、凡例、条记、茔域、祭田、决议、命名定式、支派简介、后东城支派、后东城东支派、西城河北支派、店子支派、郭庄支派、张戈庄支派世系、大事记、族训、谱论、跋、资料、功德榜。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/w2udbqecem6b6sgj
王氏族谱（山东省/青岛市/即墨区）,王云宇,王,2016,泽远堂,始迁祖失讳，明永乐二年自青州枣行徙居即墨荆沟。二世支祖长子彦忠，居灵山；次子兴（字彦平），居荆沟；三子钦，居王圈；四子成，居池哥庄。 谱载即墨荆沟二支重修族谱序、谱例、命名定式、世系表、功德榜、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ppfi18mp2eat8uiu
王氏族谱（山东省/菏泽市/巨野县）,等;王秉谦,王,2022,--,始迁祖嘉（字永善），原籍河南登封，明正统元年分巡军屯，卜居巨西萧中洲屯（即泗兴屯，今名王家院）。 谱志载前言、家族由来、家族分布、续修参与人、传说、捐款名单、联系电话、后记，卷一至五世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/95dfdp55zggioh30
王氏族谱（山东省/菏泽市/郓城县）,王裕江;王慎清,王,2017,--,始迁祖从德，明洪武二年从山西洪洞县迁居郓城西北五十裹王家楼定居。长子长仁；次子继仁，迁居城南王家庄；三子成仁，迁寿张城南王家楼庄；四子宗仁，迁居郓城西北王箕庙；五子万仁，迁居濮县东十二裹后王庄。 卷一谱序、家风家训家规、续修列名、凡例、字辈、世系图、世表，卷二至五世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/oz4liyjqxbcnz8xw
王氏族谱（山东省/临沂市/兰陵县）,王志远,王,2020,三槐堂,始祖没祖（行一），原籍河北直隶河间府野鹊窝人，元末避乱迁居山东沂州（今属山东临沂）石城乡兰陵社辛家店。始迁祖四世立，明代迁居邑之横山曹家庄。 谱载序、凡例、字派、引、敇命、墓志、序、记、弁言、简介、祖训、图、世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/hkvlklpqw797zn2c
王氏族谱（山东省/烟台市/招远市）,王修刚;王修远,王,2015,--,卷一南支排行士字分支负责人、分支编排、族谱序、世系图、世表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/om1kxgderakistvm
王氏族谱（山东省/烟台市）,等;王培尊;王德尊;佚名,王,宣统3年（1911）,--,始祖兴，约宋元之际因商自山东高密大河村迁招远灵山乡王徐社三甲十里。始迁祖五世福海，明洪武七年以军户调拨登州（治今山东省烟台市蓬莱区），后裔遂居焉。 卷一墓图、祭田、序、世系，卷二、三世系表，附卷为系图。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/zrk81zfhtp5bfeqn
王氏族谱（山东省/潍坊市/临朐县）,王兆强;王庆增,王,2013,--,始迁祖伯川（号东泉），明隆庆年间由冀北太原迁居临朐城东凰山北麓师家沟（今龙泉沟）。 卷上墓碑、碑文、世系图、编纂委员会成员、后裔居住村示意图、谱序、凡例、探源、后裔分支图、历次修谱时间及总修谱事人员表、世派字增订例、老谱篇、新修篇，卷下世系图、世表、捐款表、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/1fqn3exbp88olwij
王氏族谱（山东省/潍坊市/临朐县）,王于仑,王,2013,--,始祖东泉公，自明隆庆年间由山西太原迁山东临朐。 上卷墓碑坟茔住村彩页、续修委员会、谱序、老谱篇谱系，中卷蒿科世系，下卷纪山沟谱系、捐款名录、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/fetzi8rhu3sg7gsu
王氏族谱（山东省/潍坊市/昌邑市）,王桂村,王,2016,--,始迁祖音容，原籍直隶省正定府枣强县人，明朝初年迁居济南省莱州府都昌南张固庄。三世支祖文修，率子章徙居孟家洼子庄。 谱载序、祖训、谱序、世系图、世表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/35ffliw6eajxidxz
