谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
大港赵氏斗星分宗谱十卷（江苏省镇江市）,赵鉁,赵,清道光三年（1823）,--,始遷祖子禠，字志南，宋建炎間南渡，初居鎮江，繼遷丹徒大港鎮洪溪（今亦屬鎮江）。是爲雄豪分支譜。支祖暘，字叔輝，號竹寶，八分祖由壽三世孫，元末明初人。支祖義三四公。書名據目録題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6mr2xron7sjbrvck
大港赵氏斗星分宗谱十二卷（江苏省镇江市）,赵雨三,赵,清光緒八年（1882）,--,始遷祖子禠，字志南，宋建炎間南渡，初居鎮江，繼遷丹徒大港鎮洪溪（今亦屬鎮江）。是爲雄豪分支譜。支祖暘，字叔輝，號竹寶，八分祖由壽三世孫，元末明初人。支祖義三四公。書名據目録題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/em2cymxr4yxokw4z
大港赵氏文翕分谱十卷（江苏省镇江市）,赵蓉曾,赵,1913年,--,始遷祖子禠，字志南，宋建炎間南渡，初居鎮江，繼遷丹徒大港鎮洪溪（今亦屬鎮江）。書名據目録題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/exrawa7vogdxmvxh
大港赵氏恭敬老分族谱十卷（江苏省镇江市）,赵景华,赵,清光緒十六年（1890）,承启堂,始遷祖子禠，字志南，宋建炎間南渡，初居鎮江，繼遷丹徒大港鎮洪溪（今亦屬鎮江）。是爲雄豪分支譜。支祖暘，字叔輝，號竹寶，八分祖由壽三世孫，元末明初人。支祖義三四公。此譜卷一至六爲大港趙氏族譜（總譜），存卷七至十爲第八大分大二公裔下福禄分譜。分祖由壽，行大二，字樂山，别號静隱處士。是譜載第八大分大二公裔下漢杕、渼槐分世系，以十一世祖璽爲本分始祖。支祖碩，字乃充，明代人。是譜載大港趙氏祥宣分綱、經、鎧三支世系。支祖同文，字廷書，號筠簏，行慶六，子禠十五世孫，明季自丹徒大港遷潤城（今鎮江）白馬坊渌水橋。支祖由鎮，字壽甫，號順寧。書名據目録題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/qakecb3fzgmpnqgr
大港赵氏宗谱（江苏省/镇江市）,赵顺凌;赵金柏,赵,2015,--,始迁祖子禠（字志南），北宗靖康之变与家人南迁渡江居于京口（今镇江），宋建炎三年迁居大港。 卷一序、旧谱概述、宗谱说明、原族谱题、序、跋、仙源积庆、始迁鸿溪，卷二大港宗派世系、明清遗绪、分谱序跋史料辑存、外迁分支谱，卷三族属流洪，卷四人文精神、古镇拾遗，卷五故土掇英、古镇记忆、怀古寻根、后记、编委会成员简历、合影。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/5of4ddenews18h7w
大港赵氏宗谱（江苏省/镇江市/丹徒区）,赵金柏,赵,2019,--,始迁祖子褫（字志南），乃宋太祖赵匡胤六世孙，随宋高宗南渡，建炎三年（1129年），卜居镇江大港（今江苏省镇江市丹徒区内）。 卷一天潢玉脉、序、旧谱概述、宗谱说明、木本水源、仙源积庆、始迁鸿溪，卷二洪溪衍派、大港宗派世系图、世系表、明清遗绪、分谱序跋史料辑存，外迁分支谱，卷三阡陌瓜瓞、族属流洪、源远流长，卷四文德留芳，卷五古镇沧桑。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/66lbvgn4gnp7v5yt
大港赵氏宗谱（江苏省/镇江市/丹徒区）,赵金柏,赵,2014,--,参见朱炳煌等纂修《[江苏丹徒]大港赵氏分谱》条目（馆藏：913567-76）。谱以宋太祖赵匡胤为始祖。始迁祖子褫，为赵匡胤七世孙，北宋靖康之变后随宋室南渡，居于京口（今江苏镇江），南宋建炎间徙居江苏镇江丹徒大港镇洪溪。 卷一天潢玉脉、序、旧谱概述、宗谱说明、原族谱题、序、跋、仙源积庆、始迁鸿溪，卷二洪溪派衍、大港宗派世系图、世系表、明清遗绪、分谱序跋史料辑存，卷三阡陌瓜瓞、族属流洪，卷四文德流芳、人文精神、古镇拾遗，卷五桑梓悠思、故土掇英、古镇记忆、怀古寻根、后记、编委会。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/wnw22kr33e649eyx
大港赵氏增删校正重修家史八卷（江苏省镇江市）,赵良瑜,赵,清雍正八年（1730）,--,始遷祖子禠，字志南，宋建炎間南渡，初居鎮江，繼遷丹徒大港鎮洪溪（今亦屬鎮江）。書名據目録題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/akmdjxyy9apwu3fe
大港赵家庄赵氏分谱诚心分（江苏省/镇江市/京口区）,赵邦育,赵,2019,积庆堂,始祖子禠（字志南），北宋靖康二年扈从宋高宗南渡，迁居江苏镇江，南宋建炎三年继迁洪溪（今江苏省镇江市京口区大港镇）。传至七世分为十八大分，本谱主要记载了第十三大分大六公（字由端）十四世诚字行参字辈（名讳不详）之子心字行德字辈八人（名讳不详）居大港赵家庄之后裔。 卷一序、历史文化、目录、凡例、木本水源、始迁洪溪、大港宗族、明清遗绪、世系图、世系传，卷二分宗衍派、世系图、世系传，卷三地灵人杰、赵家积庆、光前裕后、后记、纪年对照表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/bq1d78l2hy385wos
大港赵家庄赵氏分谱诚心分（江苏省/镇江市/京口区）,赵邦育,赵,2019,积庆堂,始祖赵子禠（字志南），北宋靖康二年扈从宋高宗南渡，迁居江苏镇江，南宋建炎三年继迁洪溪（今江苏省镇江市京口区大港镇）。传至七世分为十八大分，本谱主要记载了第十三大分大六（字由端）十四世诚字行参字辈（名讳未详）之子心字行德字辈八人（名讳未详）居大港赵家庄之后裔。 卷一序、木本水源、始迁洪溪、大港宗族、明清遗绪，卷二分宗衍派、世系，卷三地灵人杰、赵家积庆、光前裕后、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/mknyjq81ne5rpynw
大港孙氏大宗谱（浙江省/温州市/乐清市）,高益登,孙,1999,--,始迁祖如昊，宋代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ikut6kbg6gmjwjyf
大清相国田从典家族志（山西省/晋城市/阳城县）,马丽平;田软梅,田,2016,--,始迁祖真，明洪武初年自高平赤土坡徙居阳城占籍城内化源里七甲。 谱载序、文化初探、传略、综述、源流、历代序言、宗谱总图、科举名录、职官表、圣旨御赐文、诰命勅命、封荫录、崇祀立传名录、毕业生名录、家庙先茔、府邸、传、序、碑志、奏疏、艺文、晋豫田氏互访录、事录、传说、附录、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/kybzpvz9hh4b2efa
大清相国田从典家族志（山西省/晋城市/阳城县）,田软梅,田,2016,--,始迁祖田真，于明朝洪武初年间（1368年），自高平赤土坡迁居阳城，占籍城内化源里七甲（山西晋城市阳城县七甲村）。 谱载序文、前言、目录、历史文化、家训家风、源流世系、分布图、历代序言、科举名录、职官表、圣谕、诰命敕命、公传传略、诗词艺文、传说、附录、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/294f8pze9hlh2u8p
