谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
丁氏族谱□□卷(湖南岳阳),佚名,丁,清,济阳堂,參見清道光十七年濟陽堂木活字本《丁氏族譜》條目（館藏號：1767/A）。始遷祖道通，明洪武間自洪州鐵柱觀遷至岳州巴陵縣南門外東茅嶺。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/movxbyco707v3oyv
丁氏族谱,不详,丁,清,学易堂,譜存世系。系湖南、江西一帶譜。存卷四、十四、二十。書名據版心題。記事至清光緒間。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ij9t83c8h4owelkh
丁氏支谱不分卷（山东省潍坊市诸城市）,丁启汉,丁,1936年,--,始祖德興，明代人。始遷祖推，德興次子，元末明初由海州遷居古琅琊郡之藏馬山西天臺山下。推六世孫七十二人分爲七十二支，各支自修支譜。明人丁惟寧，清人丁耀亢出於是族。本支祖爲前溪，清代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ihoybscqan4hhpsi
丁氏爱山公家谱（福建省/福州市）,丁增藩,丁,1997,--,谱自清代人爱山以前世系无考，列爱山为第一代祖。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/kj9nb2gks4c7mb41
丁氏家谱（台湾省/云林县）,丁往宜,丁,1985,--,始祖连捷，族居台湾云林麦寮乡。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/wfpla5xrrx5z3gni
丁氏家谱（台湾省/云林县）,丁美华,丁,1983,--,始祖存，族居台湾云林台西乡。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/8jux7fmwy2mf8ji6
丁氏家谱（甘肃省/兰州市/西固区）,丁雪彬,丁,2008,--,唐时先祖延平自山东济阳赴庐州府合肥县为官，遂定居于徽。后裔明洪武年间，自庐州府合肥县鹅鸭巷丁家村大槐树下迁兰进行贸易，遂定居于兰州城西郊三十里陈管营。 谱载姜伋像、像赞、家祠照片、丁氏门中历代宗祖之神位、大槐树祖根画、原陈管营丁家庄祠堂供奉先祖画（双人骑马图）、名人题中堂联、关于家谱文件二份、姓氏渊源、修谱序文二篇、凡例、族规、家训、辈序表、世系表（四个房头）、姓氏播迁、人物简表、人物传记十二篇、逸闻趣事四篇、跋、牌位神主图等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/g7whf8rv5s7dyzho
丁氏家谱（甘肃省/武威市/民勤县）,丁育学,丁,2015,梦松堂,始迁祖守智，于明朝万历年间，由山西青阳府太平县丁村迁至甘肃镇番（今隶属于甘肃省武威市民勤县）创业定居。 谱载目录、前言、家训、家规、家风、门楣与楹联文化、世系图、庙记、湖记、古树记、寻根溯源、谱序、堂记、后记、传记、修谱名单、五服图、总结、精英榜、光荣榜、跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9ibq45n8i3bkaeto
丁氏家谱（浙江省）,丁家辉,丁,1985,--,本谱自民国时浙江人德祥（号恒山）始记世系。其后裔居浙江省。 谱载祖谱制作、得姓缘由、世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/rps2w3met8tzi7xk
丁氏家谱（江苏省/泰州市/泰兴市）,丁金鳌,丁,1954,礼耕堂,始迁祖太高，明代自扬州西山迁延令永丰东南大池头祈家巷。 卷一序，卷二传、赞，卷三世系图，卷四至十一年表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/y75zxh7473dk7e1e
丁氏家谱（山西省/朔州市/应县）,丁启征,丁,2017,--,始迁祖虎，清乾隆年间迁居山西应县丁堡村。 谱载丁姓图腾、丁堡村钟楼图片、丁堡村卫星图片、编委成员、题词、丁氏辈分取名搭配规则、老谱及撰修人员、序言、族谱说明、世系图、功德录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/y53iwblb5kltda7m
丁氏家谱（四川省/遂宁市/蓬溪县）,丁英毓,丁,2010,--,始迁祖廷宝，清康熙年间由四川荣县迁至四川蓬溪。 谱载班次、世系、凡例、分支系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/vebi4e84r1d6hh93
丁氏家谱（不详）,--,丁,不详,--,始迁祖纯有。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ffc7lhzrb3g1uzrm
丁氏家谱江津关胜水口（重庆市/重庆市/江津区）,丁仁骥,丁,2011,--,始迁祖崇林，明朝时期从贵州迁到重庆江津关胜村水口。 谱载委员会成员、世图、序、祠堂序、派系引、祠堂说、祭法仪注、祭田界碑、祠堂条规、家规法戒、凡例、墓图、服制图、跋、谱赞。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/opwpwx2koigvax1f
