谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
锡山周氏宗谱塔上支陈新桥周巷分谱（江苏省/无锡市）,周利根,周,2014,爱莲堂,始祖敦颐（字茂叔，号濂溪），北宋文学家。等六世孙应高（字四一，号溪园），家本道州（今湖南省永州市道县），宋开庆元年（公元1213年）进士，历知建康府事制置安抚使，后隐居无锡县景云乡，为迁锡始祖。第十世孙之珽自周泾迁居塔上（今无锡市滨湖区雪浪街道方桥申明亭）。第二十二世孙于民（字元周）自塔上田大房迁居陈新桥周巷。 谱载谱苑、周氏家训宗规、周氏总源流图、周氏先祖像赞附雍正御书爱莲说、题词、续修序言、续修编委、九族五服图、照片、世系图、世表等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/gmu8vfl1m9uqyf88
锡山周氏宗谱塔上支庵堂里周兰文家谱（江苏省/无锡市）,周正梁,周,2011,爱莲堂,始祖敦颐（字茂叔，号濂溪），北宋文学家。等六世孙应高（字四一，号溪园），家本道州（今湖南省永州市道县），宋开庆元年（公元1213年）进士，历知建康府事制置安抚使，后隐居无锡县景云乡，为迁锡始祖。第十世孙之珽自周泾迁居塔上（今无锡市滨湖区雪浪街道方桥申明亭）。第二十二世杞贤（字念东）自东三房申明亭迁居庵堂里。此谱主要续修第三十二世孙兰文及其后人情况。 谱载题词、诰敕、像赞、周氏总源流谱序、周氏源流考、古迹考、周氏文化发展史上的三座丰碑、元公爱莲说与译文、世系图、世表等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/dngfzle981wozip4
锡山周氏宗谱塔上支塘尖里周树巷分支谱（江苏省/无锡市）,周士林,周,2014,爱莲堂,始祖敦颐（字茂叔，号濂溪），北宋文学家。第六世孙应高（字四一，号溪园），家本道州（今湖南省永州市道县），宋开庆元年（公元1213年）进士，历知建康府事制置安抚使，后隐居无锡县景云乡，为迁锡始祖。第十世孙之珽自周泾迁居塔上（今无锡市滨湖区雪浪街道方桥申明亭）。第二十二世孙启鲸（字伯宇）自东三房迁居湖沙头北，即周树巷塘尖里支。 谱载谱苑、周氏家训宗规、周氏总源流图、像赞、爱莲说、题词、序言、世系图、世表等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/li3onyjnoeoet3cm
锡山周氏宗谱周泾支漕泾垻分支不分卷(江苏无锡),周荣根,周,2014年,光霁祠,參見周翰修《[江蘇無錫]錫山周氏光霽祠大統宗譜》條目（館藏：922768-841、JP1133）。始祖敦頤（字茂叔，號濂溪），北宋理學家。始遷祖六世應高（字四一，號溪園），宋室南渡時道州遷江蘇無錫周涇景雲里。支祖三十一世小弟，周涇濃下仲灣里人，清末招贅於周氏長女，支分漕涇垻。譜載誥敕、像贊、周氏源流追遠、先祖故里、濂溪先生行實、遷錫始祖周氏家訓宗規、分支世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/qkpep10blzeulgzk
锡山周氏宗谱周泾支林安桥谱（江苏省/无锡市）,周其宝,周,2013,--,始祖敦颐（字茂叔，号濂溪），北宋文学家。第六世孙应高（字四一，号溪园），家本道州（今湖南省永州市道县），宋开庆元年（公元1213年）进士，历知建康府事制置安抚使，后隐居无锡县景云乡泉渎河之阳张塘里，为迁锡始祖。应高第五世孙之典为白土周泾支宗，第八世孙士龙遣戍湖广沔阳，后分周泾派。 谱载诰敕、像赞、周氏图腾、先祖介绍、礼学宗师——始祖道国元公周敦颐、惠山濂溪周夫子祠堂——光霁祠、迁锡始祖周应高、周氏源流追远、历史上姓周第一人、元公爱莲说、元公太极图说、重修濂溪墓、御赐光霁祠、世系图、世表等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/65opmvopiscqgidt
锡山周氏宗谱周泾支李家桥分支思正公派家谱（江苏省/无锡市）,周中兴;周建新,周,2016,--,始祖敦颐（字茂叔，号濂溪），北宋文学家。六世孙应高（字四一，号溪园），家本道州（今湖南省永州市道县），宋开庆元年（公元1213年）进士，历知建康府事制置安抚使，后隐居无锡县景云乡张塘里，为迁锡始祖。明代二十一世孙思正（字省桥）迁居李家桥（今江苏省无锡市滨湖区南湖家园附近）。 谱载诰敕、像赞、周氏源流追远、历史上姓周第一人、先祖故里、书院图、濂溪先生行实、濂溪先生墓志铭、礼学宗师、惠山濂溪周夫子祠堂、元公爱莲说、元公太极图说、先祖介绍、迁锡始祖、宗规、周泾支谱序、周泾支思正公派李家桥分支世系图、世表等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/22nn3b5vjtagmzeh
锡山周氏宗谱周泾支升贵桥分支士义公派家谱（江苏省/无锡市）,周伟兴;周锡兴,周,2016,--,始祖敦颐（字茂叔，号濂溪），北宋文学家。六世孙应高（字四一，号溪园），家本道州（今湖南省永州市道县），宋开庆元年（公元1213年）进士，历知建康府事制置安抚使，后隐居无锡县景云乡，为迁锡始祖。十三世孙士龙遣戍湖广沔阳，后分周泾派。二十一世孙士义（字伯达）迁昇贵桥。 谱载诰敕、像赞、周氏源流追远、历史上姓周第一人、先祖故里、书院图、濂溪先生行实、濂溪先生墓志铭、礼学宗师、惠山濂溪周夫子祠堂、元公爱莲说、元公太极图说、先祖介绍、迁锡始祖、宗规、周泾支谱序、周泾支士义公派昇贵桥分支世系图、世表等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pq79pv9eqiqgqjbc
锡山周氏宗谱周泾支打锡巷周义志家谱（江苏省/无锡市）,周义志,周,2011,--,始祖敦颐（字茂叔，号濂溪），北宋文学家。第六世孙应高（字四一，号溪园），家本道州（今湖南省永州市道县），宋开庆元年（公元1213年）进士，历知建康府事制置安抚使，后隐居无锡县景云乡泉渎河之阳张塘里，为迁锡始祖。第十三世孙士龙遣戍湖广沔阳，后分周泾派。第二十五世孙显芝迁打锡巷。 谱载世表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/kwpv4ia9tfd68pzr
锡山周氏宗谱周泾支打锡巷周福良家谱（江苏省/无锡市）,周福良,周,2011,--,始祖敦颐（字茂叔，号濂溪），北宋文学家。第六世孙应高（字四一，号溪园），家本道州（今湖南省永州市道县），宋开庆元年（公元1213年）进士，历知建康府事制置安抚使，后隐居无锡县景云乡泉渎河之阳张塘里，为迁锡始祖。第十三世孙士龙遣戍湖广沔阳，后分周泾派。第二十五世孙显芝迁打锡巷。 谱载世表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ethe1u781gjjq5h5
锡山周氏宗谱周泾支圹尖里周巷支谱（江苏省/无锡市）,周明荣,周,2010,--,始祖敦颐（字茂叔，号濂溪），北宋文学家。六世孙应高（字四一，号溪园），家本道州（今湖南省永州市道县），宋开庆元年（公元1213年）进士，历知建康府事制置安抚使，后隐居无锡县景云乡，为迁锡始祖。十三世孙士龙遣戍湖广沔阳，后分周泾派。此谱主要续修第二十一世孙洪德（字昇元）及其后人情况。 谱载题词、诰敕、像赞、汝南周氏宗谱序、濂溪先生行实、寻根溯源、黄帝嫡支后裔世系表、惠山濂溪周夫子祠堂、文献文件摘要、序言、先祖及子培合家照、世系图、世表等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xy6xuc5atsljjwro
