谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
善化贺氏族谱八卷首一卷末一卷(湖南长沙),贺家栋,贺,民国18年(1929),滋德堂,始迁祖宏声，字上振，行三，原籍浙江宁波府镇海县，清雍正六年选授湖南按察使，致仕侨寓湖南长沙。长子士英，殁葬长沙城外善化县（今属长沙）宁福寺。卷首序、例言；卷一至三世系，卷四典礼汇编，卷五条规，卷六言行汇编，卷七墓图，卷八祠产记、捐输记；卷末领谱名次录、跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/2da5khxlgintfi2q
善化贺氏族谱八卷首一卷末一卷（湖南省长沙市）,贺家栋,贺,民國18年(1929),滋德堂,始迁祖宏聲，字上振，行三，清雍正六年選授湖南按察使，致仕僑寓長沙。卷首譜序，卷一至三世系，卷四典禮彙編，卷五條規，卷六行言彙編，卷七墓图，卷八祠产、捐輸，卷末跋。书名據版心、书簽、书名页、目录题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/n9vvqjjag16cusnt
善化贺氏族谱八卷首一卷末一卷(湖南长沙),贺家栋,贺,民国18年(1929),滋德堂,始迁祖宏声，字上振，行三，原籍浙江宁波府镇海县，清雍正六年选授湖南按察使，致仕侨寓湖南长沙。长子士英，殁葬长沙城外善化县（今属长沙）宁福寺。卷首序、例言；卷一至三世系，卷四典礼汇编，卷五条规，卷六言行汇编，卷七墓图，卷八祠产记、捐输记；卷末领谱名次录、跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/t24dtb6bq2lhlyfz
善化谭氏续修族谱十卷首三卷末一卷（湖南省长沙市）,谭宗锽;谭宗楷,谭,清宣統二年(1910),福荫堂,始祖同上。始遷祖志材，字敏達、志富，明成化間自茶陵遷善化，分居南鄉八都周子塘、東鄉八都洞井鋪。卷首一凡例、律例、縣示十條、姓始录、祖緣等，餘为齒录。書名據卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/o7fel4m8kkmigpcw
善化谭氏族谱（湖南省长沙市）,不详,谭,民國,福荫堂,先祖同上。譜存齒录。書名據書衣題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/adi98dxic2p7bgm2
善化袁氏三修族谱六卷（湖南省长沙市）,袁品树,袁,清同治七年（1868）,汝南堂,始祖輝容，字光先，宋代人。始迁祖本源、本志，明代人。书名据版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/wdow2n2mxu2ps9hi
善化莫氏续修族谱十四卷（湖南省长沙市）,莫国铭,莫,清光绪十二年（1886）,承启堂,始迁祖繼周，字郁文，号一元，明洪武二年由江西安福迁居湖广善化湘河西岸之白水湾。嗣後子孫或徙居長沙、潙寧等地。书名据版心、书签题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xi1h27qqnzq6p7iz
善化莫氏续修族谱十六卷（湖南省长沙市）,莫国铭,莫,民國2年(1913),承启堂,始迁祖繼周，字郁文，号一元，明洪武二年由江西安福迁居湖广善化湘河西岸之白水湾。嗣後子孫或徙居長沙、潙寧等地。卷一至三家訓、族规、地契、合约、告文、嘏辭、家訓等，卷四至十六世系、列传、齒录。书名据版心、书衣、卷端题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/uo28dfh4yxxw1p6h
善化莫氏续修族谱十四卷(湖南善化),莫明启,莫,清光緒12年(1886),承启堂,始遷祖繼周（字郁文），於明洪武二年由江西安福遷湖南善化湘河西岸白水灣。卷一譜序，卷三地契，卷四墓圖，卷五世系圖，卷六家傳、行狀、歷代源流紀錄，卷七至十四齒錄。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4bymo1mpie5j1buf
善化皮氏世族谱十六卷首一卷（湖南省长沙市）,皮寿谦,皮,清宣統元年(1909),诵芬堂,始祖文通，字崤山，宋末自大梁柘城縣宦居湖南攸縣。始遷祖十一世輔，字宣仁，明天順間卜居善化（今長沙）會垣。卷首序、目録，卷一譜例、祠堂記、祠規、四禮等，卷二至三傳、墓銘、壽序，卷四墓事、捐貲記，卷五宗規、祭儀，卷六墓圖，餘卷世系。存卷首、卷一至十三。書名據版心題。初修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/z2zos35j8zc91k6t
