谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
易氏宗谱十卷（湖北省宜昌市）,宜昌市易氏宗谱续编会,易,民國,太原堂,始遷祖亮，南宋時由沙星移居峽州（今宜昌）。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/mwo3dmtepwg998ia
易氏宗谱不分卷（湖南省）,易良谟;易志健;易良福;易良本,易,清乾隆43年(1778),--,始祖彬，明初官雲南大理，後卜居湖南黔陽，裔孫分寶、器、瑞三支，族分十二。譜載律例、家禮、喪禮、祭禮、祠規、傳記、世系等。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pgjp9fxazi9oyve2
易氏宗谱不分卷（湖南省怀化市洪江市）,易志溶,易,清乾隆43年（1778）,--,參見易良福修《[湖南洪江]易氏宗譜》條目（館藏：1040539-0541）。（始遷祖子彬（字適中），南宋慶元二年官雲南大理府，嘉定十七年致仕歸籍，遇潘壬起兵謀立濟王，遂止沅州黔陽（今洪江）太平里。）。譜存谱序、文献、凡例、聖諭、家訓、律例、家禮、服製圖、四禮、祠規、修祠堂碑記、墳山圖、墓誌、行述、傳。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/fn4wpqs3vmarsmfe
易氏宗谱不分卷（湖北省咸宁市通城县）,不详,易,民國27年(1938),纯孝堂,存譜載湖北嘉魚、通城、湖南臨湘等地數十支世系。存册二至六、八至十二、十四、十七、十八、二十一、三十三、三十四、三十八至四十。書名據版心、書衣題。九修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4darwti1vwussnxo
易氏宗谱三十九卷首二末二卷(湖南岳阳),易国棠,易,民國27年(1938),纯孝堂,參見清易之爵修《[湖南岳陽]易氏族譜》條目（館藏：945630）。始祖贇，仕南唐為雄州刺史。後裔移居巴陵，始遷祖多位，如：六世曜（字大亨，號文貴），南宋時遷居巴陵（今岳陽）治東之芝蔴田；七世汝楫（字斗柱），宋末元初自江西洪都（今南昌）宦遷巴陵白湖。卷首上歷朝紀元甲子表、序、跋，卷首下十景詩、服制圖、降鑑歌、誥敕，卷一至三十九世系，卷末（尾）上合同、義學田記、契據、合約、斷案，卷末（尾）下各門門長名目、領譜錄。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/5qqh8ecgvfeq3ixb
易氏宗谱□□卷（湖南省怀化市洪江市）,易良福,易,清嘉慶15年(1810),瑞芝堂,始遷祖子彬（字適中），南宋慶元二年官雲南大理府，嘉定十七年致仕歸籍，遇潘壬起兵謀立濟王，遂止沅州黔陽（今洪江）太平里。卷首一譜序、譜禁、避諱連用字、凡例、家訓、家規、勸戒、八箴，卷首二祠規、五服圖、四禮、祠堂圖、墓圖、文獻錄、題榮錄、贊傳、祭文，卷一世系。存卷首一、首二，卷一。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/hoskbobavzx3lr19
易氏太原堂湖北省云梦县胡金店镇杨林金银宗家乘谱系（湖北省/孝感市/云梦县）,易元法,易,2019,太原堂,本“家乘谱系”直叙门上族祖金银二老的父辈带着家人自晚清时期为避祸迁徙杨林壪，地处云、安、应三县交界之隅，乘夹河水利通达江河湖汊，据平垠沃土操持农耕渔猎，靠艺业精湛，勤勉俭朴在乡村立足。 谱载谱序、编纂纪要格式等、家训、照片、图腾、字派、世系图表、功德芳名谱、祭文及墓志铭、跋 、附录后语,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/f9kzst3tnkdp8ugy
易氏四修族谱十卷首一卷（江西省）,易彦诚,易,清嘉慶21年(1816),--,始遷祖亨（字仲通，行十五），南宋初自建昌（今南昌）遷居廣昌。支祖十九世叔輝（名五），元末人。卷首譜序，卷一目錄、凡例、祖訓、條規、帝制、文獻考、序記箴訓、傳贊、誌銘、詩文，卷二世系圖，卷三至八世系傳，卷九祭產，卷十山場審結判語、領譜字號、執事名目、譜跋。（館藏：1042389-399為五修本）書名據書簽題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/six4cnv47tbt1x65
易氏四修宗谱（湖南省娄底市新化县）,易轲,易,清光緒22年(1896),--,始祖歡，雄二十世孫，北宋祥符間携子隆由江西太和徙居湖南寧鄉。始遷祖龍，隆四世孫，再徙寶慶府新化縣長峰。首祠圖、墓圖、服制圖、墳山、祭田、財産案判語、修譜芳名，餘皆世系。存卷首、卷一、二、四、五、十三、十六、二十一至二十三、二十五。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9mhwsi95cro3nvbb
易氏前谱考证一卷（广东省江门市新会区）,易其霈,易,清光緒13年(1887),--,广东冈州新会易氏迭修《古冈世谱》，而每每弃以《前谱》一卷，此书即对《前谱》之考证，并附序文、姓原。其霈考定，始祖讳重，唐武宗时人。重十世孙彖先，自岭北先迁雄州，南宋淳熙十一年续自雄州迁广州城南小市街石亭巷。彖之孙映，娶肇庆刘氏，遂迁新会县玉桥村，别为新会祖。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/i7sjqqmmh3ddvd4m
易氏前谱考证一卷（广东省江门市新会区）,易其霈,易,清光緒十三年（1887）,--,始祖彖，字紹文，號丹陽，南宋淳熙間自嶺北移居雄州，繼遷廣州城南小市街石亭巷。始遷祖映，彖之孫，宋末再徙新會縣玉橋村。書名據版心、書名頁題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xzttdaxsehthb9k3
易氏六修族谱（江西省/赣州市/于都县）,易序城,易,1993,太原堂,始祖原禄。始迁祖名贯。书名据封面题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/7fs9pr16qwjw3qhn
