谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
袁氏同宗会谱不分卷（浙江省绍兴市）,合族,袁,清,--,始迁祖字補之，行念二，唐代人。书名据谱序题。记事至明嘉靖三十四年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/3zcjtrohr56kakl2
袁氏合修族谱不分卷（江西省赣州市兴国县）,不详,袁,1913年,元德堂,始迁祖銘益。书名据版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/h6sfv2eieupce6jq
袁氏合修族谱（江西省）,袁纪堂,袁,1998,--,不详。 谱载序、源流考、祖像、赞、祠记、传记、世系、昭穆、迁徙、族联、人才、贤士、世系垂丝图。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/thhggxw86dxpes5v
袁氏合修族谱（江西省/赣州市）,袁勋文,袁,1996,汝南堂,本谱氏袁氏合修谱，收录的袁氏涉及了南康市、赣州市、信丰、大余、崇义、上犹、万安、赣县、安远、定南、全南、泰和、寻乌、及广东南雄。其中始迁祖福新，南宋时从江苏省南京市迁至江西省赣州市。 谱载谱序、总目录、凡例、家规、首事名目、各房派行、各支派人员分布、领谱字号、传谱字号、年表、世系图、世系表等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6bstbso6zb2ts7yo
袁氏十四修宗谱,不详,袁,清,敦本堂,存卷为世系。存卷九、十一。书名据版心题。记事至清光绪二十八年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/tsc99i8ekn3qhpbh
袁氏十六修族谱（江西省/宜春市/丰城市）,袁耀,袁,1993,--,始迁祖巨卿，元代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/5ffzsslzjat5ijix
袁氏十九修宗谱四十卷（江西省九江市都昌县）,袁靖敬,袁,1945年,--,始迁祖孺，字伯鳯，南宋人。书名据版心、书签题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/gurhpjjgrwny9ury
袁氏十三修族谱（江西省/宜春市/丰城市）,袁小牛;袁堂女;袁新文,袁,2019,--,始祖钰（字宾玉，号隐南），唐天宝十四年避安史之乱由河南河洛（约为今洛阳一带）迁江西豫章（今南昌）西山之佘牟。三世朴（字于宝，号静轩，行凡八）会昌三年迁丰城之东云韶搜（一作嵬）湖里，遂名其地为袁家渡，是为始迁祖。 卷首图照、谱序、旧序、簪缨录、十三修名人录、诰命录、文献录、地志、墓志、袁渡八景、家庙记、跋、修谱职员表、谱记、谱跋等，卷一至十七世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/w2y5bkrolwsuh4uq
袁氏助资建祠置业总簿一卷（湖南省）,袁殿选,袁,清光绪十年,--,参见清袁嘉举修《[湖南汉寿]袁氏家谱》（馆藏：983513-528）。（始祖天纲，唐代自四川成都金泉山宦居江西袁州府（今宜春）。始迁祖仲章，天纲十八世孙，明洪武三十一年自吉安府吉水县四十六都文昌乡奉节里，携弟仲贤奉诏迁居龙阳（今汉寿）檀树界大罗村黄家冲，永乐十三年复徙邑之凤硚。 子昇、珑（字志渊，号思亲堂）、清（字水秀）、忠（字公恕）分启四房。）。谱载刊簿序、建祠祀祖助费钱名目、业产契据。书名据版心、书名页题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ftrkf6ce5e15y6sk
袁氏创修宗谱四卷首二卷（湖北省黄冈市麻城市）,袁胜和;袁泽盈,袁,民國19年(1930),--,始遷祖福一，自江西婺源遷居湖北麻城。裔孫秀一、秀二，約於明代分啟袁家畈、袁家山，為本譜支祖。卷首譜序、名目、源流序、家規、凡例、五服圖、約據、儀注、祠堂圖、宅圖、墓圖，卷一至四世系。書名據目錄題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/icvenclqeekhzvyv
袁氏六顺堂合修宗谱十卷（浙江省衢州市龙游县）,袁廷彪,袁,清道光6年(1826),--,始祖岑，北宋初自睦州迁居衢州龍游兰堂。元末明初，嗣孫分徙後堂店、大治、黄堂、橋頭廳、东聚等地，别为支系。是谱为合修谱。有明王守仁撰谱序。卷一、二遺像、輿图、家规、凡例、合族世系、各支世系等，卷三至六雁行、行传，卷八诰命、祠序、會记，卷九传贊、選舉、節孝，卷十十景詩、舊谱序、艺文、跋文。存卷一至六、八至十。书名据序文题。版心卷次較亂。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/fvp2whqlsxzd9fdm
