谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
黄浦湾陈氏族谱（江苏省/盐城市/大丰区）,陈相怡;陈远海,陈,2018,百岁堂,始祖德忠（字次望，世称德公），原居江苏苏州，明洪武赶散时迁居白驹兴化界陈家北滩（今属江苏省盐城市大丰区）。始迁祖十五世园方（小名细宝宝），清代迁居黄浦湾（今江苏省盐城市大丰区西团镇黄浦村）。 谱载目录、谱序、凡例、题字、姓氏、宗祖、由来、由来考、根源、位置图、示意图、照片、祖训、家训、家规、守则、家法、服制图、像赞、世系图、世系考略、世系概述、世系传、百陈图、精英榜、文、碑文、墓铭、规则、祭文、字辈、附注、跋、编委会。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/t9g1o5bnx5obhqc2
黄浦殷氏宗谱不分卷(江苏阜宁),殷庆骅,殷,2005年,竹报堂,始遷祖喬，原籍海州，清康熙年間避洪水，始由殷家口（今屬灌雲縣南江鎮）遷於阜寧城南廟灣，其子盛之複遷於撒家集（今稱碩集）。據云阜寧古名黃浦鎮，故譜稱黃浦殷氏。書載歷修譜序、族約條規、世系圖、名行考實（世系錄）、行略、墓圖、藝文。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4h3nprgl51ax5mj3
黄浦吴氏宗谱（江苏省盐城市阜宁县）（江苏省/盐城市/阜宁县）,吴必林;吴开大,吴,2001,延陵堂,始迁祖天盛（字超凡），祖籍宜兴（或云苏州），明初迁居盐城射湖南岸，名其地为吴家坞。至第六世秀（字士）、儒（字雅士）、方（字瑞士）、澄（字印月）、清（字廉夫）、洪（字济之），又东迁三十里居匣子港东，名其地为吴家滩、吴家河，清代划归阜宁县。 卷一上半载新旧谱序、墓图、黄浦吴氏历代名人，下半及卷二载世系图、世系考实。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ggx1p8iibhtc3h66
黄泥沟于氏家谱（山东省/烟台市/福山区）,于传国;于传银,于,2015,--,始迁祖龙、虎、侯，明隆庆年间原卜居文登府大水泊，后卜居福山县。龙，为湘里村祖；虎，为湘河村祖；侯，为南北于家和和黄泥沟村祖。 谱载题字、编者序、监谱序、概序、世系图、世表、余庆录、字辈派字、祖训和家风、家族典制、风俗、禁忌、方言、附件、参考书籍目录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4i1xkvfwl14fmnxy
黄泥坝黄姓氏族源流（湖南省/永州市/宁远县）,黄壮猷,黄,1949,--,始祖辅之，宋代人。始迁祖延祚、大兴，宋代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/utww39mzizdabbk1
黄河花园口李氏族谱献阳世家（河南省/郑州市）,李志军,李,2016,--,参见李志军主编《[河南郑州]献阳世家（李氏）》条目。始迁祖二兄弟名讳不详，约于明永乐二年自山西洪洞县凤凰村大槐树，迁居黄河以南居住，老大于郑州西二十里安家。老二于原武以南安家。谱以清末明初献阳为一世祖。 卷上寻根问祖（代序）、高祖父建家献图、高祖母世辈传承、中央军扒开黄河、降天灾粮食绝收、遭劫难死里求生、大曾祖内疚寻阴、陕西省华阴县城、西安市中正门里、陇海线护路警察、父子兵堵口合龙、庆解放亲人还乡，卷下苦尽甘来（代序）、西黄刘茅庵变房、华阴城租坑回收、琉璃寺治学支农、崔公馆简政撤销、八祖父治国当先、七祖父率先脱贫、六祖母梦想成真、四曾祖志落实处、大祖父意愿生根、苦伴侣乐笑九泉、重家教守孝终年、兴家风感恩典范、血缘恩家和事兴、祭英灵践行孝道、善行心健康长寿、献爱心宏开寿域、积善德遗富长存、致祭曾辈三姐妹、忠告曾祖四兄弟、结尾的话（后记）、家规、家训、家风知识。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/8di933gwdk4zxbp3
黄沙陈氏十修族谱（四川省/宜宾市/江安县）,陈位洸,陈,1996,益恭堂,始祖德才，元末自江州徙居赣州大由乡之黄金。长子元吉，元末自黄金乡沙窝里（今赣州市南外瓯潭虎坝）迁居黄沙村。清雍正六年，裔孙大祈、大耄、受千、兆优、兆仆、光胜、卜有、兆枚等父子三十六人，自赣州迁居江安县五矿镇（今沙漕）。 卷首（即卷一）序、条例、修谱人员、聘任人员、捐资名录、图表、近年要事记、源流家考、宗祠联语、凡例、家规、人物谱、家族作品选，卷二至十七世系，卷十八至十九序传。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/13vy8whhblw6mudz
黄沙楼山陈氏宗谱（浙江省/金华市/东阳市）,陈天林,陈,2003,--,始祖孝彜，汉太丘长寔六世孙，东晋末避地婺州东阳（即浙江东阳）。始迁祖恢（字仁宠，号居正，行千十七，原行五二），孝彜十七世孙，南宋理宗时自磐安县新宅村（今属尖山镇）移居东阳黄沙溪。 卷一目录、照片、芳名录、凡例、排行字、人才库、村史、谱序、家规、诰敕、像图、仕宦录、诗、列传、世表叙、世系图，卷二世传，卷三文录引、寿序、行传、行状、像赞、号亩、议约、助祭、墓图、墓志铭、祭文、赠诗、后跋、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/8soet44fb8kqhiww
黄冲谱志（广东省/江门市/新会区）,黄冲谱志编辑委员会,黄,2010（2010）,--,居正，讳世保，号万石，自福建莆田迁至南雄珠玑巷沙水村，是为始祖，生长子源深，由珠玑里迁古冈杜阮。至五世祖宝黄叔文，由台山到崖山之西土名簪竹湾开基立业，因姓黄，其村故名为黄涌，后称黄冲村，是为始迁祖。 谱载序言、黄氏世系源流、事纪、人物、风物、艺文、附录、子坚房世系图、静庵房世系图、洪湖祖房世系图,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9ukbtucipozth1xw
黄池张氏宗谱（安徽省/马鞍山市/当涂县）,张本深,张,1998,孝友堂,始迁祖流，明代由宣城之昆山迁居黄池镇东。 卷一序、谱序、谱例，卷二至六世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/vbdnmmyixwpmyfmu
