谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
中华丘氏大宗谱·浙江湖州瑞祥兜分谱不分卷(浙江湖州),丘宣邦,丘,2010年,--,始遷祖組（字友泉），明末自湖州白馬塘遷居邑之瑞祥兜。三世分元、亨、利、貞、乾、坤六房。譜載像、會歌、前言、題詞、目錄、序、凡例、編首篇（彩圖、要文選登、其他）、人物篇、世傳篇、文翰篇、附錄篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/zoh8se8ej6854ohj
中华丘氏大宗谱·浙江江山分谱不分卷(浙江江山),丘根深,丘,2008年,--,始祖正南（字伯顯，又稱二居士），梁代河南人。八世齊之（字封望，行河一，原行三十六）、魯之（字封旦，行河二，原行三十七）、晉之（字封昭，行河三，原行三十八）、楚之（字瑕之，號明齋，行河四，原行三十九），唐代人。居江山者為齊之、魯之、楚之後裔，合計四十五支，大多於清康熙、乾隆間先後遷居江山。其中齊之後裔二十三支，魯之後裔二支，楚之後裔二十支。譜載卷首（像、前言、照片）、編首篇、人物篇、世傳篇、世傳篇、文翰篇、附錄篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/sozvc7difrekfb1v
中华丘氏大宗谱·浙江平阳分谱不分卷(浙江平阳),丘招扬,丘,2005年,--,始祖何（字漢規，號誠三），南宋時仕福建連江、江西袁州。始遷祖士記（字清玩，號仁志），何二十三世孫，明崇禎九年避亂自福建汀州府永定縣遷居平陽縣北港四十四都鳳林內塘牛路頭。譜載像、會歌、前言、題詞、新序、凡例、編首篇、人物篇、世傳篇、文翰篇、附錄篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6y1emks5ylm3181x
中华丘氏大宗谱·浙江天台分谱不分卷(浙江天台),丘康品,丘,2008年,--,天台丘氏計有五支。始遷祖憲（又名長樂，字谷述，又字淑憲，號檜軒），北宋乾興元年自湖南桂陽縣秀里村遷居天台邑治之東，此為天台丘氏主要來源。餘支有始遷祖可尚（字佛生）、可元、天貴，清初自福建上杭遷居天台，又有始遷祖兆芳，清初自浙江仙居遷居天台北山下深坑。譜載像、前言、題詞、目錄、序、凡例、編首篇（彩頁、要文選登）、人物篇（人才錄、四世同堂錄）、世傳篇、文翰篇、附錄篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/b1vb2onh11z6wibq
中华丘氏大宗谱·浙江台州分谱不分卷(浙江台州),丘丘小云,丘,2009年,--,始遷祖憲（又名長樂，字榖述，又字淑憲，號檜軒），北宋時自湖南省桂陽縣秀里村遷居浙江天台。譜載像、會歌、前言、題詞、目錄、序、凡例、編首篇（彩圖、要文選登）、人物篇、世傳篇、文翰篇、附錄篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/604k2wuvqthx0cyg
中华丘氏大宗谱·河南社旗泌阳分谱不分卷(河南社旗),丘清瑞;丘应珍,丘,2011年,--,始遷祖得時（字應運），籍山西聞喜縣。始遷祖為其七子自榮（字貴吾，行七），明末官湖北襄陽府，後遷居河南泌陽饒良（今屬社旗縣）。譜載目錄、編首篇（彩圖、要文選登、其他）、人物篇、世傳篇、文翰篇、附錄篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/fadhrm8ri2hglj6v
中华丘氏大宗谱·河南新县分谱·阳公支系不分卷(河南新县),丘洪成,丘,2009年,--,是族先世於明初自江西南昌筷子巷遷居河南光山縣邱河（今新縣邱河）。支祖陽（號盛濱），明中葉居新縣陡山河邱河（今范河），後遷吳陳河鎮石灣村粉白墻。後裔分啟四房。譜載像、碑文、會歌、前言、題詞、目錄、序、凡例、編首篇（彩圖、要文選登）、人物篇、世傳篇、文翰篇、附錄篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xmybdrmo1hp3vzka
中华丘氏大宗谱·河南博爱分谱不分卷(河南博爱),丘普柏,丘,2009年,--,始遷祖興（字榮興），明洪武初自山西洪洞槐樹巷遷居河南河內縣（今博愛縣）東齊村。族裔散居博愛縣蘇家作鄉、陽廟鎮、清化鎮、金城鎮，武陟縣寧郭鎮、三陽鄉、大封鄉，溫縣武德鎮等地。譜載像、會歌、前言、題詞、目錄、序、凡例、編首篇（彩圖、要文選登）、人物篇、世傳篇、文翰篇、附錄篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/76g861l88aqb2t7o
中华丘氏大宗谱·河南偃师分谱不分卷(河南偃师),丘玉根,丘,2007年,--,偃師丘氏計有四支。（一）始遷祖本固，明天啟間人，後裔居偃師緱氏、溫村、邱河。（二）始遷祖大先，清代人，後裔居偃師李灣、段灣、謝村、丁莊、鋪劉。（三）始遷祖成文，清代人，後裔居偃師高崖。（四）始遷祖養志，約明清之際人，後裔居偃師大口、逯寨。譜載像、前言、題詞、目錄、序、凡例、編首篇（彩頁、要文選登）、人物篇、世傳篇、文翰篇、附錄篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/5a8ifth8gjr4hm8s
中华丘氏大宗谱·河北霸州分谱不分卷(河北霸州),邱宗江,丘,2015年,--,始遷祖貴，明代與弟富自山西洪洞遷居河北霸州。譜載卷首篇（前言、名人題詞、目錄、譜序、凡例）、編首篇、人物篇、世傳篇、文翰篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/5yl4b6yd3cyolvs2
