谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
浏西周氏续修族谱六卷首二卷（湖南省长沙市浏阳市）,周遐麟,周,清光绪三十年,--,始迁祖嶽，明洪武二年由江西丰城县周家坪迁来浏阳。卷首上谱序、凡例、家规、家训、契据、修谱名目、领谱规章等，卷首下祖像图、赞文、祠墓图、源流世次，卷一至六世系。存卷首上、下，卷二至六。书名据版心题。书衣题周氏族谱。书名页题浏西周氏族谱。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/uge4velexaauo2dp
浏西刘氏族谱（湖南省长沙市浏阳市）,不详,刘,清同治三年（1864）,--,书名据版心题。存卷十一至十五。三修本。记事至清咸豐二年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/bcyeuinuvxx99rta
浏西傅氏族谱十卷首二卷（湖南省长沙市浏阳市）,傅文锷,傅,清道光十三年（1833）,金玉堂,始祖宗殷，字佐商，元代人。始迁祖元（行一）、衡（行三）、高（行四）、照（行五），皆明代人。存卷首。书名據版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lx2fk3o16r1r59wo
浏西傅氏族谱六卷首一卷（湖南省长沙市浏阳市）,傅道澍,傅,清光緒七年（1881）,金玉堂,始祖宗殷，字佐商，元代人。始迁祖元（行一）、衡（行三）、高（行四）、照（行五），皆明代人。缺卷首之二、卷二之二、六之二。书名據版心题。二修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pnq1f8y1w2bxktuu
浏萍徐氏族谱七卷首一卷,徐鹏昌,徐,清光緒12年(1886),敦本堂,是为湖南瀏阳、江西萍乡统宗谱。始迁祖敬齡，清雍正五年自广东長乐瞻坑迁瀏阳西乡堂交口，後户口日繁，又於乾隆十五年分徙萍东茶園山。卷首序、家訓、墓图，卷一传、詞翰，卷二源流图，卷三世系总图，卷五至七世系。存卷首、卷一至三、五至七。书名据版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/kmp6a2mhsogwa57k
浏萍徐氏族谱,不详,徐,民國15年(1926),--,是为湖南瀏阳、江西萍乡统宗谱。始迁祖敬齡，清雍正五年自广东長乐瞻坑迁瀏阳西乡堂交口，後户口日繁，又於乾隆十五年分徙萍东茶園山。存卷为世系表。存卷三、五、七。书名据版心题。是为湖南瀏阳、江西萍乡统宗谱。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/z5i4ynux68m12nc1
浏萍徐氏族谱七卷，首一卷(全国),徐鹏昌,徐,清光緒12年(1886),敦本堂,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/gxexsypgltcytyvt
浏石围袁氏族谱（湖南省长沙市浏阳市）,袁贵慎,袁,清道光二十八年（1848）,--,始祖万贇，漢代人。始迁祖禄蒼，元代人。存卷首。书名据版心题。五修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xr1oa2sqrlq2cyd6
浏溪龚氏族谱宜春龚氏有柔(贵顺)支下二十九世至三十二世谱（江西省/宜春市/袁州区）,龚胜连,龚,2013,--,清光绪年间，始迁祖有柔（又名贵顺），从江西清江黄土岗柘湖（今江西省宜春市樟树市黄土岗镇柘湖村）迁到袁州府（今江西省宜春市袁州区）。 谱载序、勾支图、世系、修谱人名、后记、附录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/qivws17h3h6rhs8a
浏泗桥周氏四修宗谱十二卷（湖南省衡阳市）,周海珊;周海春,周,民國15年(1926),--,始祖矩，五代南唐人時自金陵避難遷居江西南昌新建縣高行鄉。七世壙（號團將，行十），宋代遷居安福縣南阜。二十世吉（字尚善，號樂善，行經九），明洪武四年遷居安福白石湧塘。傳至二十五世子全（號玉岡，行榮九）、子命（字雲峰，行榮十二）兄弟，皆明嘉靖、萬曆間人，被尊為本譜一世祖。子全仍居湧塘，子命遷居衡陽瀏泗橋。子全曾孫德心（原名明心，字煥所），明末清初亦遷居衡陽瀏泗橋。德心子厚甫（字華甫）、厚相（字爾贊）、厚正（字爾立），分啟三房；子命曾孫德鸞（原名明鸞，字瑞芝，號廣濟），生子厚貞（原名之貞，字調陽，行大）、厚祥（原名之（礻+冀），學名祥，字永年，行滿），分啟二房。卷一譜序、源流序、目錄、任事名目、凡例、領譜字號、班行詩、家誡、家政、家禮、五服圖、歷代忠孝節義傳、祠堂記、禁約、捐項人名書名據書名頁題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/qfwqjnu1ax7nssba
