谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
江谷住张氏宗谱（江苏省/无锡市/宜兴市）,张海源,张,2012,敦睦堂,本族先世于明末清初自江苏溧阳上黄东山迁居宜兴江谷住。 谱载张氏图腾、题词、贺词、编纂委员会成员、新序、原序、凡例、家训八则、功德榜、人物简介、张氏先祖统宗世系新说、张氏统宗世系图、江谷住张氏世系图世系表、跋、当代人物风采录、余庆录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ieqnsvgvq6lpcg5n
江西龚氏统谱（江西省）,龚代义,龚,2019,--,不详;江西龚氏大都来自福建，寻祖溯源绝大部分为唐末被封为越国公的龚愈的后裔。龚愈太祖泉山公龚凤，原籍冀州，登唐朝大中辛未进士授补阙，后被贬至福建建安任县令，遂举家迁福建，是为福建邵武光泽龚氏始祖。龚愈生五子：朂、慎仪、保贞、耀卿、定言，分为仁、义、礼、智、信五房。南唐末年龚愈随李后主归顺宋朝，与其子继续任官各地。龚愈孙子龚顺、龚谊任职江西。龚顺迁徙南昌为福建龚氏入江西的最早记录。龚顺于宋初任镇南军节度使转运判官驻洪州。宋大中祥符年间（1008-1016）致仕，迁南昌进贤县泉岭旁开基立村，是为始迁祖，后裔遍布全国各地。龚愈第四子龚耀卿，其子龚谊迁徙江西，先居南昌西山，后往任职地抚州乐安定居。龚愈的长孙龚颖南唐时历官检校司徒、上柱国，封琅琊侯，他的子孙遍布南昌、上饶、新余、贵溪等地。其六个儿子都是官宦，次子龚毅（一名龚榕）知信州军（上饶），后任江南东路军提刑，告老定居今贵溪理源。两子龚淮、龚河的后裔居上饶安坑和贵溪理源。龚愈次子龚慎仪后裔有一支在江苏昆山衍生发展，江西省内的慎仪后裔大部分集中在丰城市。古临江地区（今新余、樟树、新干、峡江）聚居着许多龚氏村落。新余高湖村迁祖龚环，号江南，字宗器，官居翰林侍读，致仕归田，遂居高湖，其后裔人丁兴旺。同样源自福建邵武光泽牛田江西宜丰迁祖龚逸矢，五代十国时官封平阳侯，因战而徙云南，后回闽途中而择居江西筠阳（今高安），后裔遍布宜春，尤其是宜丰棠浦澄溪龚村，人文昌盛。 不详;谱分五篇：篇一综合篇、篇二源流篇、篇三人物篇、篇四文化篇、篇五风俗篇。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/hxuxgg4bklg16qom
江西黎川钟贤鲁氏宗谱九卷首一卷末一卷（江西省抚州市黎川县）,鲁之泗,鲁,1937年,--,始祖有开，宋代人。始迁祖從文，字從仲，行大以，宋代自江西南豐移居新城（今黎川）。存卷首、卷一至九。书名据书签题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/af8586dytz926yfz
江西黎川许氏民籍十修宗谱（江西省/抚州市/黎川县）,许启文,许,1997,--,许氏先祖系出许昌，汉末太傅许靖迁豫章。始迁祖玉（字仲玉），南宋端平年间落籍江西省抚州市黎川县。 卷首一序、凡例、修谱记名、许氏家训、领谱字号，卷首二祀事志、新庙基址、陈设图、家庙图、服图，卷首三讼案、捐资记名，卷一至卷十二世系表，卷十三序、祭规、契约、田记、山场，卷尾一至卷尾二传，卷尾三跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xhnx7qr6mera9l5y
江西黎川渤洋李氏五修宗谱八卷(江西黎川),李祖耀,李,民國31年(1942),--,始祖節（字應茂，號恕庵），奔父喪，為金兵所掠，不獲旋家。幼子明可（字智甫，號和軒），生伯良、九興，南宋由邑之南坊遷居五都渤洋圍，是為始遷祖。卷一序、凡例、歷修宗譜紀名、字派、世系表、源流世系，卷二至六世系，卷七敕書、奏章、墓記、傳、家訓、祀事志、祭期、儀注、祭器，卷八祭田、領譜字號、跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ewowh6ggihxsrnyq
江西黎川洲湖黄氏二修支谱（江西省抚州市黎川县）,黄文藻,黄,1930年,--,始祖友聞，字叔舉，宋末避居江西黎川，其子顯可，號闕生，譜名萬二，又徙居江西資溪。始遷祖國詢，字征及，號在公，清康熙間避耿精忠之亂，徙居黎川沙湖。存卷一至七、九至十一。書名據卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/3e7os6qwcnk97w7e
江西黄氏通史（江西省）,黄时璋;黄昌保;黄顺发,黄,2001,--,本书考订江西南昌、新建、永修、高安、吉水、临川黄氏世系源流，兼及江西其余各地黄氏。书名据封面题。 谱第一辑分五编：江西黄氏，黄氏名人，黄氏宗族文化，世系源流、谱牒，副篇；第二辑分七章：黄姓渊源史略、江西临川黄氏、黄氏名人、黄姓人文景观、谱牒统编、相关史料、附章；第三辑分六卷开卷一卷：黄姓渊源史续，新建地区黄氏，黄氏名人，相关史料，世系源流、谱牒，副卷；第五辑分五篇开卷一篇：源流篇、人才篇、村志篇、谱系篇、芳名篇；第六辑分六篇开篇一篇副篇一篇：黄姓源流，黄氏文化，黄氏名人，江西黄氏，相关史料，族史、村貌、谱系；第八辑分八编：历代总世系，江夏紫云黄氏系，南安长房经公世系，惠安二房纪公世系，安溪三房纲公世系，邵武禾坪峭山公世系，人物篇，像图、基图、墓图。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6nu4wwl3hcah3apw
江西黄氏通史（江西省/九江市/都昌县）,黄治侠,黄,2009,--,始迁祖黄朝英，于明朝时期由福建省迁江西省九江市都昌县。 第一辑开篇语、姓氏探源、历代名人、宗族文化、世系源流、谱牒、副篇，第二辑至第三辑渊源史略、名人传、人文景观、 谱牒统编、史料、附章，第五辑至第七辑谱序、前言、凡例、人才录、村志、谱系、芳名录，第八辑世系、人物传、像图、墓图、芳名录、编后语，第十一辑传说、谱辑、艺文、源流、附录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xiy7m55e9m4w8ged
江西黄氏宗祠四修主谱不分卷(江西南昌),黄金火;黄淦;黄振声,黄,2016年重印清光緒25年（1899）刻本,敦睦堂,為館藏：399630-37之重印本。本譜為江西南昌黃氏祠譜。尊東漢黃香（字文疆）為始祖。譜載序、祠基總圖、文契、四修祠譜凡例、條規、祝文、各修建祠首事、祠派、跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/5h4344k73fygw4us
江西黄氏宗祠五修主谱不分卷(江西南昌),黄金火;黄中孚,黄,2016年重印民國22年(1933)鉛印本,敦睦堂,參見清黃振聲修《[江西南昌]省會黃祠四修主譜》條目（館藏：399630-37）。本譜為江西南昌黃氏祠譜。尊東漢黃香（字文疆）為始祖。譜載修祠譜序、像片、祠基總圖、文契、五修祠譜凡例、條規、祝文、建祠首事、祠牌。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pgs8uj0alqvf6v34
