谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
陈氏族谱（台湾省台北市）,不详,陈,--,--,始祖忠，唐代入閩。始遷祖妃振，始徙福建同安侯亭鄉，後裔散居臺灣省臺北市北投區等地。記事至1956年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6zrzupvaz59n53m9
陈氏族谱（台湾省台中市）,陈福彬,陈,1982年,--,始祖厚德，清代人。始遷祖員，清代移居臺灣，後裔散居臺中縣潭子鄉頭家村等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/tb5ypdg2kvszx8gw
陈氏族谱（台湾省台中市）,不详,陈,1953年,--,始祖貳官。始遷祖啟表，清代移居臺灣，後裔散居臺中縣沙鹿鎮等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/8j4fy1yek6t3wsj4
陈氏族谱（台湾省台中市）,不详,陈,1983年,--,始祖禮。始遷祖誥，清代移居臺灣，後裔散居臺中縣大甲鎮新美里等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pm3hnde89rztxl2t
陈氏族谱（台湾省台中市）,不详,陈,1971年,--,始祖士席，清代人。始遷祖偉詩，號運書，清代移居臺灣，後裔散居臺中縣梧棲鎮等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/qdikl6glijp6rqax
陈氏族谱（台湾省台中市）,不详,陈,1970年,--,始祖鐘聖，後裔散居臺中縣清水鎮海風里等地。記事至1970年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/u2kp7hv2khvjoge6
陈氏族谱（台湾省台中市）,不详,陈,1960年,--,始遷祖宰，號敦樸，清代移居臺灣，後裔散居臺中縣大肚鄉社腳村等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/zqtikqnysm5jh57g
陈氏族谱（台湾省台中市）,陈金锡,陈,1980年,--,始祖清波，清末民初人，原居廣東。始遷祖仲凱，民國間遷居臺灣臺中縣。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/2mpopdwxvav6ly9k
陈氏族谱（台湾省台中市）,不详,陈,--,--,始祖義，號次仁二郎，清代人。後裔散居臺中縣龍井鄉龍東村等地。記事至1964年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/x1xwl4ajchte5hz7
陈氏族谱（台湾省台中市）,不详,陈,1970年,--,始祖文泗，字得淑，號尋源，後裔散居臺中縣沙鹿鎮等地。記事至1970年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/nkrlbv56bczgia5t
陈氏族谱（台湾省台中市）,不详,陈,1982年,--,始祖貳官。始遷祖啟表，清代移居臺灣，後裔散居臺中縣沙鹿鎮等地。記事至1982年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/2m3yth6zemq4msyk
陈氏族谱（台湾省台中市）,不详,陈,1981年,--,始祖徹老，清代人。後裔散居臺中縣大雅鄉六寶村等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/d53t6ipt9m3586hv
