谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
孙氏家族资料汇编（河南省/鹤壁市/浚县）,孙建经,孙,1998,--,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ygafwstrahrmbnx8
孙氏家族谱书（山东省/青岛市/即墨区）,佚名,孙,2008,--,始迁祖恕，明朝迁至山东即墨雄崖所。 谱载命名字辈、世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/w2g2ljdm085crf2d
孙氏家族史记（江苏省/盐城市）,孙海宝,孙,2023,--,始迁祖礼孝，明洪武二年自江苏姑苏（今苏州）迁居江苏盐埠（今江苏盐城） 。 孙氏概况、家族情怀、平静大海、绽放智慧、温丈芙蓉、束氏撷英。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/rmax1n7m4t9rfvwc
孙氏家史洋沙孙墩汉章支脉史（江苏省/盐城市/射阳县）,孙兆龙,孙,2002,乐安堂,始祖纯阳(字仲仁)，明初从江苏苏州迁盐城亭湖新兴镇。始迁祖十二世汉章，又迁射阳县盘湾镇洋沙村孙家墩子。 谱载现修洋沙孙墩汉章公支脉史序、现修续谱序、前言、前谱简序、汉章支系命名二十字、历代名人摘录、诗云、赞、词、祭规、祭文、世系图、结束语。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ugifuucw5ch8ym88
孙氏家乘（江苏省无锡市）,不详,孙,清,--,始祖衍，字彦潤，號源源，宋代人。始遷祖士安，行乘四。内有唐寅、邵晉涵、陳壽祺文。卷二十八至四十八年表，卷六十一至七十六傳志。存卷二十八至三十二、三十五至四十、四十七、四十八、六十至七十六。書名據版心、目録、卷端題。記事至清光緒間。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ejqbholgm5ar9e62
孙氏家乘（江苏省/无锡市/梁溪区）,孙振兴,孙,2016,敬义堂,始祖孙毅（字仲刚，号夽子，行良三），进士，为丹阳严庄始祖。始迁祖四世士安（行乘四），明代自严庄迁徙至无锡，为无锡双河分支祖。士安育有二子礼、乐，分礼公派、乐公派。双河分支礼公派第十四世孙义钧（字洪德）为敬义堂开祠之祖。 谱载重修《孙氏家乘》序、续修《孙氏家乘》、孙氏源流考及吾族孙姓由来、从尘封的历史中寻根问祖、再寻状元孙继皋的出殁及孙继皋生平简表、廷对策——孙继皋状元殿试策问对卷、祖居及宗祠的记叙、祖坟的回忆、对洪德公考证的叙述、敬斋公传、“敬义堂”孙氏八十年变迁史、丹阳七公主与七峰山房论证、探访祖居地——丹阳严庄、为寻尔准功绩奔赴福建莆田、孙氏世系源流全谱、祖训、家规、无锡双河分第十七世裔孙履历、告慰祖先祭文等，附录无锡双河分部分传志、墓志铭、神道碑、祠堂碑记、孙氏历史名人传摘录、编后记等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xm1f44dsnifsl2tz
孙氏家乘（安徽省/马鞍山市/博望区）,孙绵良,孙,1992,--,始迁祖道（行一八），迁到横阳博望（今安徽省马鞍山市博望区），原籍不详，迁徙时间不详。 卷首（即卷一）目录、家宝、诰命、谱序，卷二凡例、文献、人物志、传赞，卷三至卷五世系图，卷六至卷十三世表，卷十四题词、世表、告示、山图、传、跋、行略，卷十五世系图，卷十六至卷十八世表，卷十九图、谱序、目录、芳名录，卷二十补遗。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/jb86enoi2f9oyh4p
孙氏家乘四卷（四川省成都市）,孙筠竹,孙,清咸豐九年（1855）,一本堂,清乾隆二十五年初修。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/5dimkvpyousfecyl
孙氏家乘即墨孙家官庄系（山东省/青岛市/即墨区）,孙嗣埜,孙,2020,--,该族始迁祖姓名不详，谱称是族自汉末即繁衍于山东即墨。尊元代六公为世系一世，居即墨孙家官庄，其子名土忠。 谱载序、有感、编修人员、寻根溯源、简介、历史人物、名人录、家风、家教、文章选载、附录、编后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/d8ttjvfdo3qhircu
孙氏家乘十卷（浙江省湖州市长兴县）,孙锦镛,孙,清光緒25年(1899),--,始祖覺，字復明，號華老，宋朝人。始遷祖季永，字遐裔，行遷三，北宋末護駕南渡，遂居長興縣四安鎮。卷一譜序、像圖等，卷二祭祠儀制、家訓、家規、宗祠圖、墓圖等，餘卷为世系、世傳。書名據版心、書簽、目録題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/w6rvlmm3pzqdfdcm
