谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
蒋氏宗谱（浙江省）,蒋倬京,蒋,清光緒17年(1891),--,存卷1-18,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/dlyfmymc7dglfqw2
蒋氏宗谱（浙江省）,蒋信礼,蒋,清同治10年(1871),--,存卷13、14、17-19、21,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9zeqbbl7rhuserwr
蒋氏宗谱（浙江省金华市浦江县）,蒋贤镇,蒋,清宣統3年(1911),--,始遷祖錢盈，字守善，號雲仍，别號元亦，唐末自安吉遷居浦陽西皋。存卷載文録、誥命、詩文、贊傳、墓誌銘、祠祀規約、祠墓圖記、世系等。存卷首、卷一至二十九、三十三、三十四、四十、四十二、四十四至四十六、五十一至五十四、五十七、五十八、六十、六十一。書名據版心、書簽、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/b8vvkzseal5da27i
蒋氏宗谱（浙江省金华市浦江县）,不详,蒋,民國20年(1931),--,始遷祖錢盈，字守善，號雲仍，别號元亦，唐末自安吉遷居浦陽西皋。存卷載世系、祠記、墓圖等。存卷十、十四、十六、三十三至三十九、四十一、四十二、四十四、四十七、四十九、五十、五十二、五十三、五十五、五十七至六十一、六十四。書名據版心、書簽、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/bp6onhd6qxit5aoa
蒋氏宗谱（浙江省金华市浦江县）,蒋倬京,蒋,清光緒17年(1891),--,始遷祖錢盈，字守善，號雲仍，别號元亦，唐末自安吉遷居浦陽西皋。存卷載文録、誥命、詩文、贊傳、墓誌銘、祠祀規約、祠墓圖記、世系等。存卷首、卷一至二十八、三十至五十七、五十九、六十。書名據版心、書簽、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/s2vytajk6k2tt65m
蒋氏宗谱（浙江省金华市浦江县）,蒋信礼,蒋,清同治10年(1871),--,始遷祖錢盈，字守善，號雲仍，别號元亦，唐末自安吉遷居浦陽西皋。卷一爲蔣氏遺跡抄，卷二文録、誥命、詩文、贊傳、墓誌銘、祠祀規約等，餘卷爲祠墓圖記、世系等。存卷一至二十九、三十一至三十五、三十七、三十九至四十一、四十三、四十四、四十八。書名據版心、書簽、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/agtwpk727jg7s68p
蒋氏宗谱（浙江省衢州市江山市）,蒋国荣,蒋,1940年,种玉堂,始祖大本，字聖生，行千一，明代人。始遷祖一球，字伯瑞，行天二，清康熙三十九年自江西玉山縣懷玉村遷居浙江常山村栟株村（今閣底鄉江家村）。卷一譜序、凡例、名言、修譜任事名單、排行字、像圖，卷三世系圖。存卷一、三。八修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/63slgkq5dojtfw9y
蒋氏宗谱（浙江省杭州市临安市）,不详,蒋,清道光二十四年（1844）,忠雅堂,始遷祖必舉，派名發顯，字禮二，號顯之，明代人。存卷三。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/nfg7q6bnwl9c2o5j
蒋氏宗谱（浙江省/丽水市/缙云县）,蒋建光,蒋,1999,--,始祖霸，行一，五代后晋时自浙江永安县（今仙居县）宦居福建长溪县（今霞浦县），后又辞官迁居浙江缙云县徐家畈后岗村（今壶镇岱石口村）。始迁祖懽，霸孙，自岱石底迁居胪川。霸生四子，禄之后为岱石口房，水之后为括碧桥房，厨之后有胪膛房、岱石房，庆之后为横塘岸房。此谱即霸四子后裔之合谱。上卷载缙云蒋氏发展情况、主要居地、传略、旧序、祠堂记、墓志、诗文、各房世系图，下卷载各房行传。书名据版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/mzridmknoycxd7vn
蒋氏宗谱（浙江省/金华市）,不详,蒋,2017,景跻堂,唐末有讳盈者，由湖之安吉迁之浦阳则邑居蒋氏者实吾族也。 图像 序 源流 概述 家训 诗序 世系 世系图,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/nvvzotxrf6hm22st
