谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
官桥陈氏宗谱 （浙江省金华市东阳市）,陈万春,陈,清乾隆48年(1783),--,始祖元寶，號邱嚴，漢太丘長寔五世孫，南朝永定初，避居東陽仁壽鄉，其後又遷東垓嶺下路西。始遷祖傳道，號梅潤，字天興，行清廿四，元大德間由諸暨移居東陽官橋。存卷一、二。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/brtv8wpvz7qv7ruy
官桥陈大宗祠房谱（浙江省/金华市/东阳市）,陈天明,陈,2004,--,始祖元宝（号邱岩，行一），宋初由河南开封避地婺东仁寿乡仁义里。始迁祖传道（字梅涧，行清二四），元大德间遭杨震龙之乱避居罗圹山中乃名为官桥遂家焉。支祖茂昌（字惟明，号南塘），明嘉靖年间奠基官桥罗塘文房。 谱载房谱祭文、房谱序言、修谱小组负责人名单、陈氏文略、像赞、舜帝像、陈武帝霸先像、陈姓宗族文化、天下陈氏出江州、东阳出南门第一所书院、始祖邱岩公为颖川人、世传排行字目、路西奇木世略序、官桥陈姓原不是大族、有官桥灭九处、安山公建明德、我祖历代文武官职简历表、现代文武职、官桥陈氏族五十八年来社会公有事业建设事略、碑记、重修日新堂记、世系图、排行、重修房谱后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ugc7ppu7enckjuky
官桥杨氏宗谱四卷（浙江省）,杨志荣,杨,清道光22年(1842),--,存卷1,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/b82ar1g6g6npxl79
官桥杨氏宗谱四卷（浙江省金华市武义县）,杨文采,杨,清道光元年(1821),--,始遷祖俊，號仲五，行順七，元泰定三年自義烏水閣塘移居武義松林山下，號爲官橋楊宅。卷一序、清白堂詩、仕宦考、像贊、行狀、祠堂記、祀功序、祭器、祭儀、頒胙、禁約、墳圖等，卷三行傳。存卷一、三。書名據版心、目录題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/kldwwsojefhvre6e
官桥杨氏宗谱四卷（浙江省金华市武义县）,杨志荣,杨,清道光22年(1842),--,始遷祖俊，號仲五，行順七，元泰定三年自義烏水閣塘移居武義松林山下，號爲官橋楊宅。卷一序、壽序、祠堂記、傳文、祀功序、祭器、祭祠禮儀、頒胙、像贊等，卷二系圖。存卷一、二。書名據版心、目录題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/sseruxvgn8r6v2a1
官桥李氏宗谱（湖北省/孝感市/汉川市）,李邦杰;李上杰,李,2006,陇西世家,始祖兴望，元至正年间由江西吉水县筷子街迁徙于湖广潜江。三子荣寿（字如山），复迁汉阳官硚李家集，是为始迁祖。 卷一谱序、凡例、目录、家规、条规、续修名录、房长名录，卷二祠堂图、基地图、服制图、礼制、约据，卷三家传、续辑家传，卷四烈女传，卷五缙绅表、封荫表、艺文志，卷一至三十九世系图、世表，卷四十远徙总录、补遗。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/x38wjsdtdnfj2de2
官桥李氏宗谱.邱子脑涂家滩支谱（湖北省/武汉市/蔡甸区）,李生云,李,2003,--,始祖兴望，元至正间由江西省吉安市吉水县筷子街迁徙于湖北省潜江市。子荣寿，元末由湖北省孝感市汉川市城隍镇涂家滩村迁到湖北省潜江市，最后迁到湖北省武汉市蔡甸区索河街道官桥村，是为始迁祖。 卷一前言、谱赞、族歌、字派、编后记、来历、家规、家训、像、谱序、家传、尾声，卷二至卷六世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9nfkjlrw5d44k3e1
官桥彭家塅彭氏族谱（湖南省/长沙市/浏阳市）,彭建方,彭,2004,--,始迁祖文松、文柏，明代人。书名据封面题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/wu8rfsaporucmlup
官桥坪王姓氏族源一卷（湖南省常德市）,王友于,王,1948年,--,始祖尚文，明代人。始遷祖能容，明代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/zy7oczhw4thxkjv7
官桥下宅陈氏房谱不分卷（浙江省金华市东阳市）,不详,陈,清光緒31年(1905),--,始祖元寶，號邱嚴，漢太丘長寔五世孫，南朝永定初，避居東陽仁壽鄉，其後又遷東垓嶺下路西。始遷祖傳道，號梅潤，字天興，行清廿四，元大德間由諸暨移居東陽官橋。傳道後越三世至垠，字原深，號峴南處士，遂開官橋下宅派。是譜載序、世系、世傳。書名據版心、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/dhrede1ii7c6rg3w
官棈陈氏宗谱（浙江省金华市东阳市）,不详,陈,清光緒6年(1880),--,存卷为行傳、墓圖等。存卷六。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/siien5wahzryhb8i
官林笠渎宗氏宗谱（江苏省/无锡市/宜兴市）,宗达仁,宗,2014,忠武堂,始祖泽（谱名忠简），宋代与夫人从浙江省义乌市迁京口（今江苏省镇江市）之京岘山；十二世孙士安（谱名荆朴）在江苏省无锡市宜兴市担任尉，因羡慕这里的山水风光秀丽，遂选择距阳羡城西北四十五里的官渎（今官林）居住，是为官林始迁祖，迁徙时间不详。 卷一地图、题词、照片、九修谱序、谱序、凡例、像赞、诰敕、纶音、宋史忠简公传。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/y6x4d36n2y47sln3
官林宗氏谱二十卷（江苏省无锡市宜兴市）,宗廷铭,宗,1943年,忠武堂,始遷祖士安，字初平。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/1slkoscmk7ia5dre
官林宗氏续修谱不分卷（江苏省无锡市宜兴市）,不详,宗,清,忠武堂,始遷祖士安，字初平。譜存傳記、壽序、紀略。 書名據版心題。記事至清道光間。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/npm27tsmv7i5gig4
官林孙氏族谱（江苏省无锡市宜兴市）,孙绍云,孙,民國8年(1919),富春堂,外紀始祖穉生，字荀鶴，漢代人。内紀始祖應亮，宋代人。本支始祖興祖，字世安，行二，以武功佐明朱元璋開國，賜第宜興，築宅孟涇之東，滸瀆之南，因名其里曰孫莊。裔孫瑞自孫莊遷管林，是为始遷祖。存卷載序、人物傳等。存卷二十五。書名據書衣題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ks8ah6uima8l2g9z
官林南塍刘氏宗谱（江苏省/无锡市/宜兴市）,储宝根,刘,2017,来远堂,始迁祖德明，明初从安徽定远县迁江苏宜兴官林镇南塍村。 卷首部文、谱序、祠记、碑记、谱例、祠规、宗制，卷一至二总图，卷三至二十四世系图，卷末一至四寿序、行略人物传。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/adohczfaqysudqgo
官林储氏分谱十二卷首一卷（江苏省无锡市宜兴市）,储继周,储,1917年,存着堂,始遷祖楚，行省二，唐代人。書名據版心題。明萬曆四十年儲之乾初修。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6isjffdiru12tem5
官林储氏分谱二篇(江苏宜兴),储锡初,储,2010年,存着堂,譜奉唐代詩人儲光羲為一世始祖，世居金壇縣莊城。第十二世昌，南宋紹興年間遷居宜興臧（今作莊）林。至十五世楚（行省二），元泰定年間自臧林遷宜興官林為官林始遷祖。上篇《祖譜文存》錄歷修譜序、譜例、莊城一至十五世系圖表、碑記墓誌、遠祖傳記、并影印民國六年《官林儲氏分譜》（共十二卷、載分支世系圖表、人物傳記），下篇《傳承迎新》、載續修文件、世系圖表與傳記（承接舊譜）。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/p6lvsdqz81thzf83
