谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
浦阳戴氏宗谱世系图（浙江省金华市浦江县）,不详,戴,清,--,系出休寧隆阜。先世居衢州路西安縣孝義井。始遷祖日，行乾四二，字朝天，元大德間供職浦陽，遂居邑之南里。存譜为南里、馬劍兩支世系圖。存卷一。記事至清康熙間。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/75p3jnt8xge24g5a
浦阳戴氏宗谱世系图（浙江省金华市浦江县）,不详,戴,清光緒21年(1895),--,卷三墓誌、傳記，卷五至十行傳。存卷一。記事至清康熙間。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/eldbp2ky39me23ri
浦阳戴氏宗谱不分卷（浙江省金华市浦江县）,戴肄三;戴荣挺,戴,清道光7年(1827),--,系出休寧隆阜。先世居衢州路西安縣孝義井。始遷祖日，行乾四二，字朝天，元大德間供職浦陽，遂居邑之南里。存譜載記約、行傳。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/3x1beeerr1nzug7q
浦阳戴氏宗谱不分卷（浙江省金华市浦江县）,戴圣瀛,戴,清道光22年(1842),--,系出休寧隆阜。先世居衢州路西安縣孝義井。始遷祖日，行乾四二，字朝天，元大德間供職浦陽，遂居邑之南里。存譜載傳記、行傳。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lsn6el99mkbnz8wc
浦阳戴氏宗谱,--,戴,民國20年(1931),--,參見戴經海修《浦陽市南戴氏宗譜》條目。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/2qmrvkpn0smdtcoq
浦阳戚氏宗谱五卷（浙江省金华市浦江县）,戚大仁,戚,2001年,--,上譜之續修譜。卷一概述、譜序、修譜題名、文集，卷二像贊、墳圖、世系圖，卷三至五行傳。書名據書簽題。十七修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/8tb8nqc842wahyks
浦阳徐氏家谱□□卷(浙江浦江 ),佚名,徐,清同治10年(1871),--,存卷為行傳。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/hmlmvwtawzos4o8i
浦阳徐氏宗谱（浙江省/金华市/浦江县）,徐 元;徐邦盛,徐,2007,--,始祖叔叙（字宣义，行五四），宋建炎时避靖康之难，自邳（今江苏邳州）扈驾而南，卜居于婺州武川（今浙江武义）之湖山。始迁十一世祖湻（子怀古，行昌十二），长于堪舆，明正德间迁居浦阳（今浦江县）通化乡横溪街。 卷一宗谱序、凡例、家规、遗文、析居地名、行第、历次修谱名衔、历修存谱名，卷二像赞、诗、赞、序、行状、墓志铭、厝志、事略、田产及董事、墓图、祭田坟地、坟山，卷三至六世系、行传。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pnf4bn9oifyf9wgo
浦阳徐氏宗谱□□卷(浙江浦江),徐国恩,徐,清光緒21年(1895),--,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/zah1hxckk2dxmm6v
浦阳张氏苦竹坪支宗族谱（湖南省/湘西土家族苗族自治州/泸溪县）,张卓然;张贤举,张,2014,--,始迁祖聚（号八一），原籍江苏苏州府吴县人，明朝年间任江苏省扬州市高邮地区卫戍部队总指挥，洪武六年调湖广辰州任卫戍总戎，继戍云南平戎三年，族复归辰，明永乐二年遂落籍于泸邑三都白头溪。 谱载新派谱、编纂小组成员合影、伟人论谱、题词、前言、溯源、族史、派谱继传及修订、族人繁衍系谱、族德教育指引、传略、相关族务告知、参考资料、编后语。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/aha4c7c3b5boexzd
