谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
江夏黄氏峭山公宗史（福建省/南平市/邵武市）,黄承坤,黄,2014,--,唐朝时期，始迁祖黄峭山（又名峭，字仁静，号青岗，讳岳），从河南省信阳市固始县迁到福建省南平市邵武市和平镇。 谱载题词、序、前言、凡例、先祖像赞、祖墓祖祠、书院、源流世系、繁衍与播迁、附录、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/d573hazboywf5xgv
江夏黄氏峭山公宗史（福建省/南平市/邵武市）,黄承坤,黄,2007,香港奔马出版社,始祖峭山，五代时居福建邵武。子孙散居各处。 内列先祖像赞与祖墓。祖祠彩照、源流世系、峭山后裔繁衍播迁与分布、名贤录四部分。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/m4i4yp4vw4ir8h3t
江夏黄氏峭山公宗史（全国）（全国）,黄承坤,黄,2011,--,黄峭公名峭，字峭山，为黄帝第一百二十八世孙，黄氏太始祖南陆公第一百一十九代，春申君黄歇第四十五世孙，远祖自河南光州固始入闽，唐邵武和平坎头村上井人，生于唐懿宗咸通十三年四月十五日戌时。台湾始迁祖上华，諡刚直，清代人。 序、考证、地位、书院、圈论、诗歌、精神、繁衍、花絮、附录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/949yjv66b6qbgxv7
江夏黄氏峭山公宗史（全国）（不详）,黄承坤,黄,2007,--,峭山公（锡公长子）名岳，字仁静，号青冈，后唐庄宗你徵为工部侍郎，公生于唐懿宗咸通十四年。夫人上官氏，生于唐懿宗咸通十二年。 题词、序、前言、编委会、第一部分先祖像赞、祖赞、祖墓、祖祠。第二部分源流世系。第三部分峭山公后裔繁衍播迁与分布。第四部分名贤录。附录。后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/n12p8u4ccdsfme9d
江夏黄氏家谱（台湾省/高雄市）,黄口诚,黄,1985,--,台湾始迁祖伯成，清代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/116ub1k2twblgwuk
江夏黄氏家谱（台湾省/高雄市/旗山区）,黄囗诚,黄,1985,--,始迁祖伯成，于清朝时期由福建省漳州市晋江市迁台湾省高雄市旗山区。 谱载谱序、姓源、世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/yqy8ziml3cwlpndl
江夏黄氏家谱（广东省/惠州市/惠阳区）,不详,黄,1988,--,大祖锦堂公，为峭山公传至兴宁县后裔，由嘉应州兴宁县西南厢尾坡圩湖香园迁居惠州府归善县（今惠州市惠阳区）陈尧塘横岭，生三子，传至该谱已有九世。 谱载谱序，陆终公至峭公世系图、近世家谱图，四大房文字辈派系图，七大房国字辈派系图。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/1kzp34rabjfdi3tp
江夏黄氏家族谱（台湾省/云林县）,黄正明,黄,1977,--,北港一世始祖世民，清代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xq8tf5dekscry7uu
江夏黄氏宗谱（浙江省/丽水市/缙云县）,黄振忠;黄岳昆,黄,1995,--,始迁祖福居，字焕侯，明洪武间自闽宁德迁来。 载世系图、行第等。记至第三十五世。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ohju7ndl2lxx8swc
江夏黄氏宗谱（浙江省/温州市/瑞安市）,王剑鸥,黄,1994,--,始迁祖信，宋代迁居瑞安县二十八都车门下村（今属碧山镇）。 载行第、世系图。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/vcr9ppov6eq9k98x
江夏黄氏宗谱（江西省/景德镇市/乐平市）,黄秀柱;黄秀衫,黄,1999,--,始祖端，字叔严。始迁祖瓘，字子瓒。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6dc8s5cx2k2vhexw
江夏黄氏宗谱（江西省/上饶市/鄱阳县）,佚名,黄,2015,--,"唐大历丁未年(公元767年)黄仪自黄墩迁祁门左田,后黄叔季迁新昌赖功街 卷一字派歌、世系",https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/7u8772cwip3upm3a
