谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
王氏五修支谱二十一卷，首二卷，末一卷，附补遗一卷(湖南沅江),王恢先,王,民國37年(1948),太原堂,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/uujscae2ahpkb4c5
王氏五修支谱二十一卷首二卷末二卷（湖南省益阳市元江市）,王立政,王,民國37年(1948),--,始遷祖志和，字協衷，號音雅，明洪武三十一年自江西吉水縣永豐鄉移居沅江東門沙嘴頭，正統間再徙邑之龍船埠沙嘴頭。卷首序、凡例、契據、祠圖、祠規、家訓、傳贊文藝等，卷一、二系圖，卷三至二十一世表，卷末墓圖、墓誌。書名據版心、書簽、書名頁題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9ga8ptpezji6ff74
王氏五修宗谱六卷(湖南桂阳),王廷佐,王,民國26年(1937),和睦堂,始遷祖興二，元代自江西泰和縣鵝江大洞避亂遷居桂陽馬礄頭。子仙堂肇基邑常德官陂；仙清（字元臣）遷居桂陽車渡。卷一序，卷二目錄、傳、贊、班輩詩、任事人名、捐戶人名、領譜字號、凡例、家規、家訓、祭祀儀文、五服圖、祭禮圖、歷代帝王總紀，卷三至六齒錄。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/18xavaz5jj540xeq
王氏五修宗谱二十一卷首二卷末一卷(全国),王宇全,王,民國35年(1946),敦本堂,是為安徽六安、霍邱，河南固始、商河等地統譜。始遷祖眾多，可考者有以下幾位：霍邱始遷祖文憲（字培章）、文有、瑤（字瑞青），明清之際人。商河、固始、六安共祖璧，（一作大獻），唐代人。固始始遷祖計有三位，一名未夏，原籍山東，明代自江南遷居固始之南文家市；一名宣盛，原籍陝西，明代自江西瓦西壩遷居彭澤縣白馬冲，又轉遷於此；一名煥。卷首聖諭、目錄、譜序、源流序，卷一凡例、家規、家訓、家戒、家法、像贊、譜例、行狀，卷二至三傳贊、壽序，卷四至二十一世系，卷末五服圖、墳墓圖、譜跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/p0c5j1rbiq7iq3in
王氏五修宗谱一卷（湖北省黄冈市罗田县）,王武元;王武魁,王,清光緒三十三年（1907）,--,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/zfqwkw5a9x4nuigl
王氏二次联修族谱（江西省）,王臣泉;王先蓬,王,1997,三槐堂,谱以王氏得姓之祖周灵王太子晋为远祖。始祖六十七世一郎，原籍南京三牌楼，宋朝年间以子贵受封后代徙居赣邑。始迁祖一郎孙振伯（字显人），约于元代自南京迁居虔州（今赣州）于都东岸之七里镇。振伯后裔散处江西赣州市、赣县、兴国、于都、吉安市、永丰等市县，本谱乃各支合修之谱。 谱载王氏二次联修族谱序、源流总序、倡议书、凡例、家训六则、修谱名目、新增派行、人物序、传、贤劳记、各房老字派、跋，祠堂图、坟山图、吊线图、历代源流世系、世传等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/3ieeiy7ypwud942v
王氏二支族谱（山东省/青岛市/即墨区）,王广宏,王,2002,--,该族明永乐年间自云南迁居西孟戈庄。本支于王氏族中位居第二，故谓之二支也。 谱载序言、劳务功德榜、捐款功德榜、辈行、世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/gss6waqbiokjqz6i
王氏二修联族谱（江西省/赣州市/于都县）,王德谋;王安连,王,1994,太原堂,始祖衍庆（字荣昌），宋代人，葬江西万安曾家段梨木岭。始迁祖六世孙志能（字竹窓），明洪武间由兴国赉溪迁居于都曲洋。本谱为志能房联修族谱。 谱载序、字派、办事人名、领谱字号、记、徙居考、瓜瓞线图、世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/bvgytqrvt7r30vqd
王氏九修族谱（湖南省/常德市）,王宗端,王,1997,三槐堂,始祖伟，宋代人。始迁祖福真、继真、贵真、明真、昌真，皆明代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/5gdr6eflnba3f8qh
王氏九修族谱福房支谱（湖南省/长沙市/望城区）,王笃茂,王,2004,太原堂,始祖霸，宋代人。始迁祖崇德，明初人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ggnmr78yvw33xn9s
