谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
典巷史氏续修宗谱十卷（江苏省无锡市宜兴市）,史荣清,史,清光緒29年(1903),籍贤堂,始祖崇，字伯勤，東漢人。始遷祖良實，明洪武間自溧陽湖埭贅居宜興典巷薛氏。八傳至檄等昆仲十人，衍爲十大分。卷一譜序、像贊、祠堂記、宗約、條訓，卷二至十世系、傳記。後附湖埭各支遷徙録及始遷典巷後各遷徙録。書名據譜序題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/3bk6nxjdn3imzuk6
具区销夏湾徐氏重辑宗谱四卷（江苏省苏州市）,徐盘,徐,清乾隆二十二年（1757）,--,始迁祖圻，字于庭，号麓菴，行义四，南宋时由衢州游洞庭西山遂卜居銷夏灣。卷一序跋、世系图等，卷二至五世系考，卷六传、墓誌銘。书名据书名页、卷端题。五修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/i81pga2cxfkz9la6
具区销夏湾徐氏重辑宗谱六卷（江苏省苏州市）,徐永浩,徐,清嘉慶14年(1809),--,始迁祖圻，字于庭，号麓菴，行义四，南宋时由衢州游洞庭西山遂卜居銷夏灣。卷一序跋、世系图等，卷二至五世系考，卷六传、墓誌銘。书名据目录、卷端、谱序题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/zju9lcbaze11mbyo
其学族亲基金会族谱（台湾省/彰化县/和美镇）,谢忠伟,谢,1998,宝树堂,始迁祖谢德殽，明朝年间，由福建省，迁到台湾省彰化县和美镇。 谱载家训、训词、照片、名次解释、考略、文献、世系、祖坟、简历、财务报告。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/77ph6tuphbw6y9u8
其刚家世记述（广东省/潮州市）,邱镇沪;邱万勤,邱,2010,--,始祖成满（字力充，号善川），福建莆田函头村人，宋季迁居潮城海阳县归仁长美里（广东潮州枫溪区）立籍。二十二世孙其刚（字金强），长美智房人。 谱载族亲其刚传略、穆公世系、总世系吊线图、玉佩简历、重建惠谦公祖厅纪事等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pwgor5cyqruy8aod
兵圣世家源流谱（全国）,孙尚传;孙守富;孙家达,孙,2018,--,得姓始祖书，齐国大夫，以伐莒有功，齐景公赐姓孙，食采乐安，后裔遂称乐安孙氏。后裔武、膑皆以兵法显，是为兵圣世家。本谱为乐安孙氏大成谱，上承正史追溯乐安孙氏之源流世系，下叙海内外各孙氏分支。 卷一像赞、凡例、前言、序、考证，卷二源流世系、各地孙氏分支，卷三孙氏先贤墓志铭、碑记、传，卷四艺文、编后语。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/mvn4vvrvaq6oz76p
兴郡堂翁氏族谱附家族名簿（台湾省彰化县）,翁庚申,翁,--,--,始祖實生。後裔散居臺灣省彰化县員林镇等地。记事至1979年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/fs7ui6jz74o8z6l5
兴邑何氏重修族谱不分卷（江西省赣州市兴国县）,何玉琳,何,清道光19年(1839),--,始祖大郎，宋初宦居福建宁化县石壁村，後迁武平县。後裔陸续迁居江西，居兴国、宁都、雲都、贛州等地。是为兴国裔所修，集江西宁都、雲都、贛州等地子孙合谱。谱载序、目录、碑记、传、墓图、世系。书名据版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xaiwyof1jixnt2zn
兴泰邱氏七修族谱三卷（福建省莆田市）,邱拨云,邱,清道光九年（1829）,衍庆堂,始迁祖烋，号朝亮，宋代人。书名据版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/shzilabf8sb7xamf
兴村东海徐氏宗谱不分卷（浙江省丽水市松阳县）,徐开书,徐,清光绪十二年（1886）,--,始祖原义，行銀一，元末明初自浙江遂昌东隅徙居壬午岱。子江三，明永乐十三年迁松阳，为松阳大鋪創基祖。传十世，光明，名印朋，行日一，於清康熙五十一年始迁邑之項圩，为兴村徐氏始迁祖。谱载谱序、凡例、家訓、族规、祠图、传、像图、世系。六修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/l249kyejeuuce6wf
兴宁马氏族谱（广东省梅州市兴宁市）,兴宁马氏族谱编委会,马,1994年,--,始迁祖貴二、十三郎，明初人。书名据封面题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/78522zqpfpsysft7
兴宁刘氏族谱（广东省梅州市兴宁市）,刘云山,刘,清道光八年（1828）,--,始祖开七，宋代入粤潮州。始迁祖福二郎。增補记事至清光緒十五年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/1g825fes5q736wqc
