谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
［钱］牧斋晚年家乘文一卷附一卷（江苏省苏州市常熟市）,钱谦益,钱,清宣統3年(1911),--,始遷祖元孫，宋末自台州遷海。六世祖鏞、珍，派分爲海禄園、奚浦兩支。内容較钱谦益修《海錢氏家乘》條。增王文濡跋，附牧齋年譜。書名據版心、卷端題。書名頁題錢牧齋晚年文。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/htfnp4n4pspw993s
［钮祜禄氏］额宜都巴图鲁世系谱一卷（辽宁省）,不详,钮钴禄,清,--,始祖索，名索和濟，稱曰巴颜，明代人。始迁祖額宜都，清代人。记事至清嘉慶间。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/qe9f9l8j6vldi9bi
［钮祜禄氏］弘毅公第十房家谱不分卷（辽宁省）,不详,钮钴禄,清,--,始祖索，名索和濟，稱曰巴颜，明代人。始迁祖額宜都，清代人。书名據书衣题。记事至清嘉慶八年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/7gejtio9opzb26ho
［邬氏］渔潭村志（江西省宜春市丰城市）,邬书金,邬,1987年,--,始祖惟祥。三修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/11rxb5viwpp8rp88
［郭氏］旧德述闻六卷（福建省）,郭则澐,郭,1936年,--,始祖子仪，唐山西汾阳人。始迁祖嵩，字維太，代国公郭曜之子，唐咸通间从武威軍節度使王審知入閩，遂家於新宁芝山之北峙溪，为入閩始祖。书名据版心、封面题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/zyi3sm426fh5nl8y
［郭氏］家乘述闻三卷家世述闻六卷（福建省）,郭则澐,郭,1936年,--,始祖子仪，唐山西汾阳人。始迁祖嵩，字維太，代国公郭曜之子，唐咸通间从武威軍節度使王審知入閩，遂家於新宁芝山之北峙溪，为入閩始祖。是谱於本支之外，兼及四支，或輯见聞，或徵史料，兼有考證，所载皆先世嘉言懿行、祖塋、祀典、礼俗、诗文等，但無世系及列传。谱初修於明隆庆六年，此为十修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/z8w88nhepffjp3pl
［邵氏］思源录（江苏省苏州市太仓市）,邵廷烈,邵,清道光十三年（1833）,--,始祖琳，晉代人。始遷祖光龍，明代移居太倉。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/dqt3xzpafx9yzkpe
［那拉氏］叶赫国贝勒家乘一卷（辽宁省铁岭市开原市）,徐干学,那拉,清同治四年（1865）,--,葉赫國，即葉赫部，明海西女貞四部之一，俗稱“北關”，因分佈於葉赫河（今遼寧開原）得名。譜稱，葉赫國起於明宣德間，星懇達爾漢，稱貝勒，始傳席爾格噶圖以下共八世，十一貝勒，至明萬曆四十七年“國祚乃終”，即爲達州女真所并。是譜記述其八世祖傳及葉赫部發展史。清同治四年（1865）葉赫納蘭氏崇秀重訂手抄本，書名據書簽、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/czx5c45c2bqi39bh
［邢氏］呈公裔十五代世系考不分卷（上海市）,邢志馨,邢,1948年,--,始遷祖楊溪，明嘉靖間自南匯遷居上海引翔鄉楊家浜。譜載序、楊溪長子呈下派世系、歷朝邢氏仕宦録等。清王敬銘撰序。書名據書衣題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/rdwxqljpsm2yfae7
［连氏］独醒居谱稿一卷乘稿二卷（浙江省绍兴市上虞市）,连光枢,连,民國,--,始祖楹，明建文帝时殉節金陵（今南京），其少子避難至浙，潛居會稽花堪（今屬上市章镇），以葉为氏。後裔春一，由华浦迁西之葉家埭。始迁祖曉三，明末由葉家埭卜居上湖頭，復姓連氏。谱稿载敘例、弁言、凡例、復姓考、姓系考序、世系表序、歷世行第考序、徙居考序、後序。乘稿卷甲弁言、敘例、小序、後序、小宗祠记等，卷乙宗賢传、列女传、像贊等。书名据卷端题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/flyw5deh1t1d5byg
