谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
(夏氏)房分默谱一卷(湖北黄冈),夏光照;夏文达,夏,清同治間,--,參見清夏文榮修《[湖北黃岡]夏氏宗譜》條目（館藏：1044542-548）。始祖勰（字先雍），唐代虢州刺史，居江西。始遷祖柏（字和甫），勰十七世孫，明初自江西鄱陽瓦屑垻遷居湖北黃岡下五鄉孔夫子河。本譜支祖巽初，柏八世孫，分居布袋坳永濟灣。譜載序、世系圖、世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4siuvcoqyvah1j71
(固始)洪氏六修宗谱（河南省/信阳市/固始县）,洪念国,洪,2009,睦族堂,始迁祖胜，明季由江西省景德镇市乐平县迁河南省信阳市固始县。 卷一族谱序、叙、支谱序、姓氏源流、凡例，卷二人物传，卷三至卷四世系图。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/h9krpu32e7orlpzr
(四川资中）资州曹氏族谱（四川省/内江市/资中县）,曹学彬,曹,2020,崇德堂,不详 不详,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/stafl4dai572drpk
(四川乐至人和庆元村)张氏家谱（四川省/资阳市/乐至县）,张至强,张,2010,--,不详 不详,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xpikyxkkd5zun5ha
(四川荣县）荣州曹氏族谱（四川省/自贡市/荣县）,曹瑛,曹,2019,致远堂,不详 不详,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/rqcal4n5ww6jblm7
(↑了+↓凵）亭蒋氏族谱不分卷(江西丰城),蒋秉铨,蒋,民國21年(1932),--,始遷祖蕃（字延宗），其先世居原籍江蘇常州府宜興縣滆湖西（↑了↓凵）亭鄉七堡湖野里，後居邑之從善鄉五牧坊，傳至蕃，唐末官居江西豐城縣長樂鄉鄒坊銀杏樹下。第一冊譜序、凡例、碑文、世德圖說、傳文、徵異類、名賢類、古跡類、禦制傳詩、禦制祭文、誥敕類、宗約、常儀、生祠記、雜詩類、墓誌銘、分徙圖、基址圖，餘冊世系。（館藏：975302-306系此譜之複本殘卷）,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/711jfyatrcepp1jj
新修丹阳分常熟吴氏支谱六卷（江苏省苏州市常熟市）,吴体润,吴,清光绪十七年（1891）,--,始祖文初，宋代人。始迁祖驥，行三，明代人。书名据目录题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/j5pk1u9ucqhq97i1
一卷(重庆秀山),杨胜峰,--,2018年,关西堂,始祖再思（号十峒首领，人称飞山太公），唐末诚州刺史，被渝、湘、黔、鄂杨氏尊为开族先祖。子政滔，唐末五代人，原籍贵州锦屏县湖耳，平蛮有功授武功大夫，是渝南、黔东、湘西等地土家族杨氏始祖。再思十世孙通晟（字思古），南宋间征苗有功授乜八、孟溪土同知，平乌罗、平茶、石耶诸洞苗夷，官拜司马，为渝黔五土司始祖。始迁祖子光辅（字高殿），南宋淳祐十二年随父通晟平定重庆秀山邑梅等地苗夷，置邑梅宣化军民府，功授首任知府，遂家焉。光辅生子昌谈、昌仁、昌斌，本谱主要记载昌谈一支世系。 卷载像、传、字派、堂号、家训、编委会、序、目录、世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/t362hbfs4eccso5l
金氏世谱不分卷（江苏省苏州市）,金淳,金,清乾隆元年（1736）,--,始遷祖興四，約於南宋末自越遷吳縣太湖之洞庭東山，即後之金塔村。九傳而析爲二房： 長房祖怡（字士貞），二房祖字士謙。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/tnfu3w23o8skocv5
富春赵氏宗谱二卷 （浙江省杭州市富阳市）,赵世久,赵,1916年,怀德堂,始遷祖宗烈，號萬安，行孝一，南宋紹定元年自錢塘縣西溪樓下村遷居富陽縣小桐洲村（今屬新桐鄉）。卷一序、凡例、修譜任事名單、世系、傳贊，卷二行傳、墓圖、譜跋。世系載至第二十三世“東”字輩。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/bzjabwwi53myyk2r
