谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
长沙陈氏宗谱（浙江省台州市临海市）,陈友兰,陈,1942年,--,始祖寔，字仲弓，號太丘，漢代人。始遷祖繹，字文悦，號振齋，南宋乾道間再徙本邑長沙村。卷首序、行第，卷八至十三世系圖。世系載至第三十二世“允”字輩。存卷首、卷八、十三。書名據版心題。九修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/va7lhw9ob9qnk5vg
长沙陈氏宗谱九卷首一卷 （浙江省台州市临海市）,陈承甫,陈,清光緒二十五年（1899）,--,始祖寔，字仲弓，號太丘，漢代人。始遷祖繹，字文悦，號振齋，南宋乾道間再徙本邑長沙村。卷首序、修譜董事、條例、行第、誥敕，卷一至九世系圖。世系載至第三十一世“學”字輩。存卷首、卷一、九。書名據版心、卷端題。譜初修於南宋咸淳四年，此为七修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/fo1g3or7mburv9do
长沙金氏祠志三卷（湖南省长沙市）,金楷善,金,1915年,--,始遷祖蕴中、華茂、孟榮、資美、龍泉，皆明代人。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/e5jqqiv5rh2rzfeh
长沙西麻田刘氏家谱允明公支系志道（长房）分支下系（湖南省/长沙市）,刘春华,刘,2016,其顺堂,始迁祖允明，原籍江西吉安府，明代迁居湖南长沙善化河西乡。五世开仕仪、仕质、仕彬、仕文分为四大房。质、文两房清乾隆四年移楚北。仕彬生六子：志道、通、暹、迎、逊、迥，居麻田、古塘、卯田等处。此系志道房谱。 谱载谱序、人名、世系等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/e1vio3466vwe1hic
长沙蛟潭宋氏族谱八卷首一卷（湖南省长沙市）,宋慕蘇,--,民國23年,--,馆藏：XH762-769之複本殘卷。（ 始祖大五郎，宋季居鳳陽謝家店宋家村。始遷祖璽，字玉爾，行玉四，明永樂初遷居長沙府城。嗣孫文昇，明嘉靖時分徙蛟潭。卷首序、目錄，卷一誥命、家乘前编、宗法、祠規、家訓、禮制、民國親屬法等，卷二至三各派世系，卷四同庚表，卷五忌日記、耆民表、壽母表、同名錄、公莊誌、捐款紀、領譜目錄、養子錄，卷六墓地誌、墓誌銘、墓圖，卷七古世系存疑、舊譜存疑、舊譜比較表等，卷八家傳、雜著、古近體詩、楹聯、挽聯等。）存卷首、卷一至六、八（皆部份頁碼拼訂）,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ckmi7b3qcjct81ji
长沙蛟潭宋氏五修支谱八卷首一卷（湖南省长沙市）,宋慕苏,宋,1934年,--,始祖大五郎，宋季居鳳陽謝家店宋家村。始遷祖璽，字玉爾，行玉四，明永樂初遷居長沙府城。嗣孫文昇，明嘉靖時分徙蛟潭。卷首序、目录，卷一誥命、家乘前编、宗法、祠規、家訓、禮制、民國親屬法等，卷二至三各派世系，卷四同庚表，卷五忌日記、耆民表、壽母表、同名录、公莊誌、捐款紀、領譜目录、養子录，卷六墓地誌、墓誌銘、墓圖，卷七古世系存疑、舊譜存疑、舊譜比較表等，卷八家傳、雜著、古近體詩、楹聯、挽聯等。書名據書名頁題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/k67w8ggtsahs6cj5
长沙蛇嘴子范氏族谱(湖南望城),范羽;范才敏,范,2018年,--,参见《[湖南望城]2005年长沙蛇嘴子范氏族谱》条目（馆藏：XP7956）。始迁祖德虎（字雄飞），原籍邵阳雉田（今属邵阳市隆回县），清康熙初年迁居宁乡蔡家冲（今宁乡县夏铎铺镇龙凤山），其子基俊、基裕兄弟又于康熙末年迁居善化县邓家冲杨家湾（今望城县白若铺镇金桂村）。光绪初年其后裔于杨家湾近旁蛇嘴子建家庙，族人即环蛇嘴子而居。 谱载首编、世系图编、人口纪实篇、传记艺文篇、老谱文献篇、末篇、族谱增补。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/hvhkvib45yii6v5i
长沙蛇嘴子范氏族谱(湖南望城),范羽;范才敏,范,2018年,--,参见《[湖南望城]2005年长沙蛇嘴子范氏族谱》条目（馆藏：XP7956）。始迁祖德虎（字雄飞），原籍邵阳雉田（今属邵阳市隆回县），清康熙初年迁居宁乡蔡家冲（今宁乡县夏铎铺镇龙凤山），其子基俊、基裕兄弟又于康熙末年迁居善化县邓家冲杨家湾（今望城县白若铺镇金桂村）。光绪初年其后裔于杨家湾近旁蛇嘴子建家庙，族人即环蛇嘴子而居。 谱载首编、世系图编、人口纪实篇、传记艺文篇、老谱文献篇、末篇、族谱增补。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ke1vpc3iv1bnjybn
长沙虢氏三修族谱（湖南省/长沙市）,虢筱非,虢,2006,新平堂,赐姓受氏始于周王季。明成化年间，始迁祖含育公由豫章迁湘省，落业于长沙新都六甲，后裔繁居虢家坪。含育公子二：有致、有熊，致公子三：伯璟、伯琏、伯玜，熊公子二：伯瑶、伯琛。伯琏、伯玜由长沙新都徙常德。传至四世祖分房兴邦、兴爵、兴颜、曾、思、唐、隆举七大房。七房合建宗祠，谱则各修支谱。清光绪十四年（1888）、1918年、2007年纂修族谱。派语：有伯庭兴，承之可荣。清初增：文光上楚，武显大清。咸丰七年（1857）邦房新增：代著芳名重，时昭令德成，诗书传世泽，礼义振家声。同治十三年（1874）颜房改：代传名振，时昭德成，诗书世泽，礼义家声。又增：元勋永绍，峻业维宏，忠孝继启，道学昌明。 不详,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pqlduspqr3wyot2p
长沙虢氏三修族谱（湖南省/长沙市/望城区）,虢筱非 虢殿军,虢,2006,新平堂,初祖虢仲受封于东虢，以封国为姓，历秦汉魏晋隋唐元，至明成化年间，始祖含育公自赣迁湘，落业长沙，传一至四世，分九大房后传二十二代，迄今五百三十四年。 本谱记载了各房支谱序跋录、规约录，各房墓图识，各房德行录，族谱凡例，统计表，源流叙，任职表，捐资表及总宗图。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/op85l95oa78kfdjg
长沙藤冲盛氏四修族谱十卷首卷二卷（湖南省长沙市）,盛兴邦,盛,1933年,广陵堂,始遷祖清琦（字玉田）、億德（字美中），皆明代人。書名據版心、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/huz9nsossri7f74u
