province,city,year,genealogy_count
云南省,保山市,2005,4
云南省,保山市,2006,2
云南省,保山市,2007,4
云南省,保山市,2008,3
云南省,保山市,2009,5
云南省,保山市,2010,2
云南省,保山市,2011,2
云南省,保山市,2012,4
云南省,保山市,2013,3
云南省,保山市,2014,3
云南省,保山市,2015,2
云南省,保山市,2016,4
云南省,保山市,2017,8
云南省,保山市,2018,8
云南省,保山市,2019,5
云南省,保山市,2020,5
云南省,保山市,2021,2
云南省,保山市,2022,1
云南省,保山市,2023,1
云南省,大理白族自治州,--,11
云南省,大理白族自治州,1837,1
云南省,大理白族自治州,1865,1
云南省,大理白族自治州,1903,1
云南省,大理白族自治州,1915,1
云南省,大理白族自治州,1920,1
云南省,大理白族自治州,1922,1
云南省,大理白族自治州,1923,1
云南省,大理白族自治州,1924,1
云南省,大理白族自治州,1927,1
云南省,大理白族自治州,1938,1
云南省,大理白族自治州,1944,1
云南省,大理白族自治州,1986,1
云南省,大理白族自治州,1995,1
云南省,大理白族自治州,1996,1
云南省,大理白族自治州,1999,2
云南省,大理白族自治州,2000,2
云南省,大理白族自治州,2001,2
云南省,大理白族自治州,2002,1
云南省,大理白族自治州,2003,1
云南省,大理白族自治州,2004,1
云南省,大理白族自治州,2005,2
云南省,大理白族自治州,2006,3
云南省,大理白族自治州,2008,1
云南省,大理白族自治州,2009,3
云南省,大理白族自治州,2010,3
云南省,大理白族自治州,2011,3
云南省,大理白族自治州,2012,1
云南省,大理白族自治州,2013,1
云南省,大理白族自治州,2014,3
云南省,大理白族自治州,2015,3
云南省,大理白族自治州,2016,2
云南省,大理白族自治州,2017,6
云南省,德宏傣族景颇族自治州,2013,2
云南省,德宏傣族景颇族自治州,2015,1
云南省,德宏傣族景颇族自治州,2016,1
云南省,德宏傣族景颇族自治州,2019,1
云南省,德宏傣族景颇族自治州,2020,1
云南省,德宏傣族景颇族自治州,2022,1
云南省,文山壮族苗族自治州,1927,2
云南省,文山壮族苗族自治州,1949,1
云南省,文山壮族苗族自治州,2002,1
云南省,文山壮族苗族自治州,2003,1
云南省,文山壮族苗族自治州,2009,1
云南省,文山壮族苗族自治州,2010,1
云南省,文山壮族苗族自治州,2013,3
云南省,文山壮族苗族自治州,2014,1
云南省,文山壮族苗族自治州,2015,1
云南省,文山壮族苗族自治州,2017,3
云南省,文山壮族苗族自治州,2018,3
云南省,昆明市,--,7
云南省,昆明市,1793,1
云南省,昆明市,1914,1
云南省,昆明市,1934,2
云南省,昆明市,1937,1
云南省,昆明市,1938,1
云南省,昆明市,1943,1
云南省,昆明市,1944,1
云南省,昆明市,1984,1
云南省,昆明市,1985,1
云南省,昆明市,1998,1
云南省,昆明市,2001,2
云南省,昆明市,2002,1
云南省,昆明市,2003,3
云南省,昆明市,2004,2
云南省,昆明市,2005,1
云南省,昆明市,2007,2
云南省,昆明市,2009,1
云南省,昆明市,2010,4
云南省,昆明市,2011,1
云南省,昆明市,2013,2
云南省,昆明市,2014,1
云南省,昆明市,2015,4
云南省,昆明市,2016,6
云南省,昆明市,2017,3
云南省,昆明市,2018,4
云南省,昆明市,2019,2
云南省,昆明市,2020,2
云南省,昆明市,2021,2
云南省,昆明市,2023,1
云南省,昭通市,--,7
云南省,昭通市,1906,1
云南省,昭通市,1925,1
云南省,昭通市,1932,1
云南省,昭通市,1941,1
云南省,昭通市,1958,2
云南省,昭通市,1990,2
云南省,昭通市,1997,2
云南省,昭通市,1999,2
云南省,昭通市,2001,2
云南省,昭通市,2003,1
云南省,昭通市,2004,2
云南省,昭通市,2006,2
云南省,昭通市,2007,2
云南省,昭通市,2008,7
云南省,昭通市,2009,1
云南省,昭通市,2010,1
云南省,昭通市,2011,2
云南省,昭通市,2012,1
云南省,昭通市,2013,2
云南省,昭通市,2015,2
云南省,昭通市,2016,6
云南省,昭通市,2017,6
云南省,昭通市,2018,4
云南省,昭通市,2019,10
云南省,昭通市,2020,6
云南省,昭通市,2021,1
云南省,普洱市,--,1
云南省,普洱市,2004,1
云南省,普洱市,2009,1
云南省,普洱市,2011,2
云南省,普洱市,2012,1
云南省,普洱市,2013,1
云南省,普洱市,2014,1
云南省,普洱市,2015,1
云南省,普洱市,2018,1
云南省,曲靖市,--,1
云南省,曲靖市,1844,1
云南省,曲靖市,1853,1
云南省,曲靖市,1937,1
云南省,曲靖市,1940,1
云南省,曲靖市,1942,1
云南省,曲靖市,1943,1
云南省,曲靖市,1987,2
云南省,曲靖市,1990,1
云南省,曲靖市,1991,1
云南省,曲靖市,1993,1
云南省,曲靖市,1994,3
云南省,曲靖市,1995,2
云南省,曲靖市,1996,2
云南省,曲靖市,1997,2
云南省,曲靖市,1998,1
云南省,曲靖市,1999,5
云南省,曲靖市,2000,1
云南省,曲靖市,2001,1
云南省,曲靖市,2002,2
云南省,曲靖市,2003,1
云南省,曲靖市,2004,3
云南省,曲靖市,2005,6
云南省,曲靖市,2006,2
云南省,曲靖市,2007,6
云南省,曲靖市,2008,5
云南省,曲靖市,2009,1
云南省,曲靖市,2010,5
云南省,曲靖市,2011,5
云南省,曲靖市,2012,6
云南省,曲靖市,2013,6
云南省,曲靖市,2014,6
云南省,曲靖市,2015,7
云南省,曲靖市,2016,8
云南省,曲靖市,2017,6
云南省,曲靖市,2018,8
云南省,曲靖市,2019,1
云南省,曲靖市,2020,4
云南省,曲靖市,2021,2
云南省,曲靖市,2022,2
云南省,楚雄彝族自治州,--,3
云南省,楚雄彝族自治州,1986,1
云南省,楚雄彝族自治州,1992,1
云南省,楚雄彝族自治州,2003,1
云南省,楚雄彝族自治州,2006,2
云南省,楚雄彝族自治州,2007,1
云南省,楚雄彝族自治州,2011,1
云南省,楚雄彝族自治州,2014,1
云南省,楚雄彝族自治州,2016,2
云南省,楚雄彝族自治州,2017,1
云南省,楚雄彝族自治州,2019,1
云南省,楚雄彝族自治州,2020,1
云南省,玉溪市,--,2
云南省,玉溪市,1989,1
云南省,玉溪市,1995,1
云南省,玉溪市,2001,1
云南省,玉溪市,2003,1
云南省,玉溪市,2004,1
云南省,玉溪市,2005,2
云南省,玉溪市,2007,1
云南省,玉溪市,2008,1
云南省,玉溪市,2011,1
云南省,玉溪市,2012,2
云南省,玉溪市,2013,1
云南省,玉溪市,2014,1
云南省,玉溪市,2015,2
云南省,玉溪市,2018,2
云南省,玉溪市,2019,3
云南省,红河哈尼族彝族自治州,--,1
云南省,红河哈尼族彝族自治州,1839,1
云南省,红河哈尼族彝族自治州,1910,1
云南省,红河哈尼族彝族自治州,1995,1
云南省,红河哈尼族彝族自治州,1996,1
云南省,红河哈尼族彝族自治州,2003,1
云南省,红河哈尼族彝族自治州,2004,2
云南省,红河哈尼族彝族自治州,2005,3
云南省,红河哈尼族彝族自治州,2009,4
云南省,红河哈尼族彝族自治州,2010,2
云南省,红河哈尼族彝族自治州,2011,2
云南省,红河哈尼族彝族自治州,2013,3
云南省,红河哈尼族彝族自治州,2014,3
云南省,红河哈尼族彝族自治州,2016,2
云南省,红河哈尼族彝族自治州,2017,3
云南省,红河哈尼族彝族自治州,2019,2
云南省,红河哈尼族彝族自治州,2020,1
云南省,西双版纳傣族自治州,1947,1
云南省,西双版纳傣族自治州,2022,1
云南省,迪庆藏族自治州,2013,1
云南省,迪庆藏族自治州,2015,1
内蒙古自治区,乌兰察布市,2005,1
内蒙古自治区,乌兰察布市,2018,1
内蒙古自治区,包头市,2012,1
内蒙古自治区,包头市,2015,1
内蒙古自治区,包头市,2019,1
内蒙古自治区,包头市,2022,1
内蒙古自治区,呼伦贝尔市,2019,1
内蒙古自治区,呼和浩特市,2008,1
内蒙古自治区,呼和浩特市,2010,2
内蒙古自治区,呼和浩特市,2011,1
内蒙古自治区,呼和浩特市,2013,1
内蒙古自治区,呼和浩特市,2014,2
内蒙古自治区,呼和浩特市,2016,1
内蒙古自治区,呼和浩特市,2017,2
内蒙古自治区,呼和浩特市,2018,1
内蒙古自治区,呼和浩特市,2020,1
内蒙古自治区,呼和浩特市,2021,1
内蒙古自治区,呼和浩特市,2022,1
内蒙古自治区,巴彦淖尔市,2017,1
内蒙古自治区,赤峰市,1999,1
内蒙古自治区,赤峰市,2000,2
内蒙古自治区,赤峰市,2004,1
内蒙古自治区,赤峰市,2005,1
内蒙古自治区,赤峰市,2006,2
内蒙古自治区,赤峰市,2008,1
内蒙古自治区,赤峰市,2010,1
内蒙古自治区,赤峰市,2014,3
内蒙古自治区,赤峰市,2016,3
内蒙古自治区,赤峰市,2017,4
内蒙古自治区,赤峰市,2018,1
内蒙古自治区,赤峰市,2020,3
内蒙古自治区,赤峰市,2022,1
内蒙古自治区,通辽市,--,1
内蒙古自治区,通辽市,2016,2
内蒙古自治区,通辽市,2020,1
内蒙古自治区,鄂尔多斯市,2011,1
内蒙古自治区,鄂尔多斯市,2015,1
内蒙古自治区,鄂尔多斯市,2017,1
内蒙古自治区,鄂尔多斯市,2018,1
内蒙古自治区,鄂尔多斯市,2019,2
内蒙古自治区,鄂尔多斯市,2020,1
内蒙古自治区,阿拉善盟,2010,1
北京市,北京市,--,20
北京市,北京市,1737,1
北京市,北京市,1763,1
北京市,北京市,1784,1
北京市,北京市,1788,1
北京市,北京市,1795,3
北京市,北京市,1797,1
北京市,北京市,1807,1
北京市,北京市,1811,2
北京市,北京市,1821,2
北京市,北京市,1826,1
北京市,北京市,1831,1
北京市,北京市,1835,1
北京市,北京市,1843,1
北京市,北京市,1863,1
北京市,北京市,1874,1
北京市,北京市,1876,1
北京市,北京市,1885,2
北京市,北京市,1892,1
北京市,北京市,1898,1
北京市,北京市,1909,1
北京市,北京市,1911,1
北京市,北京市,1913,1
北京市,北京市,1919,1
北京市,北京市,1926,1
北京市,北京市,1929,1
北京市,北京市,1931,1
北京市,北京市,1941,1
北京市,北京市,1948,1
北京市,北京市,1963,1
北京市,北京市,1994,1
北京市,北京市,1996,1
北京市,北京市,1997,1
北京市,北京市,1998,1
北京市,北京市,2002,2
北京市,北京市,2003,1
北京市,北京市,2004,1
北京市,北京市,2005,1
北京市,北京市,2006,2
北京市,北京市,2007,1
北京市,北京市,2008,3
北京市,北京市,2009,1
北京市,北京市,2010,1
北京市,北京市,2011,1
北京市,北京市,2013,2
北京市,北京市,2014,2
北京市,北京市,2015,2
北京市,北京市,2016,2
北京市,北京市,2017,3
北京市,北京市,2018,1
北京市,北京市,2019,1
北京市,北京市,2022,1
吉林省,吉林市,--,1
吉林省,吉林市,1910,1
吉林省,吉林市,1922,1
吉林省,吉林市,1929,1
吉林省,吉林市,1940,1
吉林省,吉林市,1983,1
吉林省,吉林市,1989,2
吉林省,吉林市,1995,1
吉林省,吉林市,1997,2
吉林省,吉林市,1999,1
吉林省,吉林市,2005,1
吉林省,吉林市,2007,1
吉林省,吉林市,2010,1
吉林省,吉林市,2012,2
吉林省,吉林市,2016,1
吉林省,四平市,1849,1
吉林省,四平市,1862,1
吉林省,四平市,1924,1
吉林省,四平市,2015,1
吉林省,延边朝鲜族自治州,1994,1
吉林省,延边朝鲜族自治州,2005,1
吉林省,延边朝鲜族自治州,2020,1
吉林省,松原市,2012,1
吉林省,松原市,2014,1
吉林省,松原市,2021,1
吉林省,白山市,1801,1
吉林省,白山市,1995,1
吉林省,通化市,2019,1
吉林省,长春市,--,1
吉林省,长春市,1894,1
吉林省,长春市,1928,1
吉林省,长春市,1993,1
吉林省,长春市,1996,2
吉林省,长春市,1997,1
吉林省,长春市,1998,1
吉林省,长春市,1999,1
吉林省,长春市,2001,1
吉林省,长春市,2002,1
吉林省,长春市,2008,1
吉林省,长春市,2009,1
吉林省,长春市,2010,2
吉林省,长春市,2013,3
吉林省,长春市,2015,2
吉林省,长春市,2018,1
吉林省,长春市,2019,1
吉林省,长春市,2020,2
四川省,乐山市,--,2
四川省,乐山市,1834,1
四川省,乐山市,1856,1
四川省,乐山市,1857,2
四川省,乐山市,1883,1
四川省,乐山市,1914,1
四川省,乐山市,1927,1
四川省,乐山市,1929,1
四川省,乐山市,1931,1
四川省,乐山市,1932,1
四川省,乐山市,1935,1
四川省,乐山市,1936,1
四川省,乐山市,1939,1
四川省,乐山市,1943,1
四川省,乐山市,1986,1
四川省,乐山市,1993,1
四川省,乐山市,1996,1
四川省,乐山市,1998,1
四川省,乐山市,2000,1
四川省,乐山市,2002,1
四川省,乐山市,2004,2
四川省,乐山市,2007,2
四川省,乐山市,2008,1
四川省,乐山市,2009,1
四川省,乐山市,2012,4
四川省,乐山市,2013,6
四川省,乐山市,2014,1
四川省,乐山市,2017,2
四川省,乐山市,2018,1
四川省,乐山市,2019,2
四川省,乐山市,2020,1
四川省,内江市,--,16
四川省,内江市,1848,3
四川省,内江市,1854,3
四川省,内江市,1857,1
四川省,内江市,1866,1
四川省,内江市,1868,1
四川省,内江市,1869,1
四川省,内江市,1871,2
四川省,内江市,1877,1
四川省,内江市,1882,1
四川省,内江市,1888,1
四川省,内江市,1891,1
四川省,内江市,1894,1
四川省,内江市,1896,1
四川省,内江市,1898,1
四川省,内江市,1899,2
四川省,内江市,1903,1
四川省,内江市,1906,1
四川省,内江市,1907,2
四川省,内江市,1908,2
四川省,内江市,1909,1
四川省,内江市,1910,1
四川省,内江市,1911,1
四川省,内江市,1912,2
四川省,内江市,1913,1
四川省,内江市,1914,1
四川省,内江市,1915,2
四川省,内江市,1919,2
四川省,内江市,1922,2
四川省,内江市,1924,2
四川省,内江市,1925,1
四川省,内江市,1926,2
四川省,内江市,1927,1
四川省,内江市,1928,1
四川省,内江市,1930,2
四川省,内江市,1931,3
四川省,内江市,1932,2
四川省,内江市,1933,2
四川省,内江市,1935,1
四川省,内江市,1936,5
四川省,内江市,1938,1
四川省,内江市,1940,1
四川省,内江市,1942,1
四川省,内江市,1943,2
四川省,内江市,1947,3
四川省,内江市,1948,1
四川省,内江市,1949,2
四川省,内江市,1987,2
四川省,内江市,1990,1
四川省,内江市,1992,1
四川省,内江市,1994,2
四川省,内江市,1995,2
四川省,内江市,1999,2
四川省,内江市,2000,4
四川省,内江市,2001,1
四川省,内江市,2002,1
四川省,内江市,2003,1
四川省,内江市,2004,1
四川省,内江市,2005,2
四川省,内江市,2006,4
四川省,内江市,2007,3
四川省,内江市,2008,6
四川省,内江市,2010,3
四川省,内江市,2011,1
四川省,内江市,2012,4
四川省,内江市,2013,2
四川省,内江市,2014,4
四川省,内江市,2015,1
四川省,内江市,2016,2
四川省,内江市,2017,3
四川省,内江市,2018,2
四川省,内江市,2019,1
四川省,内江市,2020,3
四川省,内江市,2021,1
四川省,凉山彝族自治州,1938,1
四川省,凉山彝族自治州,1982,1
四川省,凉山彝族自治州,1989,1
四川省,凉山彝族自治州,1993,1
四川省,凉山彝族自治州,1996,1
四川省,凉山彝族自治州,1997,2
四川省,凉山彝族自治州,1999,1
四川省,凉山彝族自治州,2002,2
四川省,凉山彝族自治州,2003,1
四川省,凉山彝族自治州,2004,1
四川省,凉山彝族自治州,2005,3
四川省,凉山彝族自治州,2007,4
四川省,凉山彝族自治州,2009,2
四川省,凉山彝族自治州,2010,2
四川省,凉山彝族自治州,2011,4
四川省,凉山彝族自治州,2012,2
四川省,凉山彝族自治州,2013,3
四川省,凉山彝族自治州,2014,1
四川省,凉山彝族自治州,2015,8
四川省,凉山彝族自治州,2016,1
四川省,凉山彝族自治州,2017,5
四川省,凉山彝族自治州,2018,2
四川省,凉山彝族自治州,2022,1
四川省,南充市,--,12
四川省,南充市,1759,1
四川省,南充市,1802,1
四川省,南充市,1832,1
四川省,南充市,1838,1
四川省,南充市,1846,1
四川省,南充市,1851,1
四川省,南充市,1855,1
四川省,南充市,1856,1
四川省,南充市,1857,1
四川省,南充市,1858,1
四川省,南充市,1860,1
四川省,南充市,1863,1
四川省,南充市,1864,1
四川省,南充市,1865,1
四川省,南充市,1866,1
四川省,南充市,1869,1
四川省,南充市,1873,1
四川省,南充市,1879,1
四川省,南充市,1890,1
四川省,南充市,1894,1
四川省,南充市,1921,1
四川省,南充市,1922,1
四川省,南充市,1928,1
四川省,南充市,1934,1
四川省,南充市,1943,1
四川省,南充市,1945,1
四川省,南充市,1947,4
四川省,南充市,1949,1
四川省,南充市,1989,1
四川省,南充市,1991,1
四川省,南充市,1994,2
四川省,南充市,1997,1
四川省,南充市,1998,3
四川省,南充市,1999,5
四川省,南充市,2000,3
四川省,南充市,2001,2
四川省,南充市,2002,1
四川省,南充市,2003,1
四川省,南充市,2004,2
四川省,南充市,2005,2
四川省,南充市,2006,4
四川省,南充市,2007,7
四川省,南充市,2008,4
四川省,南充市,2009,5
四川省,南充市,2010,6
四川省,南充市,2011,3
四川省,南充市,2012,6
四川省,南充市,2013,6
四川省,南充市,2014,5
四川省,南充市,2015,10
四川省,南充市,2016,10
四川省,南充市,2017,8
四川省,南充市,2018,6
四川省,南充市,2019,4
四川省,南充市,2020,2
四川省,南充市,2021,1
四川省,南充市,2022,2
四川省,宜宾市,--,7
四川省,宜宾市,1860,1
四川省,宜宾市,1878,1
四川省,宜宾市,1900,1
四川省,宜宾市,1914,1
四川省,宜宾市,1916,1
四川省,宜宾市,1919,1
四川省,宜宾市,1925,1
四川省,宜宾市,1927,1
四川省,宜宾市,1934,2
四川省,宜宾市,1936,1
四川省,宜宾市,1942,1
四川省,宜宾市,1973,1
四川省,宜宾市,1975,1
四川省,宜宾市,1985,1
四川省,宜宾市,1986,1
四川省,宜宾市,1992,1
四川省,宜宾市,1993,1
四川省,宜宾市,1995,1
四川省,宜宾市,1996,5
四川省,宜宾市,1997,2
四川省,宜宾市,1998,2
四川省,宜宾市,1999,7
四川省,宜宾市,2000,3
四川省,宜宾市,2001,2
四川省,宜宾市,2003,3
四川省,宜宾市,2004,3
四川省,宜宾市,2005,1
四川省,宜宾市,2006,4
四川省,宜宾市,2007,1
四川省,宜宾市,2008,3
四川省,宜宾市,2009,2
四川省,宜宾市,2010,4
四川省,宜宾市,2011,4
四川省,宜宾市,2012,3
四川省,宜宾市,2013,7
四川省,宜宾市,2014,1
四川省,宜宾市,2015,3
四川省,宜宾市,2016,8
四川省,宜宾市,2017,5
四川省,宜宾市,2018,6
四川省,宜宾市,2019,8
四川省,宜宾市,2020,4
四川省,宜宾市,2021,3
四川省,宜宾市,2023,2
四川省,巴中市,1806,1
四川省,巴中市,1918,1
四川省,巴中市,1987,1
四川省,巴中市,1993,1
四川省,巴中市,1996,2
四川省,巴中市,2000,1
四川省,巴中市,2001,1
四川省,巴中市,2002,6
四川省,巴中市,2004,3
四川省,巴中市,2005,4
四川省,巴中市,2006,4
四川省,巴中市,2007,1
四川省,巴中市,2008,4
四川省,巴中市,2009,6
四川省,巴中市,2010,5
四川省,巴中市,2011,7
四川省,巴中市,2012,10
四川省,巴中市,2013,9
四川省,巴中市,2014,6
四川省,巴中市,2015,6
四川省,巴中市,2016,9
四川省,巴中市,2017,4
四川省,巴中市,2018,4
四川省,巴中市,2019,8
四川省,巴中市,2020,3
四川省,巴中市,2021,2
四川省,巴中市,2022,1
四川省,广元市,--,4
四川省,广元市,1862,1
四川省,广元市,1901,1
四川省,广元市,1907,1
四川省,广元市,1927,1
四川省,广元市,1929,1
四川省,广元市,1939,1
四川省,广元市,1944,1
四川省,广元市,1997,1
四川省,广元市,1999,1
四川省,广元市,2000,3
四川省,广元市,2002,1
四川省,广元市,2003,2
四川省,广元市,2004,2
四川省,广元市,2005,9
四川省,广元市,2007,2
四川省,广元市,2008,3
四川省,广元市,2009,4
四川省,广元市,2010,2
四川省,广元市,2011,2
四川省,广元市,2012,2
四川省,广元市,2013,1
四川省,广元市,2014,1
四川省,广元市,2015,4
四川省,广元市,2016,6
四川省,广元市,2017,1
四川省,广元市,2018,7
四川省,广元市,2019,7
四川省,广元市,2020,2
四川省,广元市,2021,1
四川省,广安市,--,1
四川省,广安市,1818,1
四川省,广安市,1909,1
四川省,广安市,1910,1
四川省,广安市,1928,1
四川省,广安市,1931,1
四川省,广安市,1985,1
四川省,广安市,1994,1
四川省,广安市,1996,1
四川省,广安市,1997,1
四川省,广安市,1998,6
四川省,广安市,1999,5
四川省,广安市,2000,6
四川省,广安市,2001,5
四川省,广安市,2002,5
四川省,广安市,2004,6
四川省,广安市,2005,5
四川省,广安市,2006,6
四川省,广安市,2007,2
四川省,广安市,2008,16
四川省,广安市,2009,6
四川省,广安市,2010,5
四川省,广安市,2011,5
四川省,广安市,2012,5
四川省,广安市,2013,7
四川省,广安市,2014,10
四川省,广安市,2015,14
四川省,广安市,2016,15
四川省,广安市,2017,14
四川省,广安市,2018,6
四川省,广安市,2019,3
四川省,广安市,2020,5
四川省,广安市,2021,1
四川省,广安市,2022,1
四川省,广安市,2023,1
四川省,德阳市,--,11
四川省,德阳市,1766,1
四川省,德阳市,1846,1
四川省,德阳市,1851,1
四川省,德阳市,1853,1
四川省,德阳市,1855,1
四川省,德阳市,1860,2
四川省,德阳市,1861,1
四川省,德阳市,1863,1
四川省,德阳市,1868,1
四川省,德阳市,1869,1
四川省,德阳市,1870,2
四川省,德阳市,1883,1
四川省,德阳市,1884,1
四川省,德阳市,1895,2
四川省,德阳市,1900,1
四川省,德阳市,1909,1
四川省,德阳市,1913,1
四川省,德阳市,1914,1
四川省,德阳市,1917,1
四川省,德阳市,1925,1
四川省,德阳市,1932,1
四川省,德阳市,1933,1
四川省,德阳市,1937,1
四川省,德阳市,1938,1
四川省,德阳市,1939,1
四川省,德阳市,1943,1
四川省,德阳市,1946,1
四川省,德阳市,1992,2
四川省,德阳市,1995,1
