谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
武城曾氏宗谱（江西省/上饶市）,曾德水;曾德生,曾,1995,--,始迁祖希久，明洪武年间迁居广信府上饶县三十九都石底。 谱载谱序、例言、诏封、新序、遗奏、领谱字号、首士芳名、祠堂图、像图、字派语、世系图、世表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/fx26ygeznrrlzkdg
武城曾氏宗谱（江西省/上饶市）,曾令炎,曾,1993,--,始迁祖文仁，明季迁广信府上饶三十九都石底，文元，携二子游山玩水，见乡溪之南名曰望古，秀遂卜居于此居焉。 谱载新序、文正公遗奏、上谕、重修族谱序、奏牍派系、奏牍优免四氏碑、告示、重修族谱任事名目、序言、族规、领谱字号、首事芳名、祠堂图、祖像、字派、谱序、族谱例言、诏书、世系、行传。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/yza26vuagv3t2qye
武城曾氏宗谱珀珊长房东份私谱（福建省/泉州市/晋江市）,不详,曾,不详,--,始祖同上。始迁祖旭婉，清代人。书名据书衣题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/jqpd23v7bik97hl3
武城曾氏宗谱八卷（湖北省武汉市新洲区）,曾志益,曾,1923年,--,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/q5eg7vzf21hdi2ah
武城曾氏宏联公裔续修族谱.重庆巫山（重庆市/重庆市/巫山县）,曾美林,曾,2019,--,清朝时，始迁祖宏联(字相久)，从湖北省恩施州建始县长梁镇百股水村迁到重庆市重庆市巫山县。 卷一引言、开篇论谱、序、说明、画像、皇帝赐印、写真篇、文脉篇、根脉篇、功德篇、后记，卷二世系，卷三世系、功德篇、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/wd5y79lxelcplgd4
武城曾氏大成族谱不分卷(江西泰和),曾衍枢,曾,清乾隆19年(1754),--,始祖參（字子輿），東周人。十五世據，西漢末徙居豫章吉陽。傳至珪，徙睦陂。三十七世唐御史大夫慶，生五子，偉之後居龍潭，駢之後居木塘源，利、運二人之後居泰和文溪，教之後則居寧都、吉州等地。後裔又自泰和分徙江西萬安、興國、贛縣、于都等地。明成化狀元曾彥（字士美）出於此族。譜載譜序、凡例、雜記、世系等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/r7gmzpljcmqcu7o3
武城曾氏寿庆房五修族谱三十五卷首二卷（湖南省益阳市）,曾绍峰,曾,1933年,--,始迁祖怀琛，字玉珊，號鶴遐，行三，明洪武二年自江西吉水縣迁居益陽稠木曾家觜。书名據目录题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/z9wuz1xx74an766q
武城曾氏四续族谱二十卷首一卷(湖南),曾心海,曾,清光緒33年(1907),--,始祖福仲，元季自江西太和縣圳上遷邵陽東鄉之太平里，生四子，第三子財矅徙邵陽安平，即今新寧。此是曜房譜，族人居邵陽石獅、雅村，湘鄉大泉等處。卷首譜敘、目錄、凡例、家訓、家規、家禮輯要、祭文、班序，卷一、二武城舊序、案牘、像圖、倫言等，卷三至二十世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4ogkjwllg8zzvg8c
武城曾氏四修族谱（江西省/萍乡市）,曾申友;曾甲祥,曾,1997,--,先祖参（字子兴），生于周敬王丙申年，居山东济宁州嘉祥县南四十里武山西南距武城旧居五里元寨山之麓。始祖据，于汉元帝永光戊寅年挈族渡江庐陵之吉阳乡。 卷首一前言、谱序、叙、例言、领谱字号、纶音，卷首二遗奏、上谕奏牍、优免牌像图，卷首三宗圣墓图、祠堂、家庙、艺文、典记、传史、四修谱光荣榜、通讯录、派语，卷一至三十五世系图、世表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4cnq3mu9rpfwtvkl
武城曾氏四修族谱二十二卷(湖北麻城),曾宪渊;曾庆茂;曾宪祥,曾,民国29年(1940),三省堂,始迁祖仲明，元末由湖北黄冈卜居麻城高山。此乃八世孙大吉、大荣、大遇、大思、大义、大有、大雄、大青七房笔裔合修谱。卷一谱序、凡例、荣典、奏牍、图像，卷二训规会服制图、功德附善行节孝录、修谱名目，卷三祠墓附有关文字契据、祀产、派语，卷四总世系、谱源，卷五至二十二世系、拾遗、谱跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/fh65uhz6rfuxwkd2
