谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
刘氏族谱（台湾省/新竹县）,刘德芳,刘,1958,--,始祖谷祥，谥桢善，元明之际居鯆东饶平石井乡。始迁祖名不详，为一四五世宗和公之后代，移居台湾，后裔散居新竹县新埔镇等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/yixiluxwdiber48x
刘氏族谱（台湾省/新竹县）,刘金汉,刘,不详,--,始祖七十三郎。始迁祖秉庆，清季移居台湾，后裔散居新竹县竹北乡等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/nophjwf8qujvfkyg
刘氏族谱（台湾省/新竹县）,不详,刘,不详,--,始祖信卿，元明之际迁广东饶平。始迁祖延转，字学悟，清季移居台湾，后裔散居新竹县横山乡等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/on1eejv2dqg6u71e
刘氏族谱（台湾省/新竹县）,不详,刘,不详,--,始迁祖大郎，清季移居台湾，后裔散居新竹县新埔镇等地。记事至1986年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ijsa91bf9ciplpfz
刘氏族谱（台湾省/新竹县）,不详,刘,不详,--,始迁祖子桂，移居台湾，后裔散居新竹县竹东镇等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ucxy14fkks1ye5a9
刘氏族谱（台湾省/新竹县）,不详,刘,1957,--,始迁祖承豪，谥刚义，清季移居台湾，后裔散居新竹县新埔镇等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lmpocedlrivfvl4r
刘氏族谱（台湾省/新竹县）,刘火土,刘,1954,--,始祖确齐。始迁祖概，号智友，谥智良，清季移居台湾，后裔散居新竹县新埔镇等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/z1wsttmzmhxh3hrq
刘氏族谱（台湾省/新竹县）,刘金汉,刘,不详,--,始祖广传，宋代人。始迁祖宁猛，字瑞猛，谥毅正，清季移居台湾，后裔散居新竹县芎林乡等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/vu7pg85rois393zh
刘氏族谱（台湾省/新竹县）,刘家云;等,刘,1970,--,一世始祖监明。始迁祖敦直、国化等移居台湾，后裔散居新竹县及桃园县等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/1d1y3nr2dulib3ei
刘氏族谱（台湾省/新竹县）,刘阿火,刘,1969,--,始祖开七，宋朝人。始迁祖秀龙，清代自福建泉州移居台湾，后裔散居新竹县竹东镇等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/afmjeguc6dpubq3g
