谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
润州包氏族谱十卷（江苏省镇江市）,包梦奎,包,清道光十三年（1833）,遗砚堂,始祖拯，字希仁，諡孝肅，宋代人。始遷祖實，字若虚，號誠齋，行二，明代人。書名據譜目録題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/x4c6lk3zjp9pux1b
润州刘氏族谱四卷末一卷（江苏省镇江市润州区）,刘芷仁,刘,1915年,藜照堂,始祖應龍，字汉臣，号實齋，宋代人。始迁祖中美，字子宜，行孝三，清代由南京坊口迁居潤东之越河圩。书名据书衣、书名页题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/d4xtujkjad5op2vl
润州丹徒顺江洲金氏重修族谱四卷（江苏省镇江市丹徒区）,刘汝卿,金,清光緒22年(1896),怀远堂,始祖朝興，字廷揚，明初以軍功補授其子雲龍官京口統制，雲龍解組後卜居潤州城，其子廣移家藤料沙。廣孫英、蘭，因沙基衝坍，遂改宅於順江洲（今屬丹徒）。嗣以倭寇侵擾，英一支四散無稽，故譜獨尊蘭（號玉齋）爲順江洲始遷祖。卷一譜序、禁約、家訓、圖贊，卷二傳、世系，卷三至四年表。書名據卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/emtxndlvmikw452f
润州丹徒镇吴氏续修宗谱四卷首一卷（江苏省镇江市丹徒区）,吴惟昺,吴,清乾隆十六年（1751）,--,始迁祖生一，元明间迁居丹徒。书名据卷端题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/u81puymovdged99v
润州丁氏家乘八卷（江苏省镇江市）,谢先珍,丁,清道光二十四年（1844）,留余堂,始祖顗，字靖夫，宋代人。始遷祖曄，宋代人。書名據書名頁題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/bd6fk7fjvp6up1g4
润城赵氏族谱四卷（江苏省镇江市）,不详,赵,清,咸淳堂,始祖允恭，宋太宗四子元份後裔，元至正時官江蘇金壇教諭，卒于任上，後人遂定居丹徒（今屬鎮江）。因其先世定籍福建泉州府晉江縣，遂自稱爲宋室皇裔支閩南分派。卷一文藝、外紀年表，卷二内紀實録、内紀文藝、支系圖，卷三至四年表。書名據外紀年表。記事至清嘉慶二十年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/s2c9dozgb2g6bu69
润城西门外曾氏重修族谱（江苏省镇江市）,不详,曾,清,三省堂,一世祖布，字子宣，行六，北宋崇宁间出守潤州（今鎮江），子孫遂世居之。存卷为世傳。存卷二。书名據卷端题。记事至清光緒间。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/74fkgfneync2824i
润城张氏家谱不分卷（山西省晋城市阳城县）,张景先,张,清嘉慶二十五年（1820）,--,始遷祖恭，明代人。書名據譜序題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/be7dib15m3x3l5jj
润南莱村韦氏重修宗谱五卷（江苏省镇江市）,韦氏合族,韦,清光绪十四年（1888）,一经堂,始迁祖麟，字化賢，号玉振，行敬一，明代人。书名据卷端题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/hxyluslnaxb4c5en
润南白兔山西谢氏重修宗谱六卷（江苏省镇江市）,舒德灏,谢,清光緒29年(1903),--,一世祖誾，字樸如，行順一，世居毘陵（今江蘇常州），南宋後期徙居延陵（今江蘇丹陽）。五世祖孫南一，字奉先，元季卜遷潤南白兔山西泉水灣，为始遷祖。卷一譜序、誥敕、先世家傳等，卷二修譜題名、像贊、世系圖，卷三至六行傳。内有張九成手書墨跡。書名據目录題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/8jpewsdlqxoviy1w
润南横塘朱氏重修族谱十四卷（江苏省镇江市）,朱智梁,朱,清光緒六年（1880）,诚正堂,外紀始祖介，字光迪，行二十二，唐代人。内紀始祖熹，字仲晦，號晦庵，行五二，宋代人。始遷祖日旻（或作昊），字均先，行萬廿六，元代人。 書名據目録題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/l1k23srxywyhjhys
润南巉岗吴氏重修宗谱（江苏省镇江市）,不详,吴,清,--,始迁祖永鉉，行勝一，世居潤州（今镇江）高庄，宋季迁居郡城南長山之阳，地名曰巉崗。存卷载年表。存卷一至三。书名据卷端题。记事至清道光间。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/aldod3ye8f5oaqlu
润南官塘桥胡氏重修宗谱四卷（江苏省镇江市）,胡清霖,胡,清光绪三十年（1904）,--,始祖瑗，字翼之，号安定先生，行禮八。始迁祖万禄，宋元之際迁潤南官塘橋。书名据卷端题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4r51an9hgragcq9z
润南塔山傅氏重修族谱十六卷（江苏省镇江市）,傅录瓒,傅,清光緒二十一年（1895）,--,一世祖堯俞，字欽之，行萬一，北宋大臣，世居須城穀城山，建炎南渡迁居義烏。十一世孫勝霖，字澤民，避元兵入侵自豫章西洛村迁居潤州（今鎮江）城南塔山，为始迁祖。书名據卷一卷端题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/w9rkj531qp4qr4g5
润南塔山傅氏重修族谱十六卷（江苏省镇江市）,傅炳梓,傅,清同治9年(1870),--,一世祖堯俞，字欽之，行萬一，北宋大臣，世居須城穀城山，建炎南渡迁居義烏。十一世孫勝霖，字澤民，避元兵入侵自豫章西洛村迁居潤州（今鎮江）城南塔山，为始迁祖。卷一譜序、譜例、家規、祠堂记、墓誌、墳塋图说、取名字派、歷代迁徙地點、統宗世表，卷五至九分支世系表、歷世行傳，卷十四雁行录，卷十五傳略、行述、詩文集序、壽文、跋文。存卷一、五、七至九、十四、十五。书名據卷端题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/p1ixas5pvclvc8i4
润南南庄毛氏宗谱六卷（江苏省镇江市）,蒋南山,毛,清同治十二年（1873）,宝穑堂,外紀始祖萇。内紀始祖海翁，號滄溟，行省一，元代人。始遷祖隆六，明代人。書名據目録題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6fk6jkdd825qun8j
润南凌塘朱氏家乘六卷（江苏省镇江市丹徒区）,不详,朱,清咸豐2年(1852),昌学堂,始遷祖號清二，明季自婺源遷居丹徒凌塘。卷一譜序、敕命、書院總録、祠記、家訓、詩、凡例、家規禁約，卷五年表。存卷一、五。書名據卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/t9jdk5mc2ykbx6h4
润东马氏重修族谱十六卷（江苏省镇江市）,马嘉德,马,清同治13年(1874),乐真堂,始祖廷鸞，字翔仲，号碧梧，南宋丞相。始迁祖伯憲，字忠顯，号穎夫，行名一，廷鸞六世孫，元末由丹阳迁潤城东乡之當江沙。卷一谱序、凡例、家訓、外传，卷二至三传、赞、寿序，卷四系图，卷五至十六年表、跋。书名据卷端题。十修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/jwsg9jxw6jtyb5bs
润东顺江洲刘氏重修族谱十六卷（江苏省镇江市丹徒区）,刘志勤,刘,民國4年(1915),五忠堂,始祖韐，字仲偃，建州崇安五夫里人，仕宋延康殿大学士。韐長子子羽，字彦修，行一，宋建炎初出为镇江安撫使，遂析居京口。始迁祖顯，元明之際，以舊居为水蕩塌，於洲中另築中和圩，即今順江洲。是谱即彙南北兩分十二房編成。卷一谱序、祠记、刘子羽神道碑、刘平甫墓誌銘、凡例、家訓、墓图、祠图、祠堂楹聯，卷二诰命、传记，卷三義庄事略、百歲坊案录，卷四世系图，卷五至十五年表，卷十六補遺、後跋、书後。书名据卷端题。谱初修於清康熙二十八年，此为八修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ozcu5s7nb4aa3u4u
