谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
彭氏家谱（河南省/洛阳市/洛宁县）,彭荣吾,彭,1994,--,始迁祖德春，明初自山西洪洞迁居河南宜县汪汴村。书名据书衣题。谱初修于1922年，此为三修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/bopvqbqxesuk4mr5
彭氏家谱（广东省/深圳市/宝安区）,彭锦荣,彭,1980,--,宝安始迁祖彭桂（字秀华），居新安龙山（今属广东省深圳市），明万历年间复迁新安粉璧岭。新安，古代深圳所在地，民国时广东省新安县复称宝安县，后又改为深圳市宝安县。 谱载彭氏谱序、刺史源流世系谱、诗文、彭氏得姓受氏之图、历朝名录、世系世表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/dzs6bcmv2b41zoog
彭氏家谱（广东省/揭阳市/揭西县）,彭淑果,彭,2010,--,为馆藏：XP46652之复本。始祖延年（字舜章，号震峰），宋代江西庐陵人，北宋英宗时官广东潮州知府，后居揭阳浦口村。始迁祖九世受章（号乐丰），明洪武间迁海丰县五云洞（清代属陆丰县，解放后属揭西县）。 不详,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/fj7czmw5pz2w4syg
彭氏家谱四卷（湖北省荆州市江陵县）,彭光国,彭,1918年,述古堂,始迁祖旭明，明洪武六年自湖北江夏迁居監利鴨橋垸（土名彭家），後落籍江陵草市。书名據版心、书衣题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/zs1hvmpddevxn1pl
彭氏家谱.罗山县朱堂乡万河白马（河南省/信阳市/罗山县）,彭秀和,彭,2010,--,清朝，始迁祖彭天如(原名彭守德)从湖北省黄冈市麻城市迁河南省信阳市罗山县朱堂乡。 谱载首届修谱执事合影、前言、创修家谱序、世系表、捐资宗亲芳名录、附录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/njhaxxipxr9c8gw6
彭氏家谱(广东揭西),彭淑果,彭,2010年,--,始祖延年（字舜章，号震峰），宋代江西庐陵人，北宋英宗时官广东潮州知府，后居揭阳浦口村。始迁祖九世受章（号乐丰），明洪武间迁海丰县五云洞（清代属陆丰县，解放后属揭西县）。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lehzdm0m3dmwgycm
彭氏家族（江西省/宜春市/丰城市）,彭时维,彭,不详,--,始迁祖良贵，自丰城迁居固庄村。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/f83d4c5gbdbn6lun
彭氏家族谱.陇西堂.二修（湖北省/恩施土家族苗族自治州/恩施市）,彭振坤,彭,2020,陇西堂,清朝时，始迁祖彭凝厚，由湖南省娄底市双峰县井子镇，迁到湖北省恩施土家族苗族自治州恩施市。 谱载前言、序言、伟人论家谱、文件、渊源考、演变沿革、派次、一览表、分支图、风采录、先辈文章、墓碑、格言选录、二十四节气、纪年、居家风水、纪年、血缘图、称谓表、随记、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/62an7hqcxxhhnvcm
彭氏家族五修谱不分卷（江西省萍乡市莲花县）,彭新正,彭,1948年,--,始祖云，字構云，贈號徵君，唐代人。始迁祖九萬，明代人。书名據书衣题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/t1z2k6t5z7n2qc5y
彭氏家族不分卷（台湾省）,彭明炎,彭,1937年,--,始祖延年，字舜章，號震峰，宋代人。始迁祖象照，清代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pkbat2nbdnf5qtmp
