谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
贡氏八修宗谱二十九卷首四卷(湖北蕲春),贡士芬,贡,1988年,纪念堂,始祖文（字仁德），北宋靖康中为武德大夫，扈驾南渡居宁国宣城（今安徽宣城）之南湖。六世士濬（字文濬），南宋末封广陵郡（今江苏扬州）侯，以为郡望。始迁祖七世松（字伯文，号肇斋），元赠朝奉大夫，经湖北麻城迁蕲春。松子师中（字时用）居麻城，启麻城一支；谷贞、谷友、谷荣居蕲春，分三分。 卷首一至四凡例、序、传，卷一至二十九世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/5qpplrjcav7g2ks4
贡氏八修宗谱二十九卷首四卷(湖北蕲春),贡士芬,贡,1988年,纪念堂,始祖祖文（字仁德），大名人，宋南渡居宣城。始迁祖七世松（号伯文，号肇斋），南宋末自宣城迁居蕲春。 卷首一凡例、家训、祭文、名目，卷首二至四序传，卷一至二十九世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/izxhjjrahd1h5e40
财团法人台北霞里江氏宗祠（福建省/泉州市/惠安县）,江新人,江,1999,--,该族原籍河南固始，传言五代时随王审知南下福建，先居德化，明洪武间迁居惠安里春村莺头。始迁祖友杰，明宣德二年迁居东园镇下埯村（霞里）。友杰生四子，分启四房。后世族中有多人迁居台湾。本册系霞里江氏于台湾台北所建宗祠册。 载发刊词、霞里江氏源流序、霞里江氏祖训、江氏谱牒字行续句、财团法人台北霞里江氏宗祠建祠沿革、董监事成员及会员简介、台北江府大人爷塑造金身置宫之缘由等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/45gqu0bgtj5qedd1
财来禤氏族谱五卷(广西梧州),禤榕强,禤,2003年,--,始迁祖宥深，明万历间由广东三水县珠玑巷迁居广西梧州府苍梧县多贤乡（今梧州市蝶山区夏郢镇）财来村。 卷一源流，卷二世序，卷三考证，卷四史事拾集，卷五历代英才。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/m3hg3a658szud6zq
贠氏族谱（山西省/运城市/平陆县）,贠志东,贠,2009,--,始迁祖昆，明朝由山西省临汾市洪洞县，迁到运城市平陆县张村镇。 谱载前言、凡例、脉络图、世系表、直序说、书香说、恩纶说、后记、附。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/5iz5wbz4yzka8wa3
贞丰里戴氏族谱不分卷（江苏省苏州市昆山市）,戴观象;戴观成,戴,清道光二十二年（1842）,--,始遷祖仲明，原籍江都，以居址稍近瓊花觀，故世號为瓊花戴氏。元末避兵于吳，遂卜居於茂苑之貞豐里（今崑山周莊）。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/qgl6oulpfd2al3d2
贞丰里戴氏族谱不分卷（江苏省苏州市昆山市）,戴观象;戴观成,戴,清道光二十二年（1842）,--,始遷祖仲明，原籍江都，以居址稍近瓊花觀，故世號为瓊花戴氏。元末避兵于吳，遂卜居於茂苑之貞豐里（今崑山周莊）。此譜較上譜多录墓誌銘、傳五篇，世系内容亦有多處不同。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/2iozvqi6v2ofx39c
贞溪洪氏宗谱六卷（浙江省丽水市缙云县）,洪金奎,洪,1945年,--,始祖惠民，字任良，宋代人。始迁祖焕，字顯仲，南宋紹熙二年自江西鄱阳县移居浙江雲县洪村頭村（今屬舒洪镇）。书名据版心、书签题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/c8f1x8qyetj6vx1w
贞溪丁氏宗谱（浙江省/丽水市/缙云县）,丁官进,丁,1997,--,始祖殿（字纯仁），宋代因水患由台邑清埠迁至右泉。始迁祖权（字公绩，行开七五），南宋咸淳六年迁居贞溪。 卷一谱序、存谱目录、条例、历世排行字母、谱序、记类、凡例、墓志、墓铭传类、寿赞、仪状、行传、行表、行实、行状、行略、诗类、墓图，卷二支图，卷三至五行第。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lgnq45hmykr2rnac
贞溪丁氏宗谱（浙江省/丽水市/缙云县）,丁献南,丁,1992,--,始迁祖淳（字世善，号凤山），宋代迁居缙云贞溪。 卷一序文、凡例、传赞、祠记、坟图，卷二世系图，卷三世美录、宋元明故录小传，卷四世德录，卷五杂文、先世遗文等，卷六至八行第。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/jsv7prwfcymyl5tb
