谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
栅川于氏宗谱十四卷(浙江兰溪),于嚞,于,民國9年(1920),星聚堂,始祖世珍，字寶善，號鶴圃，行地十，唐宋之際自河南徙居杭州，孫房，北宋中徙浦陽，七傳至善，南宋時復遷蘭谿棠源，再傳五世至思卿，字堆生，行二（譜為第十四世），元代始遷邑之柵川。卷一譜序、條例，卷三、四系圖，卷五至十二行第，卷十四先德、傳、實錄、譜跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/bchckf864dind54t
栅川于氏宗谱□□卷(浙江兰溪),佚名,于,清道光23年(1843),星聚堂,參見于嚞纂修《柵川于氏宗譜》條目。始祖世珍，字寶善，號鶴圃，行地十，唐宋之際自河南徙居杭州，孫房，北宋中徙浦陽，七傳至善，南宋時復遷蘭谿棠源，再傳五世至思卿，字堆生，行二（譜為第十四世），元代始遷邑之柵川。卷六系圖，卷七至九行第。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/550xex3u7o5bcmwr
栅川於氏宗谱□□卷(浙江兰溪),佚名,于,清同治12年(1873),星聚堂,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ysxhjkzdlsrtj6v0
柴氏家乘不分卷（河北省沧州市东光县）,柴凤台,柴,清光绪五年（1879）,--,始迁祖大恭，明代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/5oosr3ffbmseblg8
柴氏家乘不分卷（江苏省苏州市太仓市）,柴桂,柴,清,--,始祖廷富，祖籍山西太原，先世宋靖康间南渡居浙。其仕元为海道水軍萬户，自浙移居嘉定。始迁祖孟膚，廷富五世孫，元季再徙太倉武陵桥。有清吳偉业诗。谱载家乘题辭、實录、世谱、墓銘、传、寿诗、輓诗、仪註、祝文。书名据书衣题。记事至清道光间。佚名批校。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xm73izzrndhztvpa
柴氏宗谱（河南省郑州市巩义市）,柴俊河,柴,1986年,--,始迁祖金、銀、十、定，明永乐间由山西洪洞县移居河南巩义。书名据版心、谱序题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/h46a9c5abujowgm6
柴氏宗谱（河南省南阳市浙川县）,等;柴国昶,柴,1995年,--,始迁祖成，南宋初由河南尉氏县移居淅川象山。书名据谱序题。二修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/kyaeefbmjaflkpfj
柴氏宗谱（河南省南阳市唐河县）,柴其发,柴,2000年,--,始迁祖世英，明洪武间由山西洪洞移居河南唐河王寨。书名据书签题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9gtkbavxxnbhkf7l
柴氏宗谱七卷（山西省临汾市）,柴松青,柴,1941年,--,始迁祖宗郁。书名据版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ijb5sfnn2jnzzpwg
柴氏宗谱一卷（浙江省宁波市宁海县）,陈光熙,柴,清光绪三十年（1904）,--,始迁祖道修，号隱峰，元（後）至元元年自宁海县西乡高潭村移居本邑外柴村（今属岔路镇）。谱载序文、世系。书名据目录题。谱初修於明萬曆四十八年，此为六修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/bzsjehuoc4vb3enk
