谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
梅氏宗谱（浙江省）,不详,梅,清光緒間,--,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ozzjrijjn5n1nvzl
梅氏宗谱（浙江省/丽水市/云和县）,郑云龙,梅,2000,--,始迁祖贲，宋朝由景宁大漈迁云和大湾下垟村，为下垟之祖。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ggl7f5fke6h3ngqu
梅氏宗谱（浙江省/丽水市/云和县）,叶圣山,梅,1989,--,始迁祖伯详由丽水县浮云乡（今属云和县云丰乡）江头村徙居云丰乡张家地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6osoh3iw6i9mqvvo
梅氏宗谱（浙江省/绍兴市/上虞区）,梅文祚,梅,2010,--,始祖乾（字道彦），北宋人，第十世春（字绍平，行贞十七），自台州迁上虞梅家岙。其时盖在宋末或元代。谱奉春为梅家岙始迁祖。 卷一新老谱序、宗范、家传、祭户，卷二世系图、世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/f5t5tpbfevjitfpg
梅氏宗谱（浙江省/温州市/乐清市）,梅月共;梅月坦,梅,1976,--,先祖福（字子真），梁春秋为补南昌尉上书言事及王莽颛一朝弃妻子去，人传以为仙遂于会稽市北常游九江寿春，此支派由豫分林派杭州钱塘县州平乡居。始祖葑，宋季始迁乐清四都梅岙，是为发祥之祖，分甲乙丙丁戊己庚辛壬癸十房。 谱载行第小引、凡例、祖像、世系图。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lw1ascjr6angr7k8
梅氏宗谱（江西省/九江市/九江县）,梅贤步;梅时名,梅,1989,汝南堂,始迁祖荣四（字思杰），明永乐二年由安徽宣城迁居浔阳德化（今九江县）封廓州。 卷首谱序、历代源流图、六言歌、杂记告示、七绝垂训、古风二十一韵、凡例、谱训、家训、家规、宗派、领谱字号、修谱委员会名目、工作人员名目、各支代表、特邀代表、人丁分布居住概况、关于本届谱头简要说明、世系，卷一至二十一世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4j8197rklkj2zayr
梅氏宗谱（江苏省/无锡市/江阴市）,等;梅岳定,梅,2002,文学堂,始祖殷（字思祖，又字实庵，号伯殷），徽州宣城人，元末从明太祖征讨有功，为驸马都尉。其子开泰（一名鸿，字有绪）、开基（一名鹤，字有经）、开发（一名鹏，字有纶）、开云（一名鹄，字有纲）迁居江阴西石桥，是为始迁祖。 卷一续修说明、梅姓的来历、家规、家法、家训、义例、凡例，卷二像图、传，卷四至六世系图，卷七至十六世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6d4p79xqbpkx9qhw
梅氏宗谱（江苏省/泰州市/泰兴市）,梅仁蕊,梅,2012,汝南堂,（明）乾元，本居宁国，明永乐间靖难兵起，避居延令西江。 卷一：序、传和其它文稿、像、梅兰芳画、执谱名录、照片、家训、排行用字、后记；卷二（上、中、下）：世系图；卷三至十六：年表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/8mfn5d6p788ay61y
梅氏宗谱（江苏省/常州市/武进区）,梅国成,梅,2016,映雪堂,始祖殷（字思祖、号安国），先世徽州宣城南梅村人，元末从明太祖征讨屡建战功，后以靖难之役殉难。子开泰（字有绪），扶父榇南归，隐居于江苏江阴之西石桥。四世孙武烈、武纬派分东西：武烈（字士谦），迁居江苏常州武进白塔塘桥镇南之薛舍（后改名梅家村），为东分支始迁祖；武纬（字士志），迁居白塔塘桥之东马庄，为西分支始迁祖。 卷一序、编委工作人员、凡例、现代人物事略、序、凡例、谱例、家规、家训、历代簪缨录、祠堂图志、重修祠堂记、服制图、像，卷二传赞、行略、序、卷三传、行略、序，卷四至八世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/h9ddmzrsihlpx3m5
梅氏宗谱（武汉黄陂陂南篇）（湖北省/武汉市/黄陂区）,梅仁发;梅刚甫,梅,2008,汝南堂,始祖奉弘，宋季由江西南昌迁麻城。始迁九世祖本升，明洪武二年由麻城清石桥沈家庄迁黄陂滠源乡居焉。 载续谱理事会名单，姓氏源流，续修谱序，世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ikbrevs6y5xgsd9o
梅氏宗谱（武汉黄陂五青打古什篇）（湖北省/武汉市/黄陂区）,不详,梅,2008,--,十七世梅因起世系。 载十七世梅因起世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/8xaoy92cu1ir2ze0
