谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
邱氏重修族谱（福建省）,邱业深;邱辉,邱,1992,--,始祖乔，原籍福建邵武府禾坪，生子六人。其中次子二郎（讳法从），约于唐末五代迁居福建建宁县城，复迁邑之上黎堡蟠湖坑，为邱家排支始迁祖；三子三郎（讳法言），先迁江西广昌县官溪，复迁汀州府宁化县石壁都邱家坊，为邱家坊始迁祖。本谱乃此二支合修谱。 谱载序、行实、鸿名、字号、派行、题名、本宗源流、世系、跋、世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9avczlbckujelxta
邱氏重修族谱（福建省/三明市/宁化县）,邱书文;邱世鸣,邱,1992,--,始祖国宗（字仕宾），唐季客闽省寓邵武府禾坪遂家焉。始迁祖法从（讳二郎），唐季由邵武禾坪卜居建宁县在城，复迁上黎堡蟠湖高坑是为邱家排开基始祖。 谱载新旧序、行实、执事鸿名、领谱字号、派行、题名、本宗源流、世系、跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/3el5xrsz15rjo553
邱氏重修族谱十六卷首二卷(江西修水),邱展清,邱,清光緒29年(1903),河南堂,譜奉八郎（名必仁），為始祖，居閩上杭勝運鄉。其六世孫六十郎宋末之初遷居粵梅州鎮平員子山，六十郎六世孫希魯為本支祖。希魯裔孫道恆等清康熙年間遷來義寧州（今修水縣）。首二卷譜序、家傳、仕官錄、祠堂圖、屋圖、墳圖，卷二至十六世系圖、表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/us84xrt8wgicb4os
邱氏重修族谱不分卷（江西省）,--,邱,清光绪间,河南堂,参见清邱正敏修《[江西兴国]兴邑均村邱氏重修族谱》条目（馆藏：988272）。（始祖念三郎，宋代人。曾孙继龙，宋末避乱自福建宁化石壁邱家坊迁居上杭胜运南坑泥洋里。继龙三子：惟长、惟福、惟禄，皆被尊为一世祖。祖祠建于江西赣州兴国县大足乡均村。）。后裔散居江西兴国、雩都（今于都）、会昌、赣县、万安、泰和、长宁、义宁州（今修水）、安福、龙泉（今遂川）、新昌（今宜丰）、南康、吉安等地。谱存世系。书名据版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/csmoh49lctimclc6
邱氏重修族谱七卷(江西兴国),邱进嘉,邱,民國十七年(1928),德建堂,始祖六十郎，宋代居鎮平。支祖十世孔恩（字建德，號白湖，別號浩翁），明中葉居廣東鎮平（今梅州）白泥湖。始遷祖九十二世永炳（又名逢華）、九十世鈺卿，清康熙間自鎮平遷居江西贛州興國宜桂塅。卷一源流序、目錄、執事人名、派名詩、領譜字號、祠堂記、合族入籍稟、仕籍、封贈、科目、職員、賓飲、覃恩、五世同堂、壽紀、民國畢業員、屋圖、墳圖，卷二吊線、世系、像圖、誥命、匾式，卷三序傳并墓誌，卷四像讃并詩、序傳、線圖，卷五至七世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/jp4upcmc28qp18hh
邱氏重修宗谱（湖南省岳阳市平江县）,不详,邱,清,河南堂,谱起自七十一世啟瞬。啟瞬世居广东大埔县。其孙應元（字亨）、應康（字質义，号安，諱勤创）、應林（字樂，号天禧），清初迁平江县，分居於抽心洞尾、宋家陂、沙里东邊，是为始迁祖。存卷载世表。存卷四。书名据版心题。记事至清道光间。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/7ak6pcg3owtigsbe
邱氏重修宗谱（江西省/上饶市）,邱业彩;邱灿赢,邱,1994,--,始祖崇（字宗卿，行乾一，谥文定），南宋世居江南省常州府江阴县（今江苏省无锡市江阴市）。 卷首迁居总考、历代题名、赠、序、记、祠堂条规、派联、序、建祠乐助名录、领谱字号、坟图、先代世系、本宗世系、字辈、凡例、新题名五、新迁考，卷一至八世系、行传。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/eua3znhhz3sgija1
邱氏重修宗谱（全国）,邱灿赢,邱,1994,--,始祖正，世家河南洛阳，传十六世至法从（行二郎），宋代自邵武禾坪复迁建宁蟠湖高坑。后分毓茂昭公、毓茂德公两支，或迁江右或居浙地。是谱为浙江遂安、江山、常山，江西玉山等地各支之合谱。 卷首旧序、迁居总考、历代题名、记、祠堂条规、凡例、建祠乐助名录、坟图、现代世录、现代列传、新序字辈、新增凡例、新迁考，卷一至八世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/s6d5kofukgq5x3aj
邱氏邦仪公族谱（陕西省/安康市）,邱文章,邱,2006,--,始迁祖邦仪公，清雍正年间携二子迁到陕西安康枣园开基创业。 谱载彩照、族徽、题词、目录、前言、凡例、序言、彦章公房情况简述、插页、丘姓来源及郡望、丘氏太始祖姜太公、雍正帝改丘为邱谕、原修谱序、陕西省河南堂邱氏族谱简介、广东古梅州石窟都始祖名讳之管见、邱氏统一辈序字派、新旧辈序字派对照表、引言、广东镇平始祖梦龙公世系图表、人才录、四世同堂一览表、编后语。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/erk1eqbtmkbao3kt
邱氏谱牒（台湾省/桃园市）,邱修园;邱六郎,邱,1976,--,始迁祖必宗（谥质直），清代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/fzl3d2cfsqze91pv
