谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
湖南湘阴汨罗司马氏族谱（湖南省/岳阳市）,司马刚;司马志宇,司马,2022,河内堂,始迁祖碧潭，元至正二十四年自浙江山阴至湖南长沙任宣慰司长史，明洪武九年转升儒学提举司使，携子化龙迁湖南湘阴万缘巷。化龙后居邑之禄塘，复迁金鸡山（今王家坪长冲马一带）。化龙四世孙宏、宁、宣、实、宇、富、宽、完派分八房。后裔居湘阴、汨罗等地。 卷一开谱明义、人文专题，卷二至四世系图表，卷五世系图表、流芳百世、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/qx16krrad8gz6xev
湖南湘阴江氏族谱十二卷首二卷末一卷（湖南省岳阳市湘阴县）,江楚林,江,民國三十六年(1947),济阳堂,始祖萬里，字子遠，號古心，元代人。始遷祖光瓚，元代遷居湖南平江南湘陰青竹橋，其子遷居湘陰坳鴉塘。卷首譜序、凡例、遺訓、家訓、祠規、壽序、祭文、世系圖、墳山圖、合約、祠記，餘卷世系。 書名據書名頁題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lp2ra12r2exilour
湖南湘乡窦溪刘氏十一修族谱□□卷(湖南湘乡),佚名,刘,民國,燃藜堂,存卷皆為世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/02n7akuhmt8ts1ws
湖南湘乡横铺谭氏家衡支谱（湖南省/湘潭市/湘乡市）,谭绶生,谭,2014,--,参见一九四九年《[湖南湘乡]谭氏六修族谱》（馆藏号：974682-701）。始祖宏妙（官名丙，字离山，行十二郎），北宋太平兴国三年携次子全深（字德配）由湖南茶陵州城沙园下市街迁湘乡东凤一都屯落村。始迁祖二十七世兆泗（字东山，行五），约清乾隆间由湘乡龙城地区迁邑之横铺肖家冲（原湘乡五都）。二十九世家衡（字技禄，号傅珍，原号权中，行十六），为本谱支谱。 谱载序文、世系、附文、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/2ruzoismosn7nd5p
湖南湘乡南城贺氏四修家谱（湖南省/湘潭市/湘乡市）,贺星耀;等,贺,2019,清泉堂,本谱以会稽山阴（今浙江绍兴）人受姓始祖纯为一世祖。二十六世应䄡，后唐同光元年由江西莲花良方栎树下徙居双峰南岸（今永丰镇南）。始迁祖四十九世汝德，元至正年间迁至湖南湘乡南门。其子膺壹、膺才、膺星派分三房，本谱主要记膺才后裔。 上卷目录、序、前言、谱引、本宗九族五服图、家训、家劝、劝族八箴、炎帝简介、贺氏沂源、纪前世系、班序、传略、简图、地图、世系表，下卷前言、序、谱引、家训族规、班序、世系图、世系表、捐款芳名录、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/d2n4p4hu9v3qkzit
湖南湘西常汉胡氏六修族谱三十四卷首四卷（湖南省）,胡祥锋,胡,民國35年(1946),安定堂,是为常德、漢壽统谱。是为常德、漢壽统谱。始祖德文，明初自江西吉水迁楚北，再迁至楚南常德三官殿。其子分迁至中牛橋、車子橋，及漢壽馬澗、灰山等地。卷首谱序、塋山图、源流世系考、行述、契约、家规，餘卷皆世系表。存卷首、卷二、十四至十八、二十、二十三、二十五、二十六、三十一下、三十二下、三十三。书名据卷端题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/crvhaq6xafoxvqh6
湖南湘潭花石蓝下王氏七修支谱（湖南省/湘潭市）,王树和,王,2008,--,始祖子吉（字符迪），南宋淳祐年间从江西太和圳上迁湖南衡山沙泉。始迁祖十世全文，明永乐二年从衡山沙泉迁湘潭黄茅驿，再迁蓝下定居。 谱载序、先哲语录、先贤论谱、文件摘录、家谱起源、宗祠图、宗祠构造简介，旧谱序、族规、家训、世系世表、后记、捐资赞助人名单。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/qucpkcqzs6eoct13
湖南湘潭纯塘刘氏四修族谱十四卷（湖南省湘潭市）,刘城;刘先进;劉先進;刘先梯,刘,清宣統元年,笃本堂,始祖遐（字從遠，又字成始），西洛任城人，為晉安成太守，留守安成笪橋。始遷祖城，遐三十六世孫，原籍江西吉安府永豐縣紫溪圳上，明初徙居茶陵西鄉，後又自茶陵來潭，卜居七十四都，後改屬十五都三甲純塘。卷一譜序、總目、凡例、任事名目、族譜論、別派論、班次論、班次引、班次詩、領譜字號、源流序、均差記、上諭、朱子格言、家規、祠規，卷二四禮輯要、敬避諱名、年表、事蹟、傳文、壽序、祭文、墓誌銘，卷三至十二垂絲、齒錄，卷十三宗祠圖、龍歸寺圖、墓盧圖、墓圖、祠堂記、龍歸寺記、祀田記、合約、碑文、邑憲告示、捐項，卷十四契據、跋、補錄。（館藏：6116系此譜之複本殘卷，存卷八）書名據目錄題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/r9qlvit9vzpp7t5z
湖南湘潭乐郊黄氏五修谱十四卷（湖南省湘潭市）,黄儁能,黄,民國29年(1940),敦本堂,譜以正光次子廷貴（字體重）爲嫡祖，廷貴生碧佑，碧佑生祖琦，祖琦生宗俧，宗俧生泰安、泰宥、泰寰。卷一譜序，包括茶陵原序十二篇，卷二婚喪禮制，卷三世系圖，卷四至九泰安、泰宥、泰寰三房行傳，卷十家訓、祠規，卷十一祠田契約、開學合約等，卷十二祠圖、墓圖，卷十三傳贊，卷十四录收養異姓之子。書名據目录、卷端題。此譜編輯大意，謂據第三修略事修正,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ise325lokkzsyjwo
湖南湘潭板桥傅氏六修族谱（湖南省/湘潭市）,傅厚庵;傅乐平,傅,2013,清河郡,始迁祖诚（字忠信，号锦堂），于明永乐二年由桃源入省城长沙迁居湘潭板桥樟树港。 上册源流字派、居住分布、齿录传承，中册世系图、世表、家族文化、艺文著述，下册祠堂墓庐、坟茔葬址、板桥人物、傅氏拾遗、附录、余庆录、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4v59g8oif98ugmne
