谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
岭陂邓氏五修谱（湖南省/衡阳市/衡山县）,邓贤錖,邓,2000,雍睦堂,始迁祖一松，明洪武八年从江西泰和县鹅田梅子坡迁到庐陵（今吉安），再迁湖南茶陵，后转迁湖南衡山岭陂。 谱载先祖像、扫墓合影、彩照、前言、公开信、凡例、家训、家戒、伟人录、乐捐芳名录、散文篇、艺文篇、传序篇、个人简历、齿录系图与齿录排列、编后语。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/2v2utw8742orq1mc
岭边苏氏宗谱三卷（浙江省金华市）,苏樟春,苏,1941年,--,始遷祖員五，明代人。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/j9xc94tz193ysoeb
岭西罗氏族谱（广东省佛山市高明区）,不详,罗,據清光緒三十一年（1905）敕書樓刻本,--,始遷祖譜題梅嶺僑翁，宋代人。存卷載祭典、祝文、祭产引、家訓、雜記等。存卷載祭典、祝文、祭产引、家訓、雜記等。書名據書名頁題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/jjkyqium5a1lhp9v
岭西余氏宗谱六卷首一卷末一卷（浙江省杭州市淳安县）,余炽蕃,余,1917年,德义堂,始祖元道，字士宏，五代後漢乾祐二年自遂安县丰厚村迁居本邑儒洪村（今属淳安县大墅镇）。始迁祖大壽，行十八，字光华，北宋初自儒洪村迁居本邑嶺西村。卷首谱序、谱说，卷一统宗系图、血脉谱、舊序、家训、迁派考，卷二像图、里居图记、凡例、家规、堂记、廟记、景诗、排行字、董事题名、领谱字号，卷三至四世系图，卷五传、序、赞、诗，卷六墳图、墓记、舊跋，卷末新跋。谱初修於明永樂二十年，此为八修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/f1gcadookqgfdaxv
岭脚李氏族谱（福建省泉州市南安市）,李会遒;李成玙,李,1948年,--,始祖廣孫，元末移居福建南安梅山鎮。始遷祖廣惠，明代再徙金淘鎮。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/t5ytk6xuyd756qfi
岭洋龚氏宗谱七卷（浙江省衢州市江山市）,龚贤林,龚,1919年,--,始祖河，字永清，號石山，南宋初隨駕南渡遷居龍游縣。始遷祖彪，行亨三，明永樂間自西安縣（今衢州市衢江區）遷居江山縣十一都嶺洋村（今屬塘嶺鄉）。卷一目録、譜序、凡例，卷二像圖、像贊，卷三祠圖、世系，卷四世系，卷五至七行第傳。譜初修於清道光元年，此为四修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/z5esas3qxcnperr3
岭根王氏宗谱六卷（浙江省台州市临海市）,陈肖,王,清光緒三十三年（1907）,--,明嘉靖三十八年王煦初修。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/8ieqr23q5t4uoec2
岭徐徐氏宗谱八卷（浙江省宁波市宁海县）,不详,徐,清光緒32年(1906),孝思堂,始迁祖應奎，元时避兵變隱於浙江宁海旗山。卷一历代源流、行第等，卷二世第，卷三世略，卷四世福，卷五世德、世芳，卷六世秩，卷七世藻，卷八风俗、古蹟。书名据版心、目录、卷端题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lq3mern2ti7xo49j
岭峧叶氏宗谱七卷（浙江省宁波市宁海县）,不详,叶,--,--,始祖温裕，字炳光，唐咸通间迁居宁海縣蓋倉山（山名，在今力洋鎮境）。始迁祖友烏，在明嘉靖间自宁海縣中堡村迁居本邑西倉嶺峧村（今均屬力洋鎮）。卷一譜序，卷二世系，卷三世傳，卷四世德，卷五世芳，卷六世福、世澤、世德，卷七世藻、譜跋。书名據书簽、书名页题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/x54bvvg5snidlasr
岭子高吴氏族谱（江西省/赣州市/赣县区）,合族,吴,2005,--,始迁祖惟福、惟寿，明末清初从福建上杭县黄田窝迁至江西赣县茅店上坝岭子高开基创业。 谱在关于收集整理编纂的通知、关于收集修谱经费的通知、源流、上杭寻根记、人才名录、修谱集资情况、乐捐名录、后记、告文、世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/1c3mj2ld92x2qoe8
