谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
吴氏支谱六卷（安徽省）,吴钰,吴,民國13年(1924),至德堂,始遷祖太善，明代自安徽休寧縣安樂鄉遷居貴池縣崇義鄉，旋遷潛山東鄉六都坂。卷一譜序、廟碑、世榮志、分遷志、支譜序、奉天勅命、聖諭、祖像贊、家規、族譜家規，卷二譜序、凡例、家訓、譜例、家禮圖、禮說四則、九儀、祠堂圖、傳、行述、領譜字號、歷朝編年，卷三至六世系。書名據版心、書簽題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/c1slnnj26uqvh56r
吴氏支谱不分卷（江苏省）,--,吴,清,--,参见清吴艾生修《吴氏支谱》条目。是谱续载洞泾吴氏世表。书名据版心、书签题,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/t8ivwi1af1tk85lb
吴氏支谱不分卷(江苏苏州),吴艾生,吴,清,--,參見清吳艾生修《吳氏支譜》條目。存譜載世表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/jktkeg8jcwlsk08u
吴氏房谱二卷（广东省佛山市南海区）,吴荃选,吴,1930年,--,始祖光集，宋代人。始迁祖煦寰，明代人。书名据版心题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pc7jhoffotpyhwrs
吴氏房谱不分卷（台湾省嘉义市）,吴进社,吴,1928年,--,始祖文應，明代人。族裔聚居嘉义梅山乡大南村。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pswxubuelikv43cm
吴氏庆余堂宗谱（湖北省/武汉市/新洲区）,吴德余,吴,2012,庆余堂,始迁祖定，元末明初由江西饶州迁居新洲妙埠潭。 总卷第一册编修委员会组成、序言、凡例、总卷导读、人丁统计及分布表、学子表、世系，第三至二十二册世系。附《吴氏庆余堂史志》载吴氏风采、宗谱序言、艺文选辑、古今人物、功德表彰。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/w7fl3xkhbr31872s
吴氏爱吾庐家谱（台湾省）,吴中瑾,吴,1998,--,始迁祖承燕（翼予，别署爱吾庐主），祖籍江西宁冈桥上，1948年定居台湾。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/iqazfagz8ticgt1j
吴氏忠孝城南支谱不分卷（安徽省黄山市休宁县）,吴肯堂,吴,清乾隆二十四年（1759）,--,始祖少微，字仲材，号邃谷，唐代人。始迁祖天，字太翁，宋代人。谱载世系、诗集、壽序、像赞等。书名据版心、卷端题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/7bml56d5ht3j1ne3
吴氏徐沛宗谱（江苏省/徐州市/沛县）,吴庆远;吴明珍,吴,2009,--,始祖山（字节极），明初任山西省平阳府总兵，卸任后携眷定居山东省曹州府（今菏泽市）潘满店。始迁六世祖端（字普圣），明成化年间由山东曹州府潘满店迁徐沛邑，先落户微山湖畔，后人定居在城子院（崔寨）西北，今吴攒楼村。 卷一序、堂号、起源、像赞、古迹文物、名人书画题字、文件摘要、历次谱序、宗谱修续大事记、辈字、颂先祖赞修谱、芳名录、家规、溯源记、远祖世系图、修续宗谱各支联络人员名单、捐资人名单、后记，卷二至八世系图、世表、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/vwee9ka2mhi68u2o
吴氏延陵家牒（福建省/龙岩市/连城县）,吴积淦,吴,--,--,始祖锦祥（原名秀），唐代入闽，居清流县。始迁祖七世孙十七，唐代迁居连城席湖营。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/tp1316arcuphbnmy
