谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
仲子世家谱.宝应支谱（江苏省/扬州市/宝应县）,仲兆金,仲,--,--,始祖名不详，原世居山东省，其后裔仲基因武功授高邮判，后携二弟迁移至江苏省苏州市吴江区和江苏省扬州市江都区，宝应支始迁祖仲七二，元朝时期从江苏省扬州市江都区复迁江苏省扬州市高邮市。 卷一像、图、谱序、凡例、先贤仲子、古迹、文艺、传记、家训，卷二世系图表，附九卷世系图表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/42cjkqawtwrrq71z
仲子世家谱.南宗五十六代子宣祖后裔支谱（江苏省/盐城市/东台市）,仲跻和,仲,2014,三善堂,因大明初建，燕王之兵乱，始迁祖仲子宣携弟仲子华从江苏省苏州市吴江避居泰州富安场东海滨（今属江苏省盐城市东台市）。 卷首民国谱序、发刊世系略缘起、甲午新谱续修始末、凡例、仲氏姓源、迁徙源流考、家训、元祖世系，卷一至卷七世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/rcnkollmi13ksxvg
仲仪公派下李氏家谱（台湾省/桃园市）,李振玉,李,1980,--,始祖仲仪（行念七），明福建泉州晋江雁塔乡人。始迁祖念春（又名益勒），清代移居台湾。后裔散居桃园县桃园市等地。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/hthceu51vlwv2rle
仰高许氏宗谱（浙江省金华市东阳市）,不详,许,1947年,--,始祖孜，晉代人。始遷祖志，字大節，行清一，宋季自錢塘徙居東陽南街通儒坊。存卷爲世系内紀。存卷六。書名據版心、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/gphyfkvlk1jfp57z
仰高许氏宗谱（浙江省金华市东阳市）,不详,许,民國2年(1913),--,始祖孜，晉代人。始遷祖志，字大節，行清一，宋季自錢塘徙居東陽南街通儒坊。卷一譜序、世系總紀、世系，卷四至七世系，卷十至二十九世傳，卷三十至三十一藝文、行狀，卷三十二贊、壽序，卷三十四行傳，卷三十六墓圖。存卷一、四、六、七、十、十五、十六、十九、二十一至二十四、二十九至三十一、三十二、三十四、三十六。書名據版心、書簽、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/uq1i97otxq7ro31l
仰高许氏宗谱（浙江省金华市东阳市）,许邦选,许,清光緒17年(1891),--,始祖孜，晉代人。始遷祖志，字大節，行清一，宋季自錢塘徙居東陽南街通儒坊。卷五世系，餘卷均爲世傳。存卷五、十四至二十三。書名據書簽題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/uqdrmucgxge3v1za
仰高许氏宗谱（浙江省/金华市/东阳市）,许宝鸿,许,2005,--,始迁祖志（行清一），登北宋乾德进士，为庆元府度支员外郎，由浙江钱塘徙居东阳治南建坊曰通儒坊，故为东邑许氏复迁之始祖。 卷一重修新序、旧序、凡人篇、各派执谱字号、凡例二十条、家规二十八条、历代人物、仰高祠基图、历代案稿、像赞、世系前纪、世系外纪、世系内纪，卷二至五世系，卷六至二十一行传，卷二十二诰敕、孝子公事、碑记跋附、文懿公事、梁宋明三朝行传、行状、约据、号亩，卷二十三六派传类，卷二十四寿文、赞、祭文、墓志铭、圹记，卷二十五墓图、阳基、谱跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/sw7i5jvtx4x2jut9
仰高许氏宗谱□□卷(浙江东阳),许邦选,许,清光緒17年(1891),--,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/npe481ptssqv7jix
仰高许氏宗谱(东阳),--,许,民國2年(1913),--,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ihw3w0moglhhr4pn
仰韶乡王氏家谱（河南省/三门峡市/渑池县）,王鸣鸾,王,1991,--,始祖嘉公，宋代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/4lkhdvrk583uiqqj
仰韶乡王氏家志新续（河南省/三门峡市/渑池县）,王仲明,王,1990,--,始祖嘉公，宋代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/tfznigy8vplve4l9
