谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
陈氏五修支谱十卷(湖南益阳),陈俊铉;陈启淼;陈英逵,陈,民國18年(1929),德星堂,一世祖裔滿，祖籍江西廬陵縣，明洪武年間任職廣東惠州府，後落業龍川縣大坪塘。第十世奇德，清康熙年間同子國倫遷湖南益陽縣治南十五里之梓山村，為遷益支祖。卷一至二譜序、墓誌、凡例、源流詩、家傳、家規、家訓，卷三至八世系表，卷九、十墓圖、契約、墓田記、祭田記、合同等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/vmqfu25vz6ivigi0
陈氏五修支谱十六卷首一卷（湖南省长沙市宁乡县）,陈绍藩;陈搏九,陈,民國32年(1943),光裕堂,始祖昌建，五代後唐同光中由江西泰和縣遷楚南寧鄉珊瑚衝。是为乾六公支譜。乾六，宋末避亂徙居粤西桂平縣。始遷祖先榮，字祖勝，明正德間復歸寧鄉，占籍潙水之濱陳家河，是即其支譜。卷一譜序、凡例、祖迹紀略、遺像、像贊、派語、名目、領譜字號、各房丁表，卷二祠圖说、家訓、祠祭事宜、祭文等，卷三碑記、碑銘、碑文、譜序、壽序、傳、行述等，卷四至十一世系，卷十二至十六墓圖。書名據版心題。五修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/u12nwzu8dn1k7nms
陈氏五修支谱十六卷首一卷(湖南宁乡),陈绍藩,陈,民國32年(1943),光裕堂,始祖昌建，五代後唐同光中由江西泰和縣遷楚南寧鄉珊瑚衝。傳至乾六，宋末避亂徙居粵西桂平縣。始遷祖先榮（字祖勝），明正德間復歸寧鄉，占籍潙水之濱陳家河，是即其支譜。存卷為世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/dugk6cr6433g2l7u
陈氏五修支谱十六卷(湖南宁乡),陈定湘;陈搏九;陈绍藩,陈,民国32年(1943),光裕堂,始祖昌建，後唐同光二年以宣议大夫致仕，由江西太和县迁湖南宁乡珊瑚衝。十一世孙乾六，南宋时避乱广西桂平县。十六世孙先荣，字祖胜，明正德间由广西复归宁乡，占籍狮顾一都沩水之滨陈家河，为始迁祖。卷一谱序、凡例、祖蹟纪略、遗像、像赞、派语、名目、领谱字号、各房丁表，卷二祠图说、家训、祠祭事宜、祭文等，卷三碑记、碑铭、碑文、谱序、寿序、传、行述等，卷四至十一世系，卷十二至十六墓图。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/monuc4s68m4op4gv
陈氏五修支谱十七卷(湖南益阳),陈忠安,陈,民國35年(1946),惇裕堂,始遷祖應聯(字廷魁，號邁群，又號波洲)，明洪武二年自江西移居益陽。卷一序、先儒譜論、凡例、家規、懿行紀略、傳、記、祭文、墓誌銘、壽序、行狀，卷二宗祠圖記祠規、服制圖、祭禮儀注、河圖洲土說河規、讞示碑詳判决書、修譜人名、領譜字號，卷三派語、支譜說、歷代總系、世系，卷四至十七世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/8gfgqb7z1itoyffx
陈氏五修支谱二十卷（湖南省益阳市）,陈泽宣;陈忠安,陈,民國36年(1947),惇裕堂,始遷祖應聯，字廷魁，號邁群，又號波洲，明洪武二年自江西移居益陽。卷一序、先儒譜論、凡例、家規、懿行紀略、傳、記、祭文、墓誌銘、壽序、行狀，卷二宗祠圖記祠規、服制圖、祭禮儀注、河圖洲土说河規、讞示碑詳判決書、修譜人名、領譜字號，卷三派語、支譜说、歷代總系、世系，卷四至二十世系。書名據版心、書簽題。五修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lwto2fdhayiwxcyl
陈氏五修宗谱（湖南省/郴州市/桂阳县）,陈道慎;陈人雨;陈人甲,陈,1949,德星堂,始迁祖忠星，原姓谭，后改陈姓，明洪武间自湖南茶陵迁居桂阳。孙子达、子暹、子远、子贤分启四房。 谱载谱序、源流、书院记、家规、家训、五服图、祭祀、寿序、墓志铭、行述、绅衿、任事芳名、领谱字号、甲子年号便考、系图、齿录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/dr952a7rr212rlug
陈氏五修宗谱（湖南省/衡阳市）,陈龙生;陈清明,陈,1996,--,始祖玉堂，宋时自江西吉安卜居湖南湘潭之泉塘樊山小冲。始迁六世祖龙（字贵卿），生于元大德四年，明朝迁至衡西之官部塘。 谱载总序、谱序、旧新班行歌、修谱委员会任事名单、捐款名单、合族分支实录、家训家规、世系图、世表、,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/n9n7ivze6rt5wcq2
陈氏五修宗谱（湖南省/常德市/汉寿县）,陈竺剑;陈仲篪,陈,1997,颍川堂,始祖长园，明正统二年由福建晋江御殿头乡分迁泉州府惠安县獭寮乡。七世秉贤，其长子鹏举，武进士，清康熙初年平定厦门、金门、铜山等岛，康熙八年奉旨督垦湖广常德府龙阳县（今汉寿）南八铺，挈眷并标下官员吴、陈、林、蔡等十六人来龙，是为始迁祖。 不详,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/u9ziynt8jwfpbe3c
陈氏五修合谱十四卷首一卷（湖南省常德市汉寿县）,陈才元,陈,民國37年(1948),德星堂,始遷祖孔茂，字仕夫，漢太丘長陳寔第三十九世孫，明永樂二年由江西豐城拖船埠移居漢壽。卷首序、源流、家規、凡例、讚、墓圖等，卷一至十四世系。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/g6ejgn9nzdj3ibik
陈氏九修族谱（湖南省/常德市/澧县）,陈克炎,陈,2008,义门堂,始迁祖世杰，原系江西南昌府丰城县人氏，明成化间宦仕楚南，致仕偕弟侄三人同至澧州，爱其山水之美，一居华溪桥，一居木马山，世杰居澧县桃林东里。 谱载论家谱、源流、谱序、叙、名目、五服图、祠堂记、八景词调、传赞、图、世系。(美国犹他家谱学会),https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/16k1pbvakjp3p54z
陈氏九修族谱九卷(湖南永兴),陈光珍,陈,民國36年(1947),--,始遷祖信念（字體誠，號永言），南宋除授廣西梧州府正總戎都督，嘉定十六年解組歸田，由浙江湖州府吳興縣徙居永興北關外之懸鐘寨。卷首（即卷一）譜序、修譜人名、兵災大事記、坪洞嶺記、閤族先達一覽表，卷二譜法大觀、凡例、家訓、祭田、墳山、五服圖、領譜字號，卷三至四世系圖，卷五至九齒錄。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lnezgqq0sfbn52fo
陈氏世谱（江苏省/苏州市）,陈宪炯,陈,2004,--,始祖迪（字景道），安徽宣城人，明洪武中官礼部尚书，建文避位，殉节而亡。始迁祖通（字北溪），诸生，明嘉靖间移居苏州阊门外吴邑十一都二图。 谱载制诰、序、凡例、宗支图、世系表、坟墓图、实录并赞、行略、传、文、记、杂文。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/q62jeiwgs5cg4ssa
陈氏世谱（山东省/淄博市/淄川区）,陈庆岚;陈庆峰,陈,2003,--,始迁祖良、彩，明朝初年奉旨自直隶真定府枣强县迁山东淄川，占籍西河庄、故庄东北赵家峪。 谱载续修筹备委员会成员、修谱发起人、谱序、世次行辈表、凡例、续修序、世系图、世表、功德录、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6fxecg589n1y5oic
