谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
隆氏续修族谱（湖南省邵阳市）,隆可达,隆,清光緒三十一年（1905）,--,始遷祖信伯，元代人。存卷首，卷五、六、九至十二、十四、十七。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/olv5ja44nrv2s1uj
隆氏族谱（重庆市丰都县）,隆长伦;隆泽华,隆,2000年,--,始祖玄二，原籍湖北麻城孝感鄉高坎堰，明洪武二年入川，落籍豐都北岸鎮江鄉朗溪。書名據封面題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/gig9mha1rnst6aek
隆氏族谱（湖南省）,隆昌值,隆,清道光十七年（1837）,敦本堂,始遷祖國相（行一）、國普（行二）、國華（行三）、國祥（行四），元代人。存卷一至三。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ctaaphvs8233af5x
隆氏族谱不分卷（湖南省）,隆德烈,隆,清乾隆四十一年（1776）,--,始遷祖國相（行一）、國普（行二）、國華（行三）、國祥（行四），元代人。存卷載序、墓誌銘、傳、贊、詩、藝文、家訓、禮、服制圖等。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/2ttefaz1qb2mewkx
隆氏五修族谱（湖南省/邵阳市）,隆述之,隆,1988,南阳郡,"始迁祖隆信伯，于明朝时期自江西省迁湖南省邵阳市。 卷首前言、居地图、世系,卷首上序、凡例、格言、规训、祠堂图记、传赞,卷首中传赞、行述、寿文,卷首下圣谕、诰封、服制图、派语,卷一至卷二十二世系。",https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/nb5fpkw7uouaazep
隆昌薄刀岭刘氏族谱补充资料（四川省/内江市/隆昌市）,刘爵宽,刘,2012,--,参见刘爵宽修《[四川隆昌]四川隆昌薄刀岭刘氏家谱》条目（馆藏：XP35675）。是族先世自福建迁居广东，再迁湖南。始迁祖宗荣、宗显、宗文、宗义兄弟四人，于清康熙五十三年自湖南郴州宜章县迁居四川荣昌县罗汉垻单板桥，雍正七年复迁隆昌县迎祥薄刀岭。 谱载隆昌县地图、对族谱疑点之我见、刘姓源流、族谱源流世系、刘邦的远祖世系表等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/bkk4n1ymiom02ldm
隆昌罗氏世谱不分卷（四川省内江市隆昌县）,罗伦蔚,罗,1915年,--,始遷祖洪應，清代人。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xhhrjfdxrajkh6my
隆昌县普润乡贵安公直系谱古氏族谱不分卷(四川隆昌),古家湘,张,2010年,--,參見2008年古家湘主編《四川隆昌古氏族譜》（XP7887）條。入川始祖祖誦，清雍正間自廣東遷四川隆昌東鄉六里野鴨池石子山。其六世孫（南遷第三十三世），清道光至咸豐年間遷本縣普岭寺鄔家河上沖。後裔分居界市、黃家、周興石碾、金鵝等鄉鎮。錄譜序、古氏概述、古氏名人、祖誦公派下（普潤鄉）貴安公世系圖世系錄。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/pyy0yxlpod1zjegk
隆川林氏源流世系图二卷（浙江省丽水市景宁畲族自治县）,不详,林,1945年,--,始祖載，字元超。始遷祖開一，明代自浙江青田縣西鄉芝田官橋村移居景寧縣隆川村。存卷載譜序、事蹟、受姓源流圖、排行字、世系圖。存卷下。書名據書名頁題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/czi1redhrio9cvbk
隆川林氏宗谱（浙江省/丽水市/景宁畲族自治县）,柳景元,林,1949,--,始祖载，字元超。始迁祖开一，明代自浙江青田县西乡芝田官桥村移居景宁县隆川村。 谱载序、源流图、排行字、世系图。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/v9n6bthsofi4razl
隆川林氏宗谱二卷（浙江省丽水市景宁畲族自治县）,不详,林,民國,--,始祖載，字元超。始遷祖開一，明代自浙江青田縣西鄉芝田官橋村移居景寧縣隆川村。存卷一。書名據書名頁題。記事至1944年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/cld384ghomvyxs98
隆川林氏宗谱二卷（浙江省丽水市景宁畲族自治县）,吴敦谆,林,清道光十六年（1836）,--,始祖載，字元超。始遷祖開一，明代自浙江青田縣西鄉芝田官橋村移居景寧縣隆川村。譜載受姓源流、源流序、排行字、世系圖等。存卷一。書名據譜序題。譜初修於元至元二十九年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/tdhemiotwbgmid2m
隆川林氏宗谱不分卷（浙江省丽水市景宁畲族自治县）,林鸣鹤,林,1938年,--,始祖載，字元超。始遷祖開一，明代自浙江青田縣西鄉芝田官橋村移居景寧縣隆川村。譜載序、事蹟、受姓源流圖、排行字、世系圖。書名據版心、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/wjqwjg7soenzd97v
隆川林氏宗谱三卷（浙江省丽水市景宁畲族自治县）,吴师祁,林,1919年,--,始祖載，字元超。始遷祖開一，明代自浙江青田縣西鄉芝田官橋村移居景寧縣隆川村。卷一譜序、表疏、村景詩、祠誌、祠記、行狀誌、受姓源流圖、排行字、世系圖，卷二至三世系圖。書名據版心題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/q5sk34oqcwxg8xss
隆山姚氏宗谱（福建省/宁德市/福安市）,姚家彬,姚,不详,--,始迁祖燕四，明代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ewfwgg61nk39w7vj
隆安方氏宗谱（广西壮族自治区/南宁市/隆安县）,方育年;方宏俊,方,2006,--,始迁祖大位，元末生于武缘县楞麻（今武鸣县灵马乡上下生村）。 谱载目录、我国历代纪元表，渊源篇，大位纪念碑记，题词赠语，隆安大位公支系烈士名单，功德篇，世系篇，综合篇，寿星篇，方村大事记，编后语，方氏族谱收入帐目表，方氏族谱经费支出表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/lexc2xvcxakfscjv
隆姓氏族源流一卷（湖南省邵阳市）,隆华镇,隆,1948年,--,始遷祖國相，元代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/j7zmt1mh2mpjh3ah
隆城乡张氏族谱（广东省/汕头市/澄海区）,张天浩;张烈宏,张,2010,--,始迁祖道宗（字真传），系福建省兴化府莆田县涵头乡，唐禧宗乾符二年与黄巢战于黄梅，出任瀛州刺史，因择居眼城而居，随籍海阳县（今澄海县）。 谱载前言、领袖论谱、始祖、传、先祖南迁初探、世祖简介、世系图、世表、祖祠及堂号、古寺、人物、隆城乡部分名人简介、大事记、编后语。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ew2cy27vg3ho2avr
