谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
从化［叶氏］井江房族谱附从化县三元岗房族谱系统表不分卷（广东省广州市从化市）,合族,叶,民國,--,始祖立道，迁居從化長湖村。始迁祖茂超，字德源，立道公子，迁居井崗房。三元崗支始迁祖系茂超裔孫春輝。譜載世系。书名據书名页题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ybf3sgrk1o9ppx5k
从化萧氏族谱（元直系）（广东省/广州市/从化区）,萧炳枢,萧,1992,--,始祖奇泰。始迁祖元直（字完人，号德流居士），宋末自广东南雄珠玑巷迁从化流溪鸬鹚田（广州），复迁三层村（从化温泉镇卫东村）开基。 卷一萧族历代名人考绩附录、世系图，卷二谱牒。书名据封面、书名页、书脊题。五修本。(广东省立中山图书馆),https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ru5pfeauo4atbx9p
从化市灌村镇黄泥田村黄氏族谱（广东省/广州市/从化区）,黄庚平,黄,1998,--,始祖命从，明代人。始迁祖元发、元贵、永球、永定、容基、容秋皆清代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ritlb8z3c9pa41g5
徙苏盐城陈氏宗谱（江苏省/盐城市）,陈毓桂,陈,2000,颖川堂,始迁祖九一（字天求）、九二（字天福）、九三（字天扬）、九四（字天锡）、文杰（字文一）、文礼（字文三）、少昌（字益）、兴一、兴二，元末明初避乱自苏之吴县迁盐城居。 谱载源远流长、诏立义门、中华陈氏、各族陈氏、走向世界、典籍世系录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/va19jzn6rvpakq61
徙巫文氏家谱（重庆市/重庆市/巫山县）,文体松,文,2015,--,始迁祖文大煟，清朝年间，由湖南省衡阳市南岳区衡山县，迁到重庆市重庆市巫山县。 谱载谱序、名人论谱、摘录、源流、郡望、起源、堂号、迁徙与分布、字辈、家训与家规、自省篇、名人谱、凡例、世系篇、阅读篇、对照表、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6j8thl1g2qdpwes1
径口黄氏源流族谱（福建省/漳州市/诏安县）,文三俊,黄,1964,--,始迁祖黄久隆，明朝年间，由福建省三明市宁化县，迁到福建省漳州市诏安县径口村。 谱载谱序、诗、派序、世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/q1rxw7lj9e9i5dq9
径口黄氏族谱（福建省/三明市/宁化县）,黄德和,黄,1955,--,始祖峭，宋朝年间居汀州府宁化县石壁村。始迁三世祖久隆（字三十七郎），元朝年间自宁化石壁乡迁径口居焉。 谱载源流族谱序、远祖世系表、谱序、诗、派序、续修序、世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/vch7zvctukub6zje
徐霞客家传（江苏省/无锡市/江阴市）,吕锡生,徐,1988,--,是书主要来源为《江阴梧胜徐氏宗谱》，为徐霞客直系传述资料。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ybwug4dkmzlg3qov
徐门家谱（重庆市/重庆市/奉节县）,徐远录,徐,1985,--,始迁祖名不详，兄弟三人明末清初自湖广麻城（今湖北麻城）喜鹊河魏家湾迁四川，长房落籍开县（今重庆开州），次房落籍南边，三房落籍云阳（今重庆云阳）桑坪坝黑炭子，后迁奉节新政乡马安子。此即三房家谱，谱内世系记事自正连始。 谱载修谱纪名、序、诗、谱系、派行、世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/axljvwh1ytmd16u8
徐邑乔氏家谱一卷（山西省太原市清徐县）,乔松年,乔,清同治十三年（1874）,--,始迁祖斯道，明代人。书名據书衣、书名页题。清喬人傑初修譜於清道光三十年，此为二修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ys68tv45hwwykahd
徐庄初徐兴舟之家谱（浙江省/舟山市/岱山县）,徐庄初,徐,2021,--,谱系庄初及其弟兴舟一支家谱，系岱山宫门中弄徐氏第三房庄字辈，其始祖、始迁祖失考。 本谱系第三次修订稿，内载说明、来源追述、考证、凡例、世系图、附录。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/26y8zs1ss6ekkgmq
徐闻窦氏族谱（广东省/湛江市/徐闻县）,窦招仁,窦,2010,--,入粤开基祖朝升（行二），先父元末明初避乱广东南雄县。明弘治年间，朝升仕广东化州、高州知府，任满定居吴川塘缀龙窦村。徐闻窦氏两大支派为其后裔，其一裔孙皇，明嘉靖末年从硇洲迁徐闻海安林家村，为龙塘、前山、典界、下桥先祖；其二裔孙正宗，清乾隆末年从硇洲迁徐闻东乡，后裔分迁锦和、外罗、下洋等村。 谱载窦氏的源流、知名人士、世系图及窦氏近代繁衍生息状况等。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/setsqks89ql5tjf5
