谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
缪氏宗谱十一卷末一卷（安徽省安庆市桐城市）,缪恩波,缪,清同治八年（1869）,留耕堂,始遷祖祖壽，明代遷安徽桐城。書名據版心題。二修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/agf49mhmr7jocjxz
缪氏宗谱八卷（安徽省安庆市桐城市）,缪国瑞,缪,清嘉慶十一年（1806）,--,始遷祖祖壽，明代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/9fot3trha7u4hg7s
缪氏宗谱二卷（江苏省苏州市）,不详,缪,《中国国家图书馆藏早期稀见家谱丛刊》據清康熙間殘卷刻本殘卷影印,裕远堂,始祖瀚，字子玉，隨宋高宗南渡，遂居杭城，是南渡遷祖。六世勝景，字全一，宋末居江蘇常熟。至十一世澄字惟清，自常熟黄泗徙居蘇州吳縣之洞庭西山。勝覽，名勝二，宋末隱居蘇州府德禄鄉，其曾孫七弘，號逸民，元季徙江陰夏港，勝山，字勝三，宋末初遷錫山，繼徙宜興歷山北之下橋。譜載明清兩代歷朝敕命、像贊、世系圖。*2002年线装书局影印《中国國家圖書館館藏早期稀見家譜叢刊》本。書名據版心、卷端題。記事至康熙五十四年。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ehynojzpic29h4lh
缪氏宗谱三卷附二卷(江苏如皐),缪俊山;缪林;缪红,缪,2002年,--,始祖懋（字尚勉，行百六），南宋淳祐間自江蘇蘇州遷居如東栟茶場。始遷祖楨（字原善，號伯順，行仁三），明洪武二十二年自栟茶遷居邑之西鄉高明莊。卷一前言、編修敘、繆姓名人、對聯、世系，卷二至三世系，附卷册一載歷次重修譜序、墓志銘、家訓總目、傳記、贊語、行實、名氏錄，附卷冊二世系圖。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/zuilrzd72iy7o8gs
缪氏六修族谱不分卷（江西省赣州市定南县）,缪守诚,缪,1996年,兰陵堂,本譜由江西定南、贛州、南康、贛縣、奉新、修水，廣東和平等地聯修。始祖衍真，字實菴。始遷祖均政，字廷布。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/uev5zgmnx6itng9n
缪氏七修族谱不分卷（江西省抚州市崇仁县）,缪仁富,缪,清光緒16年(1890),--,始遷祖忠行，一作冲和，行員州六，北宋開寶間由玉山縣侖溪賈于崇仁會坊坪，當地有名極高者，以女妻之，遂家于崇仁。忠行三子：訓、、譚，訓又五傳而分億曼、揭曼、钜曼、世安、世基、世厚六房，五傳分柏慶、柏彰、學三三房，譚五傳分玉文、玉成、玉蒲、夕一、夕二、舍一、舍二、舍三八房。宋元之際，兵匪充斥，族庶奔散，各擇地而居，或樂安，或貴溪，或豐城，或臨川，或本邑各地。是爲居崇仁各支合譜，亦保留了舊譜中部分遷往他縣之譜系。第一册載敕諭、譜序、源流、祠記、傳記、墳山墓圖，餘册全爲系圖、世表。有明何文淵序。書名據版心、書簽題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6gbcbw2hdybmjfkf
缪族兰陵驭都房家谱一卷（广东省中山市）,缪质文,缪,1921年,--,始祖一公，宋代人。本支主思俊，元代人。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ghsalzsjv588x7sb
缪山吴氏重修谱二十一卷（安徽省安庆市桐城市）,吴文宫,吴,清乾隆四十四年（1779）,敦睦堂,始祖榮七，明代人。始迁祖覺浩，明代人。存卷一。书名据谱序题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ddaghsyq8xn6qjqy
缪墅杨氏续修宗谱六卷（江苏省无锡市宜兴市）,杨全坤,杨,1937年,四知堂,始祖於陵，字達夫，唐代人。始遷祖伯珍，字席聘，行第一。書名據序言題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/87lzwoym8s396nfx
繁阳高氏宗谱（安徽省/芜湖市/繁昌县）,高世峰,高,2017,继善堂,始迁祖亨四，由东乡马口（今江西省南昌市新建区马口村）迁至芜湖繁昌（今安徽省芜湖市繁昌县） 卷一圣谕、谱例、像赞、祠堂引、祠堂图、山图、家训、序，卷二奉天敕命、源流图引、源流图系、世系、家礼图，卷三渊源引、渊源系、世系，卷四至十排行、世系图、世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/vwmniqdonzwbdzjj
