谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
冯氏家谱一卷(河北邢台),冯立忠;冯建信,冯,2012年,--,是族世居邢台贾乡。传四支，分头、二、三、四四门。本谱记头门伯（乳名吉楼）、二门仲支派。 谱载序、世系、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/65xfyebl81p1too5
冯氏家谱.潢川县（河南省/信阳市/潢川县）,冯世海,冯,2014,--,始迁祖冯秀，从河南省郑州市荥阳市迁到河南省信阳市潢川县冯大营子，迁徙时间不详。 谱载族徽、得姓始祖像、宗亲理事会词、题词、宗亲研究会成员、照片、家训、人口统计表、资料采集人员、捐资名单及款额、序、引言、世表、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6c4k8wg5goqyx8nz
冯氏家谱.文安县孙氏镇北叩里村（河北省/廊坊市/文安县）,冯惠鑫,冯,2017,--,据云先世于北宋时由山东迁河北廊坊。 谱载序、冯姓起源与演变、冯姓传承与文化、迁移与分布、先贤与名人、家族世系表、家族称呼篇、跋。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/htgi7m321644sucy
冯氏家谱 : 大树堂（海南省/琼海市）,冯明翰,冯,1982,大树堂,始迁祖冯永辉于元朝至顺四年由福建省莆田市迁海南省琼海市博鳌镇乐城村乐会古城。 卷一修谱名字、谱序、跋、命名定章、修谱例条、戒例、格言、座右铭、世系、修谱名字编辑者。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/wmuae3hxi556jz19
冯氏家族祭祀清算簿不分卷（湖南省）,冯岳藩,冯,續修清光緒元年（1875）,大树堂,參見清馮志裕修《[湖南桃源]馮氏族譜》條目（館藏：1023625-634）。（始遷祖馮文盛（字盛祖），明萬曆間自湖南沅陵梅子坪遷居桃源落飯坡古巖屋。其子時鍾無後，遂以婿胡申（字應海，號農山）之子萬澄（字朝聖）為嗣，仍姓胡，至九世“士”字輩始改姓馮。譜尊胡申為一世祖。傳至萬澄孫大珍、大寶，始分上、下灣兩派。）。譜載敘、墳地名錄、田地名錄、屋基地錄、捐數目錄、章程錄、歷年清明會首人及捐目。書名自擬。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/gziz8rbbm5tyi5l5
冯氏家乘便览四卷（浙江省宁波市奉化市）,冯道在,冯,1916年,--,始祖月山。卷首凡例，卷二傳序，卷三世系，卷四世略。书名據版心、书簽题。五修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/d59yzaon6cp5iwrn
冯氏家乘不分卷（浙江省湖州市）,冯浩,冯,--,--,始迁祖銘，字積一，元代人。书名據譜序题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6k5exdkv4cwgvuw8
冯氏家乘不分卷(福建宁德),冯源深,冯,2010年,始平堂,始祖兆九，明代自寧德莒溪嶺鐵兜遷莒溪象井，其孫汶（字義八），於明天順二年遷居象坎晹晡（即今寧德市蕉城區洋中鎮上坎村），為上坎始遷祖。載寧德市及上坎村彩照、上坎村簡介、馮氏源流、世系表。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/spz85yepkpzvwvrw
冯氏家乘一卷（山东省潍坊市临朐县）,不详,冯,清,--,始祖裕，字伯順，明代人。书名據卷端题。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ax3rsppuwt24xgrq
冯氏家乘一卷冯氏族谱一卷（陕西省西安市）,冯从吾,冯,明萬曆四十五年（1617）,--,--,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xnducxxiso182mm1
冯氏宗谱（陕西省/商洛市）,冯发平;冯发宝,冯,2016,始平堂,是为族裔聚居商洛市镇安、柞水二县之谱。其先世于明初由山西洪洞县迁来。 卷上起源、名人、迁徙、祠联、家训、家规、代州冯氏，卷下谱序、郡望、名人、人口、祖地、迁徙、分布、冯姓社区、编写委员会、宗派、世系。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/zawurqdu2jfpocjx
