谱名,责任者,姓氏,撰修时间,堂号,家谱简介,详情链接
泮溪邝氏族谱不分卷（广东省江门市台山市）,不详,邝,清光緒十九年（1893）,--,入粤始祖，字禎，號以平，北宋人。始遷祖誠，字一聲，宋代人。書名據書簽、書名頁、卷端題。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/xe46lr25mse5ca5e
泮东徐氏宗谱（浙江省金华市东阳市）,--,徐,清道光19年,--,卷二世系图，卷九世传。存卷2、9,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/ipbmoeriu8e8mxky
泮东徐氏宗谱（浙江省/金华市/东阳市）,徐梦华,徐,2005,--,始千祖锴（字仲器），中书舍人，因契丹寇扰又西夏不宁虑变，故不测以东阳僻远，自会稽避迁吴宁筑室泮东上市居焉。 卷一前言、文天祥序考、世系序、宗谱序、凡例十四条、新增凡例、家规、排行字母、命名字母、表字字母、分给各房谱册定号、附子孙各迁居址、历朝修谱名次、诰敕、宗祠图、宗祠记、祀田、行传、行略、跋、藏谱目录、附，卷二至三世系图，卷四至八世传，卷九像图、像赞、记序类、行状、名公赠祝诗类、附挽诗、附先公杂咏、行传类、行略类、墓志类、祭文、坟图引、跋、后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/6hb7g57ivgopizpk
泮村邝氏族谱（广东省/江门市/开平市）,邝守恒,邝,2003,--,始祖桽（字祯，号以平，行三十七），世居安徽庐江县延蔓村，宋建炎三年（1129）迁居广东南海大镇乡（佛山市南海区）。四世孙奎（字公昭，行一），随父南迁河源，后移居古冈（广东省江门市新会区），宋淳佑十年（1250）转迁水口泮村（广东省江门市开平市水口镇）开基。 谱载序、族史、世系录、泮村邝氏名人录、编后语。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/e3y6q86ayk9xxoq4
泮村邝氏族谱（广东省/江门市/开平市）,邝守恒,邝,2003,--,始祖桽（字祯，号以平，行三十七），世居安徽庐江县延蔓村，宋建炎三年（1129）迁居广东南海大镇乡（佛山市南海区）。四世孙奎（字公昭，行一），随父南迁河源，后移居古冈（广东省江门市新会区），宋淳佑十年（1250）转迁水口泮村（广东省江门市开平市水口镇）开基。 谱载序、族史、世系录、泮村邝氏名人录、编后语。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/c92dfsow4lfmjknd
泮村邝氏族谱（广东省/江门市/开平市）,邝守恒,邝,2003,--,邝氏始祖三七公，讳桽，字祯，号以平，居安徽庐村县延蔓村，后迁至广东南海大镇乡。二世祖愈平，由京城临安迁居广东河源。三世祖一声公，由河源迁居新会城。四世祖，讳奎，字公昭，由会城迁居水口泮村，是为始迁祖。 谱载谱序、鸣谢、族史、泮村邝氏世系录、泮村邝村名人录、编后语。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/81cmr5ke5je7zadb
泮春周姓氏族源流一卷（湖南省长沙市浏阳市）,周朴剑,周,1948年,--,始遷祖漢一，後唐人。書名據書衣題（後人題名）。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/kw3kp1goh5jlm5n2
泮春周姓氏族源流一卷（湖南省长沙市浏阳市）,周三才,周,1948年,--,始遷祖琇，五代人。書名據書衣題（後人題名）。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/gba68kmx3tht9cam
泮川周氏宗谱（浙江省金华市永康市）,周连勤,周,2001年,--,始遷祖鳳，字杉儀，號石崖，行愷，宋代自金華縣（今金華市金東區）泮塘村遷居永康縣泮川村。載序言、大事記、傳略名録、古蹟、世系、行傳。 譜初修於明嘉靖間，此为十二修本。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/nuf36q9rv8lwem4y
泮川周氏宗谱（浙江省/金华市/永康市）,周连勤,周,2000,--,始迁祖恺（讳凤，字杉仪，号石崖），南宋年间由金华泮塘迁居永康泮川。 谱载序言、理事编委会成员名单、赞助芳名、凡例、大事记、传略、名录、古迹、谱序、谱例、排行字母、人物录、旧规约、坟图、世系图、行传、编后记。,https://jiapu.library.sh.cn/https://jiapu.library.sh.cn/#/GenealogySummary:http://data.library.sh.cn/jp/resource/work/h93kolopwxqae5pa
